date,close,predict,prob_up,real,correct,ret,equity,idx
2024-04-16,1670.0,跌↓,47.5,跌↓,✓,-0.18%,1.1175,360
2024-04-17,1667.0,跌↓,52.1,涨↑,✗,+0.23%,1.1175,361
2024-04-18,1670.78,跌↓,47.5,跌↓,✓,-1.44%,1.1175,362
2024-04-19,1646.64,跌↓,44.0,涨↑,✗,+1.73%,1.1175,363
2024-04-22,1675.06,跌↓,44.2,涨↑,✗,+1.03%,1.1175,364
2024-04-23,1692.28,涨↑,54.6,涨↑,✓,+0.08%,1.1184,365
2024-04-24,1693.6,跌↓,46.2,跌↓,✓,-0.03%,1.1184,366
2024-04-25,1693.04,跌↓,39.7,涨↑,✗,+0.97%,1.1184,367
2024-04-26,1709.43,跌↓,40.4,跌↓,✓,-0.32%,1.1184,368
2024-04-29,1704.0,跌↓,46.0,涨↑,✗,+0.06%,1.1184,369
2024-04-30,1705.0,跌↓,40.6,涨↑,✗,+3.24%,1.1184,370
2024-05-06,1760.2,跌↓,31.7,涨↑,✗,+0.56%,1.1184,371
2024-05-07,1770.0,跌↓,32.0,跌↓,✓,-0.34%,1.1184,372
2024-05-08,1763.97,跌↓,28.6,跌↓,✓,-0.45%,1.1184,373
2024-05-09,1756.0,跌↓,40.1,跌↓,✓,-0.97%,1.1184,374
2024-05-10,1738.98,跌↓,33.5,跌↓,✓,-1.90%,1.1184,375
2024-05-13,1706.0,跌↓,39.6,跌↓,✓,-0.24%,1.1184,376
2024-05-14,1701.98,跌↓,42.8,跌↓,✓,-0.12%,1.1184,377
2024-05-15,1700.0,跌↓,44.1,涨↑,✗,+0.26%,1.1184,378
2024-05-16,1704.5,跌↓,51.6,涨↑,✗,+0.62%,1.1184,379
2024-04-16,1670.0,跌↓,47.1,跌↓,✓,-0.18%,1.1184,360
2024-04-17,1667.0,跌↓,48.3,涨↑,✗,+0.23%,1.1184,361
