date,close,predict,prob_up,real,correct,ret,equity,idx
2023-11-24,24.3,跌↓,39.7,涨↑,✗,+0.21%,1.0571,267
2023-11-27,24.35,跌↓,46.7,涨↑,✗,+0.57%,1.0571,268
2023-11-28,24.49,跌↓,37.3,涨↑,✗,+1.59%,1.0571,269
2023-11-29,24.88,跌↓,39.5,跌↓,✓,-2.89%,1.0571,270
2023-11-30,24.16,跌↓,47.0,涨↑,✗,+0.75%,1.0571,271
2023-12-01,24.34,跌↓,47.3,跌↓,✓,-1.36%,1.0571,272
2023-12-04,24.01,涨↑,56.5,跌↓,✗,-2.87%,1.0267,273
2023-12-05,23.32,涨↑,55.7,跌↓,✗,-0.34%,1.0232,274
2023-12-06,23.24,涨↑,60.7,跌↓,✗,-0.99%,1.0131,275
2023-12-07,23.01,涨↑,56.4,涨↑,✓,+0.61%,1.0193,276
2023-12-08,23.15,跌↓,50.7,涨↑,✗,+0.91%,1.0193,277
2023-12-11,23.36,跌↓,42.7,涨↑,✗,+0.30%,1.0193,278
2023-12-12,23.43,跌↓,39.0,跌↓,✓,-1.37%,1.0193,279
2023-12-13,23.11,跌↓,39.9,跌↓,✓,+0.00%,1.0193,280
2023-12-14,23.11,跌↓,44.4,跌↓,✓,-0.35%,1.0193,281
2023-12-15,23.03,跌↓,46.1,跌↓,✓,-1.87%,1.0193,282
2023-12-18,22.6,涨↑,56.9,涨↑,✓,+0.27%,1.022,283
2023-12-19,22.66,涨↑,52.8,跌↓,✗,-1.99%,1.0017,284
2023-12-20,22.21,跌↓,49.7,涨↑,✗,+0.95%,1.0017,285
2023-12-21,22.42,跌↓,44.0,跌↓,✓,-1.03%,1.0017,286
2023-12-22,22.19,涨↑,55.6,涨↑,✓,+0.63%,1.008,287
2023-12-25,22.33,跌↓,39.7,跌↓,✓,-1.75%,1.008,288
2023-12-26,21.94,跌↓,47.5,涨↑,✗,+0.64%,1.008,289
2023-11-29,24.88,跌↓,42.9,跌↓,✓,-2.89%,1.008,270
2023-11-30,24.16,涨↑,53.8,涨↑,✓,+0.75%,1.0155,271
2023-12-01,24.34,跌↓,51.0,跌↓,✓,-1.36%,1.0155,272
2023-12-04,24.01,涨↑,57.4,跌↓,✗,-2.87%,0.9863,273
2023-12-05,23.32,涨↑,57.2,跌↓,✗,-0.34%,0.9829,274
2023-12-06,23.24,涨↑,60.3,跌↓,✗,-0.99%,0.9732,275
2023-12-07,23.01,涨↑,58.9,涨↑,✓,+0.61%,0.9791,276
2023-12-08,23.15,跌↓,46.9,涨↑,✗,+0.91%,0.9791,277
2023-12-11,23.36,跌↓,41.3,涨↑,✗,+0.30%,0.9791,278
2023-12-12,23.43,跌↓,40.8,跌↓,✓,-1.37%,0.9791,279
2023-12-13,23.11,跌↓,47.6,跌↓,✓,+0.00%,0.9791,280
2023-12-14,23.11,跌↓,47.2,跌↓,✓,-0.35%,0.9791,281
2023-12-15,23.03,跌↓,50.9,跌↓,✓,-1.87%,0.9791,282
2023-12-18,22.6,涨↑,60.3,涨↑,✓,+0.27%,0.9817,283
2023-12-19,22.66,涨↑,54.7,跌↓,✗,-1.99%,0.9622,284
2023-12-20,22.21,涨↑,52.7,涨↑,✓,+0.95%,0.9713,285
2023-12-21,22.42,跌↓,47.7,跌↓,✓,-1.03%,0.9713,286
2023-12-22,22.19,涨↑,58.5,涨↑,✓,+0.63%,0.9775,287
2023-12-25,22.33,跌↓,45.2,跌↓,✓,-1.75%,0.9775,288
2023-12-26,21.94,涨↑,51.5,涨↑,✓,+0.64%,0.9837,289
2023-12-27,22.08,跌↓,46.6,涨↑,✗,+2.26%,0.9837,290
2023-12-28,22.58,跌↓,48.9,涨↑,✗,+1.11%,0.9837,291
2023-12-29,22.83,跌↓,41.6,跌↓,✓,-2.19%,0.9837,292
2024-01-02,22.33,涨↑,53.1,跌↓,✗,-0.94%,0.9744,293
2024-01-03,22.12,涨↑,55.5,跌↓,✗,-2.08%,0.9542,294
2024-01-04,21.66,涨↑,54.4,跌↓,✗,-2.08%,0.9344,295
2024-01-05,21.21,涨↑,59.9,跌↓,✗,-2.26%,0.9132,296
2024-01-08,20.73,涨↑,57.6,涨↑,✓,+0.48%,0.9176,297
2024-01-09,20.83,跌↓,44.8,跌↓,✓,-0.43%,0.9176,298
2024-01-10,20.74,涨↑,55.8,涨↑,✓,+1.54%,0.9318,299
2023-12-13,23.11,跌↓,44.7,跌↓,✓,+0.00%,0.9318,280
2023-12-14,23.11,跌↓,43.7,跌↓,✓,-0.35%,0.9318,281
2023-12-15,23.03,跌↓,48.9,跌↓,✓,-1.87%,0.9318,282
2023-12-18,22.6,涨↑,59.8,涨↑,✓,+0.27%,0.9342,283
2023-12-19,22.66,涨↑,55.9,跌↓,✗,-1.99%,0.9157,284
2023-12-20,22.21,跌↓,50.3,涨↑,✗,+0.95%,0.9157,285
2023-12-21,22.42,跌↓,48.6,跌↓,✓,-1.03%,0.9157,286
2023-12-22,22.19,涨↑,60.4,涨↑,✓,+0.63%,0.9215,287
2023-12-25,22.33,跌↓,46.2,跌↓,✓,-1.75%,0.9215,288
2023-12-26,21.94,涨↑,52.5,涨↑,✓,+0.64%,0.9274,289
2023-12-27,22.08,跌↓,45.1,涨↑,✗,+2.26%,0.9274,290
2023-12-28,22.58,跌↓,48.2,涨↑,✗,+1.11%,0.9274,291
2023-12-29,22.83,跌↓,38.6,跌↓,✓,-2.19%,0.9274,292
2024-01-02,22.33,跌↓,46.7,跌↓,✓,-0.94%,0.9274,293
2024-01-03,22.12,跌↓,50.3,跌↓,✓,-2.08%,0.9274,294
2024-01-04,21.66,跌↓,49.3,跌↓,✓,-2.08%,0.9274,295
2024-01-05,21.21,涨↑,61.1,跌↓,✗,-2.26%,0.9064,296
2024-01-08,20.73,涨↑,56.3,涨↑,✓,+0.48%,0.9107,297
2024-01-09,20.83,跌↓,44.2,跌↓,✓,-0.43%,0.9107,298
2024-01-10,20.74,涨↑,55.7,涨↑,✓,+1.54%,0.9248,299
2024-01-11,21.06,跌↓,41.9,跌↓,✓,-1.71%,0.9248,300
2024-01-12,20.7,涨↑,56.6,涨↑,✓,+1.50%,0.9386,301
2024-01-15,21.01,跌↓,50.4,涨↑,✗,+0.24%,0.9386,302
2024-01-16,21.06,跌↓,41.9,跌↓,✓,-2.66%,0.9386,303
2024-01-17,20.5,跌↓,44.9,涨↑,✗,+1.66%,0.9386,304
2024-01-18,20.84,跌↓,48.7,涨↑,✗,+0.29%,0.9386,305
2024-01-19,20.9,跌↓,45.7,跌↓,✓,-3.49%,0.9386,306
2024-01-22,20.17,跌↓,48.8,涨↑,✗,+0.99%,0.9386,307
2024-01-23,20.37,涨↑,52.2,跌↓,✗,-0.39%,0.935,308
2024-01-24,20.29,涨↑,61.9,涨↑,✓,+2.61%,0.9594,309
2023-12-27,22.08,跌↓,41.8,涨↑,✗,+2.26%,0.9594,290
2023-12-28,22.58,跌↓,49.4,涨↑,✗,+1.11%,0.9594,291
2023-12-29,22.83,跌↓,40.7,跌↓,✓,-2.19%,0.9594,292
2024-01-02,22.33,跌↓,47.4,跌↓,✓,-0.94%,0.9594,293
2024-01-03,22.12,跌↓,49.2,跌↓,✓,-2.08%,0.9594,294
2024-01-04,21.66,跌↓,50.8,跌↓,✓,-2.08%,0.9594,295
2024-01-05,21.21,涨↑,60.5,跌↓,✗,-2.26%,0.9377,296
2024-01-08,20.73,涨↑,56.3,涨↑,✓,+0.48%,0.9422,297
2024-01-09,20.83,跌↓,43.5,跌↓,✓,-0.43%,0.9422,298
2024-01-10,20.74,涨↑,57.8,涨↑,✓,+1.54%,0.9567,299
2024-01-11,21.06,跌↓,40.5,跌↓,✓,-1.71%,0.9567,300
2024-01-12,20.7,涨↑,55.3,涨↑,✓,+1.50%,0.9711,301
2024-01-15,21.01,跌↓,47.4,涨↑,✗,+0.24%,0.9711,302
2024-01-16,21.06,跌↓,39.2,跌↓,✓,-2.66%,0.9711,303
2024-01-17,20.5,跌↓,43.4,涨↑,✗,+1.66%,0.9711,304
2024-01-18,20.84,跌↓,44.6,涨↑,✗,+0.29%,0.9711,305
2024-01-19,20.9,跌↓,42.7,跌↓,✓,-3.49%,0.9711,306
2024-01-22,20.17,跌↓,50.3,涨↑,✗,+0.99%,0.9711,307
2024-01-23,20.37,跌↓,48.4,跌↓,✓,-0.39%,0.9711,308
2024-01-24,20.29,涨↑,59.8,涨↑,✓,+2.61%,0.9964,309
2024-01-25,20.82,涨↑,54.7,跌↓,✗,-0.96%,0.9868,310
2024-01-26,20.62,涨↑,55.3,跌↓,✗,-2.47%,0.9624,311
2024-01-29,20.11,涨↑,59.1,跌↓,✗,-4.82%,0.916,312
2024-01-30,19.14,涨↑,63.4,跌↓,✗,-5.07%,0.8696,313
2024-01-31,18.17,涨↑,65.9,涨↑,✓,+0.44%,0.8734,314
2024-02-01,18.25,涨↑,56.3,跌↓,✗,-5.21%,0.828,315
2024-02-02,17.3,涨↑,64.2,跌↓,✗,-5.78%,0.7801,316
2024-02-05,16.3,涨↑,65.1,涨↑,✓,+6.32%,0.8294,317
2024-02-06,17.33,涨↑,63.9,涨↑,✓,+4.15%,0.8638,318
2024-02-07,18.05,涨↑,53.5,涨↑,✓,+3.38%,0.893,319
2024-01-11,21.06,跌↓,41.8,跌↓,✓,-1.71%,0.893,300
2024-01-12,20.7,涨↑,57.2,涨↑,✓,+1.50%,0.9064,301
2024-01-15,21.01,跌↓,48.8,涨↑,✗,+0.24%,0.9064,302
2024-01-16,21.06,跌↓,42.2,跌↓,✓,-2.66%,0.9064,303
2024-01-17,20.5,跌↓,47.4,涨↑,✗,+1.66%,0.9064,304
2024-01-18,20.84,跌↓,41.3,涨↑,✗,+0.29%,0.9064,305
2024-01-19,20.9,跌↓,43.4,跌↓,✓,-3.49%,0.9064,306
2024-01-22,20.17,跌↓,48.2,涨↑,✗,+0.99%,0.9064,307
2024-01-23,20.37,跌↓,48.4,跌↓,✓,-0.39%,0.9064,308
2024-01-24,20.29,涨↑,61.5,涨↑,✓,+2.61%,0.9301,309
2024-01-25,20.82,涨↑,54.7,跌↓,✗,-0.96%,0.9212,310
2024-01-26,20.62,涨↑,53.9,跌↓,✗,-2.47%,0.8984,311
2024-01-29,20.11,涨↑,59.3,跌↓,✗,-4.82%,0.855,312
2024-01-30,19.14,涨↑,62.1,跌↓,✗,-5.07%,0.8117,313
2024-01-31,18.17,涨↑,63.5,涨↑,✓,+0.44%,0.8153,314
2024-02-01,18.25,涨↑,56.2,跌↓,✗,-5.21%,0.7728,315
2024-02-02,17.3,涨↑,62.4,跌↓,✗,-5.78%,0.7282,316
2024-02-05,16.3,涨↑,65.0,涨↑,✓,+6.32%,0.7742,317
2024-02-06,17.33,涨↑,57.8,涨↑,✓,+4.15%,0.8063,318
2024-02-07,18.05,涨↑,51.7,涨↑,✓,+3.38%,0.8336,319
2024-02-08,18.66,涨↑,61.5,涨↑,✓,+1.71%,0.8479,320
2024-02-19,18.98,跌↓,40.0,跌↓,✓,-0.05%,0.8479,321
2024-02-20,18.97,跌↓,42.3,涨↑,✗,+0.79%,0.8479,322
2024-02-21,19.12,涨↑,51.9,涨↑,✓,+1.78%,0.863,323
2024-02-22,19.46,跌↓,46.0,涨↑,✗,+1.54%,0.863,324
2024-02-23,19.76,跌↓,43.1,涨↑,✗,+1.16%,0.863,325
2024-02-26,19.99,跌↓,40.9,涨↑,✗,+4.05%,0.863,326
2024-02-27,20.8,跌↓,42.4,跌↓,✓,-4.04%,0.863,327
2024-02-28,19.96,涨↑,56.6,涨↑,✓,+4.71%,0.9036,328
2024-02-29,20.9,跌↓,42.5,涨↑,✗,+3.44%,0.9036,329
2024-01-25,20.82,跌↓,50.3,跌↓,✓,-0.96%,0.9036,310
2024-01-26,20.62,跌↓,50.6,跌↓,✓,-2.47%,0.9036,311
2024-01-29,20.11,涨↑,57.9,跌↓,✗,-4.82%,0.86,312
2024-01-30,19.14,涨↑,60.5,跌↓,✗,-5.07%,0.8164,313
2024-01-31,18.17,涨↑,62.9,涨↑,✓,+0.44%,0.82,314
2024-02-01,18.25,涨↑,55.9,跌↓,✗,-5.21%,0.7773,315
2024-02-02,17.3,涨↑,67.0,跌↓,✗,-5.78%,0.7324,316
2024-02-05,16.3,涨↑,67.9,涨↑,✓,+6.32%,0.7787,317
2024-02-06,17.33,涨↑,61.4,涨↑,✓,+4.15%,0.811,318
2024-02-07,18.05,涨↑,55.3,涨↑,✓,+3.38%,0.8385,319
2024-02-08,18.66,涨↑,62.2,涨↑,✓,+1.71%,0.8528,320
2024-02-19,18.98,跌↓,41.4,跌↓,✓,-0.05%,0.8528,321
2024-02-20,18.97,跌↓,44.0,涨↑,✗,+0.79%,0.8528,322
2024-02-21,19.12,涨↑,52.1,涨↑,✓,+1.78%,0.868,323
2024-02-22,19.46,跌↓,43.4,涨↑,✗,+1.54%,0.868,324
2024-02-23,19.76,跌↓,42.3,涨↑,✗,+1.16%,0.868,325
2024-02-26,19.99,跌↓,38.5,涨↑,✗,+4.05%,0.868,326
2024-02-27,20.8,跌↓,43.7,跌↓,✓,-4.04%,0.868,327
2024-02-28,19.96,涨↑,61.1,涨↑,✓,+4.71%,0.9089,328
2024-02-29,20.9,跌↓,48.2,涨↑,✗,+3.44%,0.9089,329
2024-03-01,21.62,跌↓,47.7,跌↓,✓,-0.74%,0.9089,330
2024-03-04,21.46,跌↓,47.3,跌↓,✓,-1.07%,0.9089,331
2024-03-05,21.23,涨↑,54.6,跌↓,✗,-0.66%,0.9029,332
2024-03-06,21.09,涨↑,62.0,跌↓,✗,-1.94%,0.8853,333
2024-03-07,20.68,涨↑,57.2,涨↑,✓,+0.63%,0.8909,334
2024-03-08,20.81,跌↓,35.7,涨↑,✗,+1.25%,0.8909,335
2024-03-11,21.07,跌↓,36.3,涨↑,✗,+1.00%,0.8909,336
2024-03-12,21.28,跌↓,40.6,涨↑,✗,+0.09%,0.8909,337
2024-03-13,21.3,跌↓,37.7,跌↓,✓,-2.39%,0.8909,338
2024-03-14,20.79,涨↑,55.7,涨↑,✓,+0.14%,0.8922,339
2024-02-08,18.66,涨↑,59.1,涨↑,✓,+1.71%,0.9075,320
2024-02-19,18.98,跌↓,38.5,跌↓,✓,-0.05%,0.9075,321
2024-02-20,18.97,跌↓,38.8,涨↑,✗,+0.79%,0.9075,322
2024-02-21,19.12,跌↓,42.2,涨↑,✗,+1.78%,0.9075,323
2024-02-22,19.46,跌↓,34.4,涨↑,✗,+1.54%,0.9075,324
2024-02-23,19.76,跌↓,34.1,涨↑,✗,+1.16%,0.9075,325
2024-02-26,19.99,跌↓,33.4,涨↑,✗,+4.05%,0.9075,326
2024-02-27,20.8,跌↓,36.2,跌↓,✓,-4.04%,0.9075,327
2024-02-28,19.96,涨↑,58.9,涨↑,✓,+4.71%,0.9502,328
2024-02-29,20.9,跌↓,42.8,涨↑,✗,+3.44%,0.9502,329
2024-03-01,21.62,跌↓,41.3,跌↓,✓,-0.74%,0.9502,330
2024-03-04,21.46,跌↓,39.9,跌↓,✓,-1.07%,0.9502,331
2024-03-05,21.23,跌↓,46.5,跌↓,✓,-0.66%,0.9502,332
2024-03-06,21.09,跌↓,49.5,跌↓,✓,-1.94%,0.9502,333
2024-03-07,20.68,跌↓,45.9,涨↑,✗,+0.63%,0.9502,334
2024-03-08,20.81,跌↓,29.4,涨↑,✗,+1.25%,0.9502,335
2024-03-11,21.07,跌↓,30.0,涨↑,✗,+1.00%,0.9502,336
2024-03-12,21.28,跌↓,35.6,涨↑,✗,+0.09%,0.9502,337
2024-03-13,21.3,跌↓,35.5,跌↓,✓,-2.39%,0.9502,338
2024-03-14,20.79,跌↓,50.8,涨↑,✗,+0.14%,0.9502,339
2024-03-15,20.82,跌↓,35.2,涨↑,✗,+3.70%,0.9502,340
2024-03-18,21.59,跌↓,37.8,跌↓,✓,-0.28%,0.9502,341
2024-03-19,21.53,跌↓,50.3,跌↓,✓,-0.28%,0.9502,342
2024-03-20,21.47,跌↓,44.1,跌↓,✓,-0.19%,0.9502,343
2024-03-21,21.43,跌↓,47.1,跌↓,✓,-1.96%,0.9502,344
2024-03-22,21.01,涨↑,53.0,跌↓,✗,-4.62%,0.9064,345
2024-03-25,20.04,涨↑,55.3,跌↓,✗,-0.25%,0.9041,346
2024-03-26,19.99,跌↓,49.0,跌↓,✓,-3.95%,0.9041,347
2024-03-27,19.2,涨↑,56.9,涨↑,✓,+2.03%,0.9225,348
2024-03-28,19.59,跌↓,49.5,跌↓,✓,-0.61%,0.9225,349
2024-03-01,21.62,涨↑,53.5,跌↓,✗,-0.74%,0.9156,330
2024-03-04,21.46,涨↑,55.2,跌↓,✗,-1.07%,0.9058,331
2024-03-05,21.23,涨↑,59.5,跌↓,✗,-0.66%,0.8998,332
2024-03-06,21.09,涨↑,63.5,跌↓,✗,-1.94%,0.8823,333
2024-03-07,20.68,涨↑,57.1,涨↑,✓,+0.63%,0.8879,334
2024-03-08,20.81,跌↓,35.6,涨↑,✗,+1.25%,0.8879,335
2024-03-11,21.07,跌↓,35.2,涨↑,✗,+1.00%,0.8879,336
2024-03-12,21.28,跌↓,43.5,涨↑,✗,+0.09%,0.8879,337
2024-03-13,21.3,跌↓,40.2,跌↓,✓,-2.39%,0.8879,338
2024-03-14,20.79,涨↑,55.8,涨↑,✓,+0.14%,0.8892,339
2024-03-15,20.82,跌↓,38.9,涨↑,✗,+3.70%,0.8892,340
2024-03-18,21.59,跌↓,45.4,跌↓,✓,-0.28%,0.8892,341
2024-03-19,21.53,涨↑,58.5,跌↓,✗,-0.28%,0.8867,342
2024-03-20,21.47,跌↓,50.1,跌↓,✓,-0.19%,0.8867,343
2024-03-21,21.43,涨↑,54.8,跌↓,✗,-1.96%,0.8693,344
2024-03-22,21.01,涨↑,57.1,跌↓,✗,-4.62%,0.8292,345
2024-03-25,20.04,涨↑,53.9,跌↓,✗,-0.25%,0.8271,346
2024-03-26,19.99,跌↓,45.4,跌↓,✓,-3.95%,0.8271,347
2024-03-27,19.2,涨↑,51.3,涨↑,✓,+2.03%,0.8439,348
2024-03-28,19.59,跌↓,47.7,跌↓,✓,-0.61%,0.8439,349
2024-03-29,19.47,涨↑,52.3,涨↑,✓,+3.13%,0.8704,350
2024-04-01,20.08,跌↓,46.9,跌↓,✓,-1.44%,0.8704,351
2024-04-02,19.79,涨↑,52.3,跌↓,✗,-0.76%,0.8638,352
2024-04-03,19.64,涨↑,57.2,跌↓,✗,-3.87%,0.8303,353
2024-04-08,18.88,涨↑,63.2,涨↑,✓,+4.08%,0.8642,354
2024-04-09,19.65,跌↓,46.0,跌↓,✓,-3.10%,0.8642,355
2024-04-10,19.04,涨↑,62.3,跌↓,✗,-1.37%,0.8524,356
2024-04-11,18.78,涨↑,64.8,跌↓,✗,-0.96%,0.8442,357
2024-04-12,18.6,涨↑,66.5,涨↑,✓,+0.48%,0.8483,358
2024-04-15,18.69,涨↑,62.7,跌↓,✗,-3.05%,0.8224,359
2024-03-15,20.82,跌↓,49.7,涨↑,✗,+3.70%,0.8224,340
2024-03-18,21.59,跌↓,44.6,跌↓,✓,-0.28%,0.8224,341
2024-03-19,21.53,涨↑,51.0,跌↓,✗,-0.28%,0.8202,342
2024-03-20,21.47,跌↓,42.7,跌↓,✓,-0.19%,0.8202,343
2024-03-21,21.43,跌↓,46.9,跌↓,✓,-1.96%,0.8202,344
2024-03-22,21.01,涨↑,51.9,跌↓,✗,-4.62%,0.7823,345
2024-03-25,20.04,涨↑,56.5,跌↓,✗,-0.25%,0.7803,346
2024-03-26,19.99,跌↓,49.4,跌↓,✓,-3.95%,0.7803,347
2024-03-27,19.2,涨↑,56.8,涨↑,✓,+2.03%,0.7962,348
2024-03-28,19.59,涨↑,51.9,跌↓,✗,-0.61%,0.7913,349
2024-03-29,19.47,涨↑,53.8,涨↑,✓,+3.13%,0.8161,350
2024-04-01,20.08,涨↑,52.5,跌↓,✗,-1.44%,0.8043,351
2024-04-02,19.79,涨↑,54.7,跌↓,✗,-0.76%,0.7982,352
2024-04-03,19.64,涨↑,58.1,跌↓,✗,-3.87%,0.7673,353
2024-04-08,18.88,涨↑,63.3,涨↑,✓,+4.08%,0.7986,354
2024-04-09,19.65,跌↓,49.2,跌↓,✓,-3.10%,0.7986,355
2024-04-10,19.04,涨↑,62.5,跌↓,✗,-1.37%,0.7877,356
2024-04-11,18.78,涨↑,65.6,跌↓,✗,-0.96%,0.7802,357
2024-04-12,18.6,涨↑,65.9,涨↑,✓,+0.48%,0.7839,358
2024-04-15,18.69,涨↑,62.0,跌↓,✗,-3.05%,0.76,359
2024-04-16,18.12,涨↑,64.5,涨↑,✓,+4.53%,0.7944,360
2024-04-17,18.94,涨↑,51.9,跌↓,✗,-0.95%,0.7869,361
2024-04-18,18.76,涨↑,58.4,跌↓,✗,-2.88%,0.7642,362
2024-04-19,18.22,涨↑,59.3,涨↑,✓,+1.21%,0.7735,363
2024-04-22,18.44,涨↑,60.6,涨↑,✓,+0.27%,0.7756,364
2024-04-23,18.49,跌↓,50.1,涨↑,✗,+0.05%,0.7756,365
2024-04-24,18.5,跌↓,47.7,跌↓,✓,-0.22%,0.7756,366
2024-04-25,18.46,涨↑,53.2,涨↑,✓,+3.09%,0.7995,367
2024-04-26,19.03,涨↑,55.1,涨↑,✓,+2.84%,0.8222,368
2024-04-29,19.57,跌↓,46.0,跌↓,✓,-1.99%,0.8222,369
2024-03-29,19.47,跌↓,48.5,涨↑,✗,+3.13%,0.8222,350
2024-04-01,20.08,跌↓,44.6,跌↓,✓,-1.44%,0.8222,351
2024-04-02,19.79,跌↓,45.5,跌↓,✓,-0.76%,0.8222,352
2024-04-03,19.64,涨↑,53.9,跌↓,✗,-3.87%,0.7904,353
2024-04-08,18.88,涨↑,58.4,涨↑,✓,+4.08%,0.8226,354
2024-04-09,19.65,跌↓,42.4,跌↓,✓,-3.10%,0.8226,355
2024-04-10,19.04,涨↑,58.4,跌↓,✗,-1.37%,0.8114,356
2024-04-11,18.78,涨↑,61.2,跌↓,✗,-0.96%,0.8036,357
2024-04-12,18.6,涨↑,63.7,涨↑,✓,+0.48%,0.8075,358
2024-04-15,18.69,涨↑,57.1,跌↓,✗,-3.05%,0.7829,359
2024-04-16,18.12,涨↑,62.5,涨↑,✓,+4.53%,0.8183,360
2024-04-17,18.94,跌↓,42.9,跌↓,✓,-0.95%,0.8183,361
2024-04-18,18.76,涨↑,53.6,跌↓,✗,-2.88%,0.7947,362
2024-04-19,18.22,跌↓,51.2,涨↑,✗,+1.21%,0.7947,363
2024-04-22,18.44,涨↑,56.0,涨↑,✓,+0.27%,0.7969,364
2024-04-23,18.49,跌↓,43.8,涨↑,✗,+0.05%,0.7969,365
2024-04-24,18.5,跌↓,40.1,跌↓,✓,-0.22%,0.7969,366
2024-04-25,18.46,跌↓,47.4,涨↑,✗,+3.09%,0.7969,367
2024-04-26,19.03,跌↓,43.6,涨↑,✗,+2.84%,0.7969,368
2024-04-29,19.57,跌↓,38.8,跌↓,✓,-1.99%,0.7969,369
2024-04-30,19.18,涨↑,57.8,涨↑,✓,+3.23%,0.8226,370
2024-05-06,19.8,跌↓,35.4,跌↓,✓,-0.05%,0.8226,371
2024-05-07,19.79,跌↓,34.2,跌↓,✓,-1.72%,0.8226,372
2024-05-08,19.45,跌↓,40.6,涨↑,✗,+2.47%,0.8226,373
2024-05-09,19.93,跌↓,34.6,跌↓,✓,-1.35%,0.8226,374
2024-05-10,19.66,跌↓,35.5,跌↓,✓,-2.19%,0.8226,375
2024-05-13,19.23,跌↓,46.2,跌↓,✓,-0.99%,0.8226,376
2024-05-14,19.04,跌↓,50.4,跌↓,✓,-2.15%,0.8226,377
2024-05-15,18.63,跌↓,49.6,跌↓,✓,-0.54%,0.8226,378
2024-05-16,18.53,跌↓,46.3,涨↑,✗,+1.08%,0.8226,379
2024-04-16,18.12,涨↑,62.5,涨↑,✓,+4.53%,0.8599,360
2024-04-17,18.94,跌↓,36.3,跌↓,✓,-0.95%,0.8599,361
2024-04-18,18.76,跌↓,44.0,跌↓,✓,-2.88%,0.8599,362
2024-04-19,18.22,跌↓,46.3,涨↑,✗,+1.21%,0.8599,363
2024-04-22,18.44,涨↑,53.7,涨↑,✓,+0.27%,0.8622,364
2024-04-23,18.49,跌↓,40.6,涨↑,✗,+0.05%,0.8622,365
2024-04-24,18.5,跌↓,36.6,跌↓,✓,-0.22%,0.8622,366
2024-04-25,18.46,跌↓,40.4,涨↑,✗,+3.09%,0.8622,367
2024-04-26,19.03,跌↓,38.3,涨↑,✗,+2.84%,0.8622,368
2024-04-29,19.57,跌↓,34.8,跌↓,✓,-1.99%,0.8622,369
2024-04-30,19.18,跌↓,53.6,涨↑,✗,+3.23%,0.8622,370
2024-05-06,19.8,跌↓,31.9,跌↓,✓,-0.05%,0.8622,371
2024-05-07,19.79,跌↓,30.1,跌↓,✓,-1.72%,0.8622,372
2024-05-08,19.45,跌↓,40.4,涨↑,✗,+2.47%,0.8622,373
2024-05-09,19.93,跌↓,34.3,跌↓,✓,-1.35%,0.8622,374
2024-05-10,19.66,跌↓,31.6,跌↓,✓,-2.19%,0.8622,375
2024-05-13,19.23,跌↓,40.6,跌↓,✓,-0.99%,0.8622,376
2024-05-14,19.04,跌↓,44.3,跌↓,✓,-2.15%,0.8622,377
2024-05-15,18.63,跌↓,50.1,跌↓,✓,-0.54%,0.8622,378
2024-05-16,18.53,跌↓,42.7,涨↑,✗,+1.08%,0.8622,379
2024-05-17,18.73,跌↓,40.0,跌↓,✓,-1.66%,0.8622,380
2024-05-20,18.42,跌↓,37.7,跌↓,✓,-1.41%,0.8622,381
2024-05-21,18.16,跌↓,37.0,涨↑,✗,+3.14%,0.8622,382
2024-05-22,18.73,跌↓,34.0,跌↓,✓,-2.83%,0.8622,383
2024-05-23,18.2,跌↓,45.0,跌↓,✓,-2.75%,0.8622,384
2024-05-24,17.7,跌↓,37.8,涨↑,✗,+3.84%,0.8622,385
2024-05-27,18.38,跌↓,40.9,涨↑,✗,+0.54%,0.8622,386
2024-05-28,18.48,跌↓,44.3,涨↑,✗,+0.76%,0.8622,387
2024-05-29,18.62,跌↓,32.8,涨↑,✗,+2.09%,0.8622,388
2024-05-30,19.01,跌↓,39.7,跌↓,✓,-1.16%,0.8622,389
2024-04-30,19.18,跌↓,53.2,涨↑,✗,+3.23%,0.8622,370
2024-05-06,19.8,跌↓,30.1,跌↓,✓,-0.05%,0.8622,371
2024-05-07,19.79,跌↓,30.8,跌↓,✓,-1.72%,0.8622,372
2024-05-08,19.45,跌↓,45.4,涨↑,✗,+2.47%,0.8622,373
2024-05-09,19.93,跌↓,37.4,跌↓,✓,-1.35%,0.8622,374
2024-05-10,19.66,跌↓,31.5,跌↓,✓,-2.19%,0.8622,375
2024-05-13,19.23,跌↓,43.3,跌↓,✓,-0.99%,0.8622,376
2024-05-14,19.04,跌↓,44.7,跌↓,✓,-2.15%,0.8622,377
2024-05-15,18.63,涨↑,55.1,跌↓,✗,-0.54%,0.8576,378
2024-05-16,18.53,跌↓,42.8,涨↑,✗,+1.08%,0.8576,379
2024-05-17,18.73,跌↓,45.3,跌↓,✓,-1.66%,0.8576,380
2024-05-20,18.42,跌↓,45.0,跌↓,✓,-1.41%,0.8576,381
2024-05-21,18.16,跌↓,41.2,涨↑,✗,+3.14%,0.8576,382
2024-05-22,18.73,跌↓,35.3,跌↓,✓,-2.83%,0.8576,383
2024-05-23,18.2,跌↓,52.1,跌↓,✓,-2.75%,0.8576,384
2024-05-24,17.7,跌↓,40.3,涨↑,✗,+3.84%,0.8576,385
2024-05-27,18.38,跌↓,46.6,涨↑,✗,+0.54%,0.8576,386
2024-05-28,18.48,跌↓,50.9,涨↑,✗,+0.76%,0.8576,387
