date,close,predict,prob_up,real,correct,ret,equity,idx
2023-12-08,28.83,跌↓,33.7,涨↑,✗,+2.29%,1.0,276
2023-12-11,29.49,跌↓,38.9,跌↓,✓,-2.20%,1.0,277
2023-12-12,28.84,跌↓,35.8,跌↓,✓,-0.87%,1.0,278
2023-12-13,28.59,跌↓,48.9,涨↑,✗,+2.13%,1.0,279
2023-11-16,22.7,跌↓,50.2,跌↓,✓,-0.88%,1.0,260
2023-11-17,22.5,跌↓,50.4,涨↑,✗,+5.87%,1.0,261
2023-11-20,23.82,跌↓,40.5,涨↑,✗,+2.02%,1.0,262
2023-11-21,24.3,跌↓,42.4,涨↑,✗,+3.42%,1.0,263
2023-11-22,25.13,跌↓,39.2,涨↑,✗,+2.19%,1.0,264
2023-11-23,25.68,跌↓,38.9,涨↑,✗,+5.33%,1.0,265
2023-11-24,27.05,跌↓,36.7,跌↓,✓,-0.96%,1.0,266
2023-11-27,26.79,跌↓,33.8,跌↓,✓,-1.68%,1.0,267
2023-11-28,26.34,跌↓,31.6,跌↓,✓,-1.86%,1.0,268
2023-11-29,25.85,跌↓,46.6,涨↑,✗,+2.48%,1.0,269
2023-11-30,26.49,跌↓,37.8,跌↓,✓,-1.25%,1.0,270
2023-12-01,26.16,跌↓,47.4,涨↑,✗,+4.70%,1.0,271
2023-12-04,27.39,跌↓,41.7,跌↓,✓,-0.40%,1.0,272
2023-12-05,27.28,跌↓,44.7,涨↑,✗,+6.01%,1.0,273
2023-12-06,28.92,跌↓,33.6,涨↑,✗,+3.15%,1.0,274
2023-12-07,29.83,跌↓,33.5,跌↓,✓,-3.35%,1.0,275
2023-12-08,28.83,跌↓,34.5,涨↑,✗,+2.29%,1.0,276
2023-12-11,29.49,跌↓,38.6,跌↓,✓,-2.20%,1.0,277
2023-12-12,28.84,跌↓,38.4,跌↓,✓,-0.87%,1.0,278
2023-12-13,28.59,跌↓,51.1,涨↑,✗,+2.13%,1.0,279
2023-12-14,29.2,跌↓,34.2,涨↑,✗,+0.24%,1.0,280
2023-12-15,29.27,跌↓,38.4,涨↑,✗,+3.18%,1.0,281
2023-12-18,30.2,跌↓,35.3,跌↓,✓,-0.13%,1.0,282
2023-12-19,30.16,跌↓,32.1,涨↑,✗,+0.63%,1.0,283
2023-12-20,30.35,跌↓,34.7,跌↓,✓,-3.82%,1.0,284
2023-12-21,29.19,跌↓,33.9,跌↓,✓,-1.16%,1.0,285
2023-12-22,28.85,跌↓,40.0,涨↑,✗,+1.32%,1.0,286
2023-12-25,29.23,跌↓,33.8,涨↑,✗,+1.61%,1.0,287
2023-12-26,29.7,跌↓,37.2,涨↑,✗,+7.74%,1.0,288
2023-12-27,32.0,跌↓,40.9,跌↓,✓,-2.91%,1.0,289
2023-11-30,26.49,跌↓,48.2,跌↓,✓,-1.25%,1.0,270
2023-12-01,26.16,涨↑,57.0,涨↑,✓,+4.70%,1.047,271
2023-12-04,27.39,跌↓,52.3,跌↓,✓,-0.40%,1.047,272
2023-12-05,27.28,跌↓,53.9,涨↑,✗,+6.01%,1.047,273
2023-12-06,28.92,跌↓,41.3,涨↑,✗,+3.15%,1.047,274
2023-12-07,29.83,跌↓,44.3,跌↓,✓,-3.35%,1.047,275
2023-12-08,28.83,跌↓,44.1,涨↑,✗,+2.29%,1.047,276
2023-12-11,29.49,跌↓,48.4,跌↓,✓,-2.20%,1.047,277
2023-12-12,28.84,跌↓,46.3,跌↓,✓,-0.87%,1.047,278
2023-12-13,28.59,涨↑,60.3,涨↑,✓,+2.13%,1.0694,279
2023-12-14,29.2,跌↓,38.0,涨↑,✗,+0.24%,1.0694,280
2023-12-15,29.27,跌↓,45.4,涨↑,✗,+3.18%,1.0694,281
2023-12-18,30.2,跌↓,43.6,跌↓,✓,-0.13%,1.0694,282
2023-12-19,30.16,跌↓,36.4,涨↑,✗,+0.63%,1.0694,283
2023-12-20,30.35,跌↓,38.5,跌↓,✓,-3.82%,1.0694,284
2023-12-21,29.19,跌↓,38.4,跌↓,✓,-1.16%,1.0694,285
2023-12-22,28.85,跌↓,47.1,涨↑,✗,+1.32%,1.0694,286
2023-12-25,29.23,跌↓,36.5,涨↑,✗,+1.61%,1.0694,287
2023-12-26,29.7,跌↓,47.0,涨↑,✗,+7.74%,1.0694,288
2023-12-27,32.0,跌↓,53.9,跌↓,✓,-2.91%,1.0694,289
2023-12-28,31.07,跌↓,44.0,跌↓,✓,-1.09%,1.0694,290
2023-12-29,30.73,跌↓,45.1,跌↓,✓,-1.07%,1.0694,291
2024-01-02,30.4,跌↓,38.9,涨↑,✗,+4.77%,1.0694,292
2024-01-03,31.85,跌↓,42.2,跌↓,✓,-2.48%,1.0694,293
2024-01-04,31.06,跌↓,44.0,跌↓,✓,-1.32%,1.0694,294
2024-01-05,30.65,跌↓,50.1,跌↓,✓,-3.65%,1.0694,295
2024-01-08,29.53,跌↓,41.6,涨↑,✗,+2.24%,1.0694,296
2024-01-09,30.19,跌↓,39.5,跌↓,✓,-3.35%,1.0694,297
2024-01-10,29.18,跌↓,42.8,涨↑,✗,+7.61%,1.0694,298
2024-01-11,31.4,跌↓,42.9,跌↓,✓,-0.99%,1.0694,299
2023-12-14,29.2,跌↓,45.8,涨↑,✗,+0.24%,1.0694,280
2023-12-15,29.27,跌↓,54.6,涨↑,✗,+3.18%,1.0694,281
2023-12-18,30.2,跌↓,48.8,跌↓,✓,-0.13%,1.0694,282
2023-12-19,30.16,跌↓,38.0,涨↑,✗,+0.63%,1.0694,283
2023-12-20,30.35,跌↓,41.9,跌↓,✓,-3.82%,1.0694,284
2023-12-21,29.19,跌↓,43.9,跌↓,✓,-1.16%,1.0694,285
2023-12-22,28.85,跌↓,50.5,涨↑,✗,+1.32%,1.0694,286
2023-12-25,29.23,跌↓,38.3,涨↑,✗,+1.61%,1.0694,287
2023-12-26,29.7,跌↓,48.5,涨↑,✗,+7.74%,1.0694,288
2023-12-27,32.0,跌↓,53.5,跌↓,✓,-2.91%,1.0694,289
2023-12-28,31.07,跌↓,50.2,跌↓,✓,-1.09%,1.0694,290
2023-12-29,30.73,跌↓,45.3,跌↓,✓,-1.07%,1.0694,291
2024-01-02,30.4,跌↓,39.9,涨↑,✗,+4.77%,1.0694,292
2024-01-03,31.85,跌↓,44.8,跌↓,✓,-2.48%,1.0694,293
2024-01-04,31.06,跌↓,46.7,跌↓,✓,-1.32%,1.0694,294
2024-01-05,30.65,涨↑,55.8,跌↓,✗,-3.65%,1.0303,295
2024-01-08,29.53,跌↓,43.4,涨↑,✗,+2.24%,1.0303,296
2024-01-09,30.19,跌↓,40.5,跌↓,✓,-3.35%,1.0303,297
2024-01-10,29.18,跌↓,46.5,涨↑,✗,+7.61%,1.0303,298
2024-01-11,31.4,跌↓,46.5,跌↓,✓,-0.99%,1.0303,299
2024-01-12,31.09,涨↑,58.1,跌↓,✗,-1.16%,1.0184,300
2024-01-15,30.73,跌↓,48.7,涨↑,✗,+2.15%,1.0184,301
2024-01-16,31.39,跌↓,52.0,跌↓,✓,-2.04%,1.0184,302
2024-01-17,30.75,跌↓,52.0,涨↑,✗,+0.20%,1.0184,303
2024-01-18,30.81,跌↓,40.8,跌↓,✓,-1.30%,1.0184,304
2024-01-19,30.41,跌↓,40.9,跌↓,✓,-9.24%,1.0184,305
2024-01-22,27.6,跌↓,44.3,跌↓,✓,-0.25%,1.0184,306
2024-01-23,27.53,跌↓,51.9,涨↑,✗,+1.74%,1.0184,307
2024-01-24,28.01,跌↓,43.7,跌↓,✓,-1.86%,1.0184,308
2024-01-25,27.49,跌↓,43.9,涨↑,✗,+2.80%,1.0184,309
2023-12-28,31.07,跌↓,50.3,跌↓,✓,-1.09%,1.0184,290
2023-12-29,30.73,跌↓,43.4,跌↓,✓,-1.07%,1.0184,291
2024-01-02,30.4,跌↓,40.3,涨↑,✗,+4.77%,1.0184,292
2024-01-03,31.85,跌↓,48.2,跌↓,✓,-2.48%,1.0184,293
2024-01-04,31.06,跌↓,53.0,跌↓,✓,-1.32%,1.0184,294
2024-01-05,30.65,涨↑,57.8,跌↓,✗,-3.65%,0.9811,295
2024-01-08,29.53,跌↓,48.4,涨↑,✗,+2.24%,0.9811,296
2024-01-09,30.19,跌↓,51.4,跌↓,✓,-3.35%,0.9811,297
2024-01-10,29.18,跌↓,52.4,涨↑,✗,+7.61%,0.9811,298
2024-01-11,31.4,跌↓,46.5,跌↓,✓,-0.99%,0.9811,299
2024-01-12,31.09,涨↑,61.3,跌↓,✗,-1.16%,0.9698,300
2024-01-15,30.73,跌↓,52.6,涨↑,✗,+2.15%,0.9698,301
2024-01-16,31.39,涨↑,58.4,跌↓,✗,-2.04%,0.95,302
2024-01-17,30.75,涨↑,56.2,涨↑,✓,+0.20%,0.9519,303
2024-01-18,30.81,跌↓,51.1,跌↓,✓,-1.30%,0.9519,304
2024-01-19,30.41,跌↓,52.5,跌↓,✓,-9.24%,0.9519,305
2024-01-22,27.6,跌↓,49.1,跌↓,✓,-0.25%,0.9519,306
2024-01-23,27.53,涨↑,58.3,涨↑,✓,+1.74%,0.9685,307
2024-01-24,28.01,跌↓,51.1,跌↓,✓,-1.86%,0.9685,308
2024-01-25,27.49,跌↓,44.9,涨↑,✗,+2.80%,0.9685,309
2024-01-26,28.26,跌↓,49.0,跌↓,✓,-1.56%,0.9685,310
2024-01-29,27.82,跌↓,43.1,跌↓,✓,-2.91%,0.9685,311
2024-01-30,27.01,涨↑,55.5,涨↑,✓,+0.78%,0.976,312
2024-01-31,27.22,涨↑,60.4,跌↓,✗,-0.73%,0.9688,313
2024-02-01,27.02,跌↓,49.0,涨↑,✗,+5.48%,0.9688,314
2024-02-02,28.5,跌↓,44.5,跌↓,✓,-2.28%,0.9688,315
2024-02-05,27.85,涨↑,53.7,跌↓,✗,-0.83%,0.9608,316
2024-02-06,27.62,涨↑,58.9,跌↓,✗,-1.30%,0.9483,317
2024-02-07,27.26,跌↓,42.6,涨↑,✗,+0.51%,0.9483,318
2024-02-08,27.4,跌↓,46.9,跌↓,✓,-2.85%,0.9483,319
2024-01-12,31.09,涨↑,54.9,跌↓,✗,-1.16%,0.9373,300
2024-01-15,30.73,跌↓,49.2,涨↑,✗,+2.15%,0.9373,301
2024-01-16,31.39,跌↓,52.1,跌↓,✓,-2.04%,0.9373,302
2024-01-17,30.75,涨↑,54.8,涨↑,✓,+0.20%,0.9391,303
2024-01-18,30.81,跌↓,45.0,跌↓,✓,-1.30%,0.9391,304
2024-01-19,30.41,跌↓,50.0,跌↓,✓,-9.24%,0.9391,305
2024-01-22,27.6,跌↓,50.1,跌↓,✓,-0.25%,0.9391,306
2024-01-23,27.53,涨↑,55.6,涨↑,✓,+1.74%,0.9555,307
2024-01-24,28.01,涨↑,58.0,跌↓,✗,-1.86%,0.9378,308
2024-01-25,27.49,跌↓,44.9,涨↑,✗,+2.80%,0.9378,309
2024-01-26,28.26,跌↓,46.4,跌↓,✓,-1.56%,0.9378,310
2024-01-29,27.82,跌↓,44.8,跌↓,✓,-2.91%,0.9378,311
2024-01-30,27.01,涨↑,54.9,涨↑,✓,+0.78%,0.9451,312
2024-01-31,27.22,涨↑,55.7,跌↓,✗,-0.73%,0.9381,313
2024-02-01,27.02,跌↓,49.5,涨↑,✗,+5.48%,0.9381,314
2024-02-02,28.5,跌↓,44.6,跌↓,✓,-2.28%,0.9381,315
2024-02-05,27.85,涨↑,54.7,跌↓,✗,-0.83%,0.9304,316
2024-02-06,27.62,涨↑,59.6,跌↓,✗,-1.30%,0.9182,317
2024-02-07,27.26,跌↓,45.5,涨↑,✗,+0.51%,0.9182,318
2024-02-08,27.4,跌↓,43.3,跌↓,✓,-2.85%,0.9182,319
2024-02-19,26.62,跌↓,33.1,涨↑,✗,+5.71%,0.9182,320
2024-02-20,28.14,跌↓,37.3,跌↓,✓,-0.50%,0.9182,321
2024-02-21,28.0,跌↓,38.4,涨↑,✗,+2.18%,0.9182,322
2024-02-22,28.61,跌↓,36.9,跌↓,✓,-1.01%,0.9182,323
2024-02-23,28.32,跌↓,30.1,涨↑,✗,+4.06%,0.9182,324
2024-02-26,29.47,跌↓,40.3,涨↑,✗,+4.04%,0.9182,325
2024-02-27,30.66,跌↓,49.2,跌↓,✓,-5.41%,0.9182,326
2024-02-28,29.0,跌↓,49.3,涨↑,✗,+0.69%,0.9182,327
2024-02-29,29.2,跌↓,46.1,跌↓,✓,-1.95%,0.9182,328
2024-03-01,28.63,跌↓,48.2,跌↓,✓,-3.07%,0.9182,329
2024-01-26,28.26,跌↓,50.0,跌↓,✓,-1.56%,0.9182,310
2024-01-29,27.82,跌↓,45.1,跌↓,✓,-2.91%,0.9182,311
2024-01-30,27.01,跌↓,51.6,涨↑,✗,+0.78%,0.9182,312
2024-01-31,27.22,涨↑,56.4,跌↓,✗,-0.73%,0.9115,313
2024-02-01,27.02,跌↓,50.6,涨↑,✗,+5.48%,0.9115,314
2024-02-02,28.5,跌↓,42.9,跌↓,✓,-2.28%,0.9115,315
2024-02-05,27.85,跌↓,52.9,跌↓,✓,-0.83%,0.9115,316
2024-02-06,27.62,涨↑,59.9,跌↓,✗,-1.30%,0.8996,317
2024-02-07,27.26,跌↓,46.2,涨↑,✗,+0.51%,0.8996,318
2024-02-08,27.4,跌↓,46.9,跌↓,✓,-2.85%,0.8996,319
2024-02-19,26.62,跌↓,35.0,涨↑,✗,+5.71%,0.8996,320
2024-02-20,28.14,跌↓,38.8,跌↓,✓,-0.50%,0.8996,321
2024-02-21,28.0,跌↓,39.7,涨↑,✗,+2.18%,0.8996,322
2024-02-22,28.61,跌↓,40.0,跌↓,✓,-1.01%,0.8996,323
2024-02-23,28.32,跌↓,29.5,涨↑,✗,+4.06%,0.8996,324
2024-02-26,29.47,跌↓,39.8,涨↑,✗,+4.04%,0.8996,325
2024-02-27,30.66,跌↓,47.1,跌↓,✓,-5.41%,0.8996,326
2024-02-28,29.0,跌↓,47.0,涨↑,✗,+0.69%,0.8996,327
2024-02-29,29.2,跌↓,47.0,跌↓,✓,-1.95%,0.8996,328
2024-03-01,28.63,跌↓,44.8,跌↓,✓,-3.07%,0.8996,329
2024-03-04,27.75,跌↓,37.5,涨↑,✗,+2.45%,0.8996,330
2024-03-05,28.43,跌↓,44.8,跌↓,✓,-3.38%,0.8996,331
2024-03-06,27.47,跌↓,38.5,跌↓,✓,+0.00%,0.8996,332
2024-03-07,27.47,跌↓,40.7,跌↓,✓,-2.07%,0.8996,333
2024-03-08,26.9,跌↓,33.9,涨↑,✗,+0.37%,0.8996,334
2024-03-11,27.0,跌↓,35.1,涨↑,✗,+1.00%,0.8996,335
2024-03-12,27.27,跌↓,33.5,跌↓,✓,-5.79%,0.8996,336
2024-03-13,25.69,跌↓,43.9,跌↓,✓,-2.22%,0.8996,337
2024-03-14,25.12,跌↓,51.9,涨↑,✗,+2.47%,0.8996,338
2024-03-15,25.74,跌↓,53.2,涨↑,✗,+3.69%,0.8996,339
2024-02-19,26.62,跌↓,37.6,涨↑,✗,+5.71%,0.8996,320
2024-02-20,28.14,跌↓,34.4,跌↓,✓,-0.50%,0.8996,321
2024-02-21,28.0,跌↓,39.9,涨↑,✗,+2.18%,0.8996,322
2024-02-22,28.61,跌↓,33.0,跌↓,✓,-1.01%,0.8996,323
2024-02-23,28.32,跌↓,27.9,涨↑,✗,+4.06%,0.8996,324
2024-02-26,29.47,跌↓,30.5,涨↑,✗,+4.04%,0.8996,325
2024-02-27,30.66,跌↓,37.2,跌↓,✓,-5.41%,0.8996,326
2024-02-28,29.0,跌↓,39.2,涨↑,✗,+0.69%,0.8996,327
2024-02-29,29.2,跌↓,40.3,跌↓,✓,-1.95%,0.8996,328
2024-03-01,28.63,跌↓,43.2,跌↓,✓,-3.07%,0.8996,329
2024-03-04,27.75,跌↓,35.7,涨↑,✗,+2.45%,0.8996,330
2024-03-05,28.43,跌↓,35.5,跌↓,✓,-3.38%,0.8996,331
2024-03-06,27.47,跌↓,33.0,跌↓,✓,+0.00%,0.8996,332
2024-03-07,27.47,跌↓,36.9,跌↓,✓,-2.07%,0.8996,333
2024-03-08,26.9,跌↓,34.5,涨↑,✗,+0.37%,0.8996,334
2024-03-11,27.0,跌↓,35.6,涨↑,✗,+1.00%,0.8996,335
2024-03-12,27.27,跌↓,30.9,跌↓,✓,-5.79%,0.8996,336
2024-03-13,25.69,跌↓,39.6,跌↓,✓,-2.22%,0.8996,337
2024-03-14,25.12,跌↓,45.3,涨↑,✗,+2.47%,0.8996,338
2024-03-15,25.74,跌↓,44.7,涨↑,✗,+3.69%,0.8996,339
2024-03-18,26.69,跌↓,38.5,涨↑,✗,+10.00%,0.8996,340
2024-03-19,29.36,跌↓,43.5,涨↑,✗,+3.81%,0.8996,341
2024-03-20,30.48,跌↓,40.0,涨↑,✗,+10.01%,0.8996,342
2024-03-21,33.53,跌↓,39.3,涨↑,✗,+3.04%,0.8996,343
2024-03-22,34.55,跌↓,34.0,跌↓,✓,-5.27%,0.8996,344
2024-03-25,32.73,跌↓,45.1,涨↑,✗,+1.44%,0.8996,345
2024-03-26,33.2,跌↓,39.9,涨↑,✗,+0.57%,0.8996,346
2024-03-27,33.39,跌↓,53.0,跌↓,✓,-0.81%,0.8996,347
2024-03-28,33.12,涨↑,64.3,涨↑,✓,+9.99%,0.9895,348
2024-03-29,36.43,跌↓,56.4,涨↑,✗,+7.11%,0.9895,349
2024-03-04,27.75,跌↓,41.9,涨↑,✗,+2.45%,0.9895,330
2024-03-05,28.43,跌↓,40.2,跌↓,✓,-3.38%,0.9895,331
2024-03-06,27.47,跌↓,43.2,跌↓,✓,+0.00%,0.9895,332
2024-03-07,27.47,跌↓,47.0,跌↓,✓,-2.07%,0.9895,333
2024-03-08,26.9,跌↓,40.9,涨↑,✗,+0.37%,0.9895,334
2024-03-11,27.0,跌↓,36.4,涨↑,✗,+1.00%,0.9895,335
2024-03-12,27.27,跌↓,33.3,跌↓,✓,-5.79%,0.9895,336
2024-03-13,25.69,跌↓,50.7,跌↓,✓,-2.22%,0.9895,337
2024-03-14,25.12,跌↓,55.4,涨↑,✗,+2.47%,0.9895,338
2024-03-15,25.74,跌↓,49.1,涨↑,✗,+3.69%,0.9895,339
2024-03-18,26.69,跌↓,41.1,涨↑,✗,+10.00%,0.9895,340
2024-03-19,29.36,跌↓,52.4,涨↑,✗,+3.81%,0.9895,341
2024-03-20,30.48,跌↓,40.8,涨↑,✗,+10.01%,0.9895,342
2024-03-21,33.53,跌↓,45.6,涨↑,✗,+3.04%,0.9895,343
2024-03-22,34.55,跌↓,39.5,跌↓,✓,-5.27%,0.9895,344
2024-03-25,32.73,跌↓,52.8,涨↑,✗,+1.44%,0.9895,345
2024-03-26,33.2,跌↓,42.9,涨↑,✗,+0.57%,0.9895,346
2024-03-27,33.39,涨↑,57.3,跌↓,✗,-0.81%,0.9815,347
2024-03-28,33.12,涨↑,62.4,涨↑,✓,+9.99%,1.0796,348
2024-03-29,36.43,跌↓,52.8,涨↑,✗,+7.11%,1.0796,349
2024-04-01,39.02,跌↓,54.4,跌↓,✓,-2.92%,1.0796,350
2024-04-02,37.88,涨↑,59.3,涨↑,✓,+0.42%,1.0842,351
2024-04-03,38.04,跌↓,52.8,跌↓,✓,-1.66%,1.0842,352
2024-04-08,37.41,涨↑,64.1,涨↑,✓,+1.87%,1.1045,353
2024-04-09,38.11,跌↓,49.1,跌↓,✓,-1.18%,1.1045,354
2024-04-10,37.66,跌↓,54.7,跌↓,✓,-3.98%,1.1045,355
2024-04-11,36.16,涨↑,65.1,跌↓,✗,-0.28%,1.1014,356
2024-04-12,36.06,涨↑,69.3,跌↓,✗,-1.69%,1.0828,357
2024-04-15,35.45,涨↑,56.9,涨↑,✓,+2.09%,1.1054,358
2024-04-16,36.19,涨↑,58.7,跌↓,✗,-0.55%,1.0993,359
2024-03-18,26.69,跌↓,46.4,涨↑,✗,+10.00%,1.0993,340
2024-03-19,29.36,跌↓,53.7,涨↑,✗,+3.81%,1.0993,341
2024-03-20,30.48,跌↓,42.4,涨↑,✗,+10.01%,1.0993,342
2024-03-21,33.53,跌↓,46.3,涨↑,✗,+3.04%,1.0993,343
2024-03-22,34.55,跌↓,41.6,跌↓,✓,-5.27%,1.0993,344
2024-03-25,32.73,跌↓,49.9,涨↑,✗,+1.44%,1.0993,345
2024-03-26,33.2,跌↓,44.0,涨↑,✗,+0.57%,1.0993,346
2024-03-27,33.39,涨↑,59.5,跌↓,✗,-0.81%,1.0904,347
2024-03-28,33.12,涨↑,60.4,涨↑,✓,+9.99%,1.1994,348
2024-03-29,36.43,跌↓,51.9,涨↑,✗,+7.11%,1.1994,349
2024-04-01,39.02,涨↑,55.9,跌↓,✗,-2.92%,1.1643,350
2024-04-02,37.88,涨↑,58.3,涨↑,✓,+0.42%,1.1692,351
2024-04-03,38.04,跌↓,54.3,跌↓,✓,-1.66%,1.1692,352
2024-04-08,37.41,涨↑,64.4,涨↑,✓,+1.87%,1.1911,353
2024-04-09,38.11,跌↓,51.2,跌↓,✓,-1.18%,1.1911,354
2024-04-10,37.66,涨↑,57.3,跌↓,✗,-3.98%,1.1437,355
2024-04-11,36.16,涨↑,63.9,跌↓,✗,-0.28%,1.1405,356
2024-04-12,36.06,涨↑,68.6,跌↓,✗,-1.69%,1.1212,357
2024-04-15,35.45,跌↓,54.3,涨↑,✗,+2.09%,1.1212,358
2024-04-16,36.19,涨↑,55.5,跌↓,✗,-0.55%,1.115,359
2024-04-17,35.99,跌↓,46.1,涨↑,✗,+2.11%,1.115,360
2024-04-18,36.75,跌↓,48.6,涨↑,✗,+0.79%,1.115,361
2024-04-19,37.04,跌↓,43.8,涨↑,✗,+7.69%,1.115,362
2024-04-22,39.89,跌↓,43.3,跌↓,✓,-2.23%,1.115,363
2024-04-23,39.0,跌↓,46.0,跌↓,✓,-2.77%,1.115,364
2024-04-24,37.92,跌↓,37.5,跌↓,✓,-2.27%,1.115,365
2024-04-25,37.06,跌↓,48.5,跌↓,✓,-2.64%,1.115,366
2024-04-26,36.08,涨↑,56.8,涨↑,✓,+0.17%,1.1169,367
2024-04-29,36.14,跌↓,41.8,涨↑,✗,+0.25%,1.1169,368
2024-04-30,36.23,跌↓,44.6,涨↑,✗,+5.74%,1.1169,369
2024-04-01,39.02,涨↑,64.9,跌↓,✗,-2.92%,1.0842,350
2024-04-02,37.88,涨↑,63.0,涨↑,✓,+0.42%,1.0888,351
2024-04-03,38.04,涨↑,62.5,跌↓,✗,-1.66%,1.0708,352
2024-04-08,37.41,涨↑,67.1,涨↑,✓,+1.87%,1.0908,353
2024-04-09,38.11,涨↑,59.3,跌↓,✗,-1.18%,1.0779,354
2024-04-10,37.66,涨↑,60.8,跌↓,✗,-3.98%,1.035,355
2024-04-11,36.16,涨↑,69.7,跌↓,✗,-0.28%,1.0321,356
2024-04-12,36.06,涨↑,67.7,跌↓,✗,-1.69%,1.0147,357
2024-04-15,35.45,涨↑,59.8,涨↑,✓,+2.09%,1.0359,358
2024-04-16,36.19,涨↑,56.9,跌↓,✗,-0.55%,1.0301,359
2024-04-17,35.99,涨↑,55.0,涨↑,✓,+2.11%,1.0519,360
2024-04-18,36.75,涨↑,59.1,涨↑,✓,+0.79%,1.0602,361
2024-04-19,37.04,跌↓,53.0,涨↑,✗,+7.69%,1.0602,362
2024-04-22,39.89,跌↓,50.6,跌↓,✓,-2.23%,1.0602,363
2024-04-23,39.0,涨↑,53.6,跌↓,✗,-2.77%,1.0308,364
2024-04-24,37.92,跌↓,42.2,跌↓,✓,-2.27%,1.0308,365
2024-04-25,37.06,跌↓,53.0,跌↓,✓,-2.64%,1.0308,366
2024-04-26,36.08,涨↑,59.1,涨↑,✓,+0.17%,1.0326,367
2024-04-29,36.14,跌↓,42.4,涨↑,✗,+0.25%,1.0326,368
2024-04-30,36.23,跌↓,45.9,涨↑,✗,+5.74%,1.0326,369
2024-05-06,38.31,跌↓,37.0,涨↑,✗,+0.50%,1.0326,370
2024-05-07,38.5,跌↓,33.0,涨↑,✗,+8.03%,1.0326,371
2024-05-08,41.59,涨↑,58.9,跌↓,✗,-1.88%,1.0132,372
2024-05-09,40.81,涨↑,54.5,涨↑,✓,+1.74%,1.0308,373
2024-05-10,41.52,涨↑,55.5,涨↑,✓,+5.47%,1.0872,374
2024-05-13,43.79,跌↓,49.7,跌↓,✓,-0.43%,1.0872,375
2024-05-14,43.6,跌↓,51.0,跌↓,✓,-1.38%,1.0872,376
2024-05-15,43.0,涨↑,58.6,跌↓,✗,-0.42%,1.0826,377
2024-05-16,42.82,跌↓,51.1,涨↑,✗,+0.07%,1.0826,378
2024-05-17,42.85,跌↓,50.5,涨↑,✗,+4.99%,1.0826,379
2024-04-17,35.99,跌↓,43.2,涨↑,✗,+2.11%,1.0826,360
2024-04-18,36.75,跌↓,47.7,涨↑,✗,+0.79%,1.0826,361
2024-04-19,37.04,跌↓,42.6,涨↑,✗,+7.69%,1.0826,362
2024-04-22,39.89,跌↓,50.1,跌↓,✓,-2.23%,1.0826,363
2024-04-23,39.0,跌↓,52.6,跌↓,✓,-2.77%,1.0826,364
2024-04-24,37.92,跌↓,37.2,跌↓,✓,-2.27%,1.0826,365
2024-04-25,37.06,跌↓,45.9,跌↓,✓,-2.64%,1.0826,366
2024-04-26,36.08,涨↑,56.8,涨↑,✓,+0.17%,1.0844,367
2024-04-29,36.14,跌↓,38.4,涨↑,✗,+0.25%,1.0844,368
2024-04-30,36.23,跌↓,39.7,涨↑,✗,+5.74%,1.0844,369
2024-05-06,38.31,跌↓,35.2,涨↑,✗,+0.50%,1.0844,370
2024-05-07,38.5,跌↓,34.5,涨↑,✗,+8.03%,1.0844,371
