date,close,predict,prob_up,real,correct,ret,equity,idx
2024-05-08,41.59,跌↓,54.2,跌↓,✓,-1.88%,1.0844,372
2024-05-09,40.81,涨↑,57.3,涨↑,✓,+1.74%,1.1033,373
2024-05-10,41.52,跌↓,50.4,涨↑,✗,+5.47%,1.1033,374
2024-05-13,43.79,跌↓,47.3,跌↓,✓,-0.43%,1.1033,375
2024-05-14,43.6,跌↓,50.2,跌↓,✓,-1.38%,1.1033,376
2024-05-15,43.0,涨↑,55.6,跌↓,✗,-0.42%,1.0987,377
2024-05-16,42.82,跌↓,50.2,涨↑,✗,+0.07%,1.0987,378
2024-05-17,42.85,跌↓,44.2,涨↑,✗,+4.99%,1.0987,379
2024-05-20,44.99,跌↓,48.5,跌↓,✓,-1.02%,1.0987,380
2024-05-21,44.53,跌↓,52.3,跌↓,✓,-3.05%,1.0987,381
2024-05-22,43.17,涨↑,58.0,跌↓,✗,-2.48%,1.0714,382
2024-05-23,42.1,涨↑,57.7,跌↓,✗,-0.76%,1.0633,383
2024-05-24,41.78,涨↑,57.1,涨↑,✓,+0.65%,1.0702,384
2024-05-27,42.05,跌↓,37.3,跌↓,✓,-0.83%,1.0702,385
2024-05-28,41.7,跌↓,48.5,涨↑,✗,+3.19%,1.0702,386
2024-05-29,43.03,跌↓,45.6,跌↓,✓,-2.09%,1.0702,387
2024-05-30,42.13,跌↓,47.5,跌↓,✓,-3.70%,1.0702,388
2024-05-31,40.57,涨↑,55.2,涨↑,✓,+4.63%,1.1198,389
2024-05-06,38.31,跌↓,40.7,涨↑,✗,+0.50%,1.1198,370
2024-05-07,38.5,跌↓,40.4,涨↑,✗,+8.03%,1.1198,371
2024-05-08,41.59,涨↑,53.2,跌↓,✗,-1.88%,1.0988,372
2024-05-09,40.81,涨↑,56.7,涨↑,✓,+1.74%,1.1179,373
2024-05-10,41.52,跌↓,52.0,涨↑,✗,+5.47%,1.1179,374
2024-05-13,43.79,跌↓,50.2,跌↓,✓,-0.43%,1.1179,375
2024-05-14,43.6,跌↓,46.1,跌↓,✓,-1.38%,1.1179,376
2024-05-15,43.0,跌↓,52.8,跌↓,✓,-0.42%,1.1179,377
2024-05-16,42.82,跌↓,52.5,涨↑,✗,+0.07%,1.1179,378
2024-05-17,42.85,跌↓,49.9,涨↑,✗,+4.99%,1.1179,379
2024-05-20,44.99,涨↑,56.3,跌↓,✗,-1.02%,1.1064,380
2024-05-21,44.53,跌↓,51.0,跌↓,✓,-3.05%,1.1064,381
2024-05-22,43.17,涨↑,61.9,跌↓,✗,-2.48%,1.079,382
2024-05-23,42.1,涨↑,57.0,跌↓,✗,-0.76%,1.0708,383
2024-05-24,41.78,涨↑,55.4,涨↑,✓,+0.65%,1.0777,384
2024-05-27,42.05,跌↓,40.6,跌↓,✓,-0.83%,1.0777,385
2024-05-28,41.7,跌↓,53.2,涨↑,✗,+3.19%,1.0777,386
2024-05-29,43.03,跌↓,46.2,跌↓,✓,-2.09%,1.0777,387
2024-05-30,42.13,跌↓,52.8,跌↓,✓,-3.70%,1.0777,388
2024-05-31,40.57,涨↑,58.8,涨↑,✓,+4.63%,1.1277,389
2024-06-03,42.45,跌↓,38.7,跌↓,✓,-1.63%,1.1277,390
2024-06-04,41.76,跌↓,40.6,跌↓,✓,-1.70%,1.1277,391
2024-06-05,41.05,跌↓,49.7,跌↓,✓,-4.19%,1.1277,392
2024-06-06,39.33,跌↓,46.2,跌↓,✓,-0.13%,1.1277,393
2024-06-07,39.28,跌↓,48.0,涨↑,✗,+0.81%,1.1277,394
2024-06-11,39.6,跌↓,37.5,涨↑,✗,+0.15%,1.1277,395
2024-06-12,39.66,跌↓,45.5,跌↓,✓,-3.23%,1.1277,396
2024-06-13,38.38,跌↓,51.4,涨↑,✗,+0.10%,1.1277,397
2024-06-14,38.42,跌↓,45.5,跌↓,✓,-0.13%,1.1277,398
2024-06-17,38.37,涨↑,53.9,涨↑,✓,+0.05%,1.1283,399
2024-05-20,44.99,涨↑,63.1,跌↓,✗,-1.02%,1.1167,380
2024-05-21,44.53,涨↑,52.7,跌↓,✗,-3.05%,1.0826,381
2024-05-22,43.17,涨↑,65.2,跌↓,✗,-2.48%,1.0558,382
2024-05-23,42.1,涨↑,58.4,跌↓,✗,-0.76%,1.0478,383
2024-05-24,41.78,涨↑,57.5,涨↑,✓,+0.65%,1.0545,384
2024-05-27,42.05,跌↓,44.9,跌↓,✓,-0.83%,1.0545,385
2024-05-28,41.7,涨↑,52.7,涨↑,✓,+3.19%,1.0882,386
2024-05-29,43.03,跌↓,48.4,跌↓,✓,-2.09%,1.0882,387
2024-05-30,42.13,跌↓,50.2,跌↓,✓,-3.70%,1.0882,388
2024-05-31,40.57,涨↑,57.8,涨↑,✓,+4.63%,1.1386,389
2024-06-03,42.45,跌↓,36.7,跌↓,✓,-1.63%,1.1386,390
2024-06-04,41.76,跌↓,41.5,跌↓,✓,-1.70%,1.1386,391
2024-06-05,41.05,跌↓,49.7,跌↓,✓,-4.19%,1.1386,392
2024-06-06,39.33,跌↓,47.4,跌↓,✓,-0.13%,1.1386,393
2024-06-07,39.28,跌↓,51.8,涨↑,✗,+0.81%,1.1386,394
2024-06-11,39.6,跌↓,37.9,涨↑,✗,+0.15%,1.1386,395
2024-06-12,39.66,跌↓,47.6,跌↓,✓,-3.23%,1.1386,396
2024-06-13,38.38,跌↓,50.9,涨↑,✗,+0.10%,1.1386,397
2024-06-14,38.42,跌↓,49.5,跌↓,✓,-0.13%,1.1386,398
2024-06-17,38.37,涨↑,56.1,涨↑,✓,+0.05%,1.1392,399
2024-06-18,38.39,涨↑,54.7,跌↓,✗,-2.21%,1.114,400
2024-06-19,37.54,涨↑,55.6,跌↓,✗,-0.53%,1.108,401
2024-06-20,37.34,涨↑,60.1,涨↑,✓,+0.91%,1.1181,402
2024-06-21,37.68,跌↓,46.4,跌↓,✓,-7.17%,1.1181,403
2024-06-24,34.98,涨↑,59.5,涨↑,✓,+0.51%,1.1239,404
2024-06-25,35.16,跌↓,49.3,跌↓,✓,-2.73%,1.1239,405
2024-06-26,34.2,涨↑,58.8,涨↑,✓,+0.99%,1.135,406
2024-06-27,34.54,跌↓,51.5,涨↑,✗,+1.77%,1.135,407
2024-06-28,35.15,涨↑,59.2,涨↑,✓,+6.66%,1.2106,408
2024-07-01,37.49,跌↓,50.5,跌↓,✓,-4.21%,1.2106,409
2024-06-03,42.45,跌↓,37.7,跌↓,✓,-1.63%,1.2106,390
2024-06-04,41.76,跌↓,43.3,跌↓,✓,-1.70%,1.2106,391
2024-06-05,41.05,跌↓,51.8,跌↓,✓,-4.19%,1.2106,392
2024-06-06,39.33,跌↓,51.0,跌↓,✓,-0.13%,1.2106,393
2024-06-07,39.28,涨↑,55.6,涨↑,✓,+0.81%,1.2205,394
2024-06-11,39.6,跌↓,39.3,涨↑,✗,+0.15%,1.2205,395
2024-06-12,39.66,跌↓,49.2,跌↓,✓,-3.23%,1.2205,396
2024-06-13,38.38,跌↓,52.8,涨↑,✗,+0.10%,1.2205,397
2024-06-14,38.42,跌↓,50.6,跌↓,✓,-0.13%,1.2205,398
2024-06-17,38.37,涨↑,56.4,涨↑,✓,+0.05%,1.2211,399
2024-06-18,38.39,跌↓,52.9,跌↓,✓,-2.21%,1.2211,400
2024-06-19,37.54,涨↑,58.6,跌↓,✗,-0.53%,1.2146,401
2024-06-20,37.34,涨↑,63.1,涨↑,✓,+0.91%,1.2257,402
2024-06-21,37.68,跌↓,48.3,跌↓,✓,-7.17%,1.2257,403
2024-06-24,34.98,涨↑,62.1,涨↑,✓,+0.51%,1.232,404
2024-06-25,35.16,跌↓,53.0,跌↓,✓,-2.73%,1.232,405
2024-06-26,34.2,涨↑,63.1,涨↑,✓,+0.99%,1.2442,406
2024-06-27,34.54,涨↑,56.4,涨↑,✓,+1.77%,1.2662,407
2024-06-28,35.15,涨↑,60.3,涨↑,✓,+6.66%,1.3505,408
2024-07-01,37.49,涨↑,53.2,跌↓,✗,-4.21%,1.2936,409
2024-07-02,35.91,涨↑,60.4,跌↓,✗,-5.57%,1.2215,410
2024-07-03,33.91,涨↑,60.0,跌↓,✗,-1.68%,1.201,411
2024-07-04,33.34,涨↑,66.2,涨↑,✓,+1.95%,1.2244,412
2024-07-05,33.99,跌↓,52.7,涨↑,✗,+0.74%,1.2244,413
2024-07-08,34.24,涨↑,58.2,跌↓,✗,-5.72%,1.1543,414
2024-07-09,32.28,涨↑,55.0,涨↑,✓,+2.73%,1.1858,415
2024-07-10,33.16,涨↑,57.6,涨↑,✓,+0.39%,1.1904,416
2024-07-11,33.29,跌↓,50.9,跌↓,✓,-0.24%,1.1904,417
2024-07-12,33.21,涨↑,66.3,涨↑,✓,+2.80%,1.2238,418
2024-07-15,34.14,涨↑,60.3,涨↑,✓,+0.70%,1.2324,419
2024-06-18,38.39,跌↓,50.6,跌↓,✓,-2.21%,1.2324,400
2024-06-19,37.54,涨↑,57.5,跌↓,✗,-0.53%,1.2258,401
2024-06-20,37.34,涨↑,63.2,涨↑,✓,+0.91%,1.237,402
2024-06-21,37.68,跌↓,51.8,跌↓,✓,-7.17%,1.237,403
2024-06-24,34.98,涨↑,61.2,涨↑,✓,+0.51%,1.2433,404
2024-06-25,35.16,涨↑,55.6,跌↓,✗,-2.73%,1.2094,405
2024-06-26,34.2,涨↑,62.2,涨↑,✓,+0.99%,1.2214,406
2024-06-27,34.54,涨↑,56.5,涨↑,✓,+1.77%,1.243,407
2024-06-28,35.15,涨↑,55.4,涨↑,✓,+6.66%,1.3257,408
2024-07-01,37.49,跌↓,51.7,跌↓,✓,-4.21%,1.3257,409
2024-07-02,35.91,涨↑,55.4,跌↓,✗,-5.57%,1.2519,410
2024-07-03,33.91,涨↑,53.8,跌↓,✗,-1.68%,1.2309,411
2024-07-04,33.34,涨↑,65.0,涨↑,✓,+1.95%,1.2548,412
2024-07-05,33.99,涨↑,53.6,涨↑,✓,+0.74%,1.2641,413
2024-07-08,34.24,涨↑,55.3,跌↓,✗,-5.72%,1.1917,414
2024-07-09,32.28,跌↓,49.7,涨↑,✗,+2.73%,1.1917,415
2024-07-10,33.16,涨↑,56.1,涨↑,✓,+0.39%,1.1964,416
2024-07-11,33.29,跌↓,47.0,跌↓,✓,-0.24%,1.1964,417
2024-07-12,33.21,涨↑,61.6,涨↑,✓,+2.80%,1.2299,418
2024-07-15,34.14,涨↑,56.6,涨↑,✓,+0.70%,1.2385,419
2024-07-16,34.38,跌↓,48.4,跌↓,✓,-0.93%,1.2385,420
2024-07-17,34.06,涨↑,56.8,涨↑,✓,+4.26%,1.2913,421
2024-07-18,35.51,跌↓,50.3,跌↓,✓,-0.84%,1.2913,422
2024-07-19,35.21,涨↑,60.3,涨↑,✓,+0.62%,1.2993,423
2024-07-22,35.43,跌↓,40.3,跌↓,✓,-3.33%,1.2993,424
2024-07-23,34.25,涨↑,56.6,跌↓,✗,-3.59%,1.2527,425
2024-07-24,33.02,涨↑,60.7,跌↓,✗,-1.51%,1.2337,426
2024-07-25,32.52,涨↑,62.7,跌↓,✗,-1.23%,1.2185,427
2024-07-26,32.12,涨↑,59.6,跌↓,✗,-1.06%,1.2056,428
2024-07-29,31.78,涨↑,59.9,涨↑,✓,+2.36%,1.2341,429
2024-07-02,35.91,跌↓,52.1,跌↓,✓,-5.57%,1.2341,410
2024-07-03,33.91,跌↓,51.7,跌↓,✓,-1.68%,1.2341,411
2024-07-04,33.34,涨↑,64.7,涨↑,✓,+1.95%,1.2581,412
2024-07-05,33.99,跌↓,48.8,涨↑,✗,+0.74%,1.2581,413
2024-07-08,34.24,跌↓,52.2,跌↓,✓,-5.72%,1.2581,414
2024-07-09,32.28,跌↓,48.1,涨↑,✗,+2.73%,1.2581,415
2024-07-10,33.16,涨↑,54.8,涨↑,✓,+0.39%,1.2631,416
2024-07-11,33.29,跌↓,44.1,跌↓,✓,-0.24%,1.2631,417
2024-07-12,33.21,涨↑,60.5,涨↑,✓,+2.80%,1.2984,418
2024-07-15,34.14,涨↑,53.6,涨↑,✓,+0.70%,1.3076,419
2024-07-16,34.38,跌↓,47.3,跌↓,✓,-0.93%,1.3076,420
2024-07-17,34.06,涨↑,59.4,涨↑,✓,+4.26%,1.3632,421
2024-07-18,35.51,跌↓,50.3,跌↓,✓,-0.84%,1.3632,422
2024-07-19,35.21,涨↑,59.1,涨↑,✓,+0.62%,1.3718,423
2024-07-22,35.43,跌↓,41.6,跌↓,✓,-3.33%,1.3718,424
2024-07-23,34.25,涨↑,58.4,跌↓,✗,-3.59%,1.3225,425
2024-07-24,33.02,涨↑,61.6,跌↓,✗,-1.51%,1.3025,426
2024-07-25,32.52,涨↑,62.3,跌↓,✗,-1.23%,1.2864,427
2024-07-26,32.12,涨↑,60.0,跌↓,✗,-1.06%,1.2728,428
2024-07-29,31.78,涨↑,62.2,涨↑,✓,+2.36%,1.3029,429
2024-07-30,32.53,跌↓,38.2,涨↑,✗,+4.89%,1.3029,430
2024-07-31,34.12,涨↑,53.8,跌↓,✗,-0.82%,1.2922,431
2024-08-01,33.84,涨↑,56.3,涨↑,✓,+2.84%,1.3288,432
2024-08-02,34.8,跌↓,52.0,涨↑,✗,+0.11%,1.3288,433
2024-08-05,34.84,涨↑,58.7,涨↑,✓,+2.90%,1.3674,434
2024-08-06,35.85,跌↓,42.3,跌↓,✓,-7.78%,1.3674,435
2024-08-07,33.06,涨↑,53.7,涨↑,✓,+0.64%,1.376,436
2024-08-08,33.27,跌↓,51.4,跌↓,✓,-2.61%,1.376,437
2024-08-09,32.4,涨↑,61.5,涨↑,✓,+1.30%,1.3939,438
2024-08-12,32.82,涨↑,54.5,涨↑,✓,+0.79%,1.4049,439
2024-07-16,34.38,跌↓,48.9,跌↓,✓,-0.93%,1.4049,420
2024-07-17,34.06,涨↑,62.5,涨↑,✓,+4.26%,1.4647,421
2024-07-18,35.51,涨↑,54.0,跌↓,✗,-0.84%,1.4524,422
2024-07-19,35.21,涨↑,59.8,涨↑,✓,+0.62%,1.4614,423
2024-07-22,35.43,跌↓,42.0,跌↓,✓,-3.33%,1.4614,424
2024-07-23,34.25,涨↑,57.8,跌↓,✗,-3.59%,1.4089,425
2024-07-24,33.02,涨↑,59.7,跌↓,✗,-1.51%,1.3876,426
2024-07-25,32.52,涨↑,60.4,跌↓,✗,-1.23%,1.3705,427
2024-07-26,32.12,涨↑,60.1,跌↓,✗,-1.06%,1.356,428
2024-07-29,31.78,涨↑,59.2,涨↑,✓,+2.36%,1.388,429
2024-07-30,32.53,跌↓,35.6,涨↑,✗,+4.89%,1.388,430
2024-07-31,34.12,跌↓,49.4,跌↓,✓,-0.82%,1.388,431
2024-08-01,33.84,涨↑,52.5,涨↑,✓,+2.84%,1.4274,432
2024-08-02,34.8,涨↑,53.0,涨↑,✓,+0.11%,1.4291,433
2024-08-05,34.84,涨↑,57.8,涨↑,✓,+2.90%,1.4705,434
2024-08-06,35.85,跌↓,42.1,跌↓,✓,-7.78%,1.4705,435
2024-08-07,33.06,涨↑,59.2,涨↑,✓,+0.64%,1.4798,436
2024-08-08,33.27,跌↓,52.2,跌↓,✓,-2.61%,1.4798,437
2024-08-09,32.4,涨↑,63.1,涨↑,✓,+1.30%,1.499,438
2024-08-12,32.82,涨↑,53.8,涨↑,✓,+0.79%,1.5109,439
2024-08-13,33.08,跌↓,35.5,跌↓,✓,-3.48%,1.5109,440
2024-08-14,31.93,跌↓,51.1,跌↓,✓,-0.97%,1.5109,441
2024-08-15,31.62,跌↓,52.3,跌↓,✓,-6.36%,1.5109,442
2024-08-16,29.61,涨↑,61.2,跌↓,✗,-5.30%,1.4308,443
2024-08-19,28.04,涨↑,65.2,跌↓,✗,-1.71%,1.4063,444
2024-08-20,27.56,涨↑,68.8,跌↓,✗,-1.71%,1.3823,445
2024-08-21,27.09,涨↑,63.4,涨↑,✓,+0.70%,1.392,446
2024-08-22,27.28,涨↑,61.0,跌↓,✗,-0.51%,1.3849,447
2024-08-23,27.14,涨↑,63.2,涨↑,✓,+1.44%,1.4048,448
2024-08-26,27.53,涨↑,52.9,跌↓,✗,-3.16%,1.3604,449
2024-07-30,32.53,跌↓,36.2,涨↑,✗,+4.89%,1.3604,430
2024-07-31,34.12,跌↓,47.4,跌↓,✓,-0.82%,1.3604,431
2024-08-01,33.84,跌↓,45.7,涨↑,✗,+2.84%,1.3604,432
2024-08-02,34.8,跌↓,46.6,涨↑,✗,+0.11%,1.3604,433
2024-08-05,34.84,跌↓,49.0,涨↑,✗,+2.90%,1.3604,434
2024-08-06,35.85,跌↓,36.6,跌↓,✓,-7.78%,1.3604,435
2024-08-07,33.06,涨↑,55.1,涨↑,✓,+0.64%,1.369,436
2024-08-08,33.27,跌↓,45.6,跌↓,✓,-2.61%,1.369,437
2024-08-09,32.4,涨↑,57.4,涨↑,✓,+1.30%,1.3867,438
2024-08-12,32.82,跌↓,50.5,涨↑,✗,+0.79%,1.3867,439
2024-08-13,33.08,跌↓,34.8,跌↓,✓,-3.48%,1.3867,440
2024-08-14,31.93,跌↓,50.2,跌↓,✓,-0.97%,1.3867,441
2024-08-15,31.62,跌↓,50.0,跌↓,✓,-6.36%,1.3867,442
2024-08-16,29.61,涨↑,60.6,跌↓,✗,-5.30%,1.3132,443
2024-08-19,28.04,涨↑,62.9,跌↓,✗,-1.71%,1.2907,444
2024-08-20,27.56,涨↑,67.9,跌↓,✗,-1.71%,1.2687,445
2024-08-21,27.09,涨↑,60.9,涨↑,✓,+0.70%,1.2776,446
2024-08-22,27.28,涨↑,57.1,跌↓,✗,-0.51%,1.2711,447
2024-08-23,27.14,涨↑,64.8,涨↑,✓,+1.44%,1.2893,448
2024-08-26,27.53,跌↓,53.9,跌↓,✓,-3.16%,1.2893,449
2024-08-27,26.66,涨↑,64.1,涨↑,✓,+2.18%,1.3174,450
2024-08-28,27.24,涨↑,55.3,涨↑,✓,+1.65%,1.3391,451
2024-08-29,27.69,跌↓,48.0,涨↑,✗,+2.20%,1.3391,452
2024-08-30,28.3,涨↑,58.3,跌↓,✗,-3.89%,1.2871,453
2024-09-02,27.2,涨↑,57.6,涨↑,✓,+1.73%,1.3093,454
2024-09-03,27.67,跌↓,48.5,跌↓,✓,-1.48%,1.3093,455
2024-09-04,27.26,涨↑,59.6,涨↑,✓,+0.18%,1.3117,456
2024-09-05,27.31,涨↑,56.7,跌↓,✗,-1.68%,1.2896,457
2024-09-06,26.85,涨↑,59.0,涨↑,✓,+0.26%,1.293,458
2024-09-09,26.92,跌↓,43.6,跌↓,✓,-1.15%,1.293,459
2024-08-13,33.08,跌↓,37.8,跌↓,✓,-3.48%,1.293,440
2024-08-14,31.93,涨↑,54.7,跌↓,✗,-0.97%,1.2804,441
2024-08-15,31.62,跌↓,52.2,跌↓,✓,-6.36%,1.2804,442
2024-08-16,29.61,涨↑,63.6,跌↓,✗,-5.30%,1.2126,443
2024-08-19,28.04,涨↑,65.2,跌↓,✗,-1.71%,1.1918,444
2024-08-20,27.56,涨↑,68.1,跌↓,✗,-1.71%,1.1715,445
2024-08-21,27.09,涨↑,61.2,涨↑,✓,+0.70%,1.1797,446
2024-08-22,27.28,涨↑,62.7,跌↓,✗,-0.51%,1.1736,447
2024-08-23,27.14,涨↑,64.3,涨↑,✓,+1.44%,1.1905,448
2024-08-26,27.53,跌↓,50.5,跌↓,✓,-3.16%,1.1905,449
2024-08-27,26.66,涨↑,65.4,涨↑,✓,+2.18%,1.2164,450
2024-08-28,27.24,涨↑,59.0,涨↑,✓,+1.65%,1.2365,451
2024-08-29,27.69,跌↓,52.6,涨↑,✗,+2.20%,1.2365,452
2024-08-30,28.3,涨↑,56.9,跌↓,✗,-3.89%,1.1884,453
2024-09-02,27.2,涨↑,61.1,涨↑,✓,+1.73%,1.209,454
2024-09-03,27.67,跌↓,51.0,跌↓,✓,-1.48%,1.209,455
2024-09-04,27.26,涨↑,63.0,涨↑,✓,+0.18%,1.2112,456
2024-09-05,27.31,涨↑,58.8,跌↓,✗,-1.68%,1.1908,457
2024-09-06,26.85,涨↑,60.3,涨↑,✓,+0.26%,1.1939,458
2024-09-09,26.92,跌↓,46.4,跌↓,✓,-1.15%,1.1939,459
2024-09-10,26.61,跌↓,51.3,跌↓,✓,-0.41%,1.1939,460
2024-09-11,26.5,跌↓,46.8,跌↓,✓,-0.49%,1.1939,461
2024-09-12,26.37,涨↑,62.1,跌↓,✗,-1.40%,1.1771,462
2024-09-13,26.0,涨↑,59.2,跌↓,✗,-3.31%,1.1382,463
2024-09-18,25.14,涨↑,54.3,涨↑,✓,+1.83%,1.159,464
2024-09-19,25.6,跌↓,48.6,涨↑,✗,+1.21%,1.159,465
2024-09-20,25.91,跌↓,37.0,跌↓,✓,-2.97%,1.159,466
2024-09-23,25.14,跌↓,50.7,涨↑,✗,+4.57%,1.159,467
2024-09-24,26.29,涨↑,57.8,跌↓,✗,-2.17%,1.1339,468
2024-09-25,25.72,涨↑,65.2,涨↑,✓,+6.34%,1.2058,469
2024-08-27,26.66,涨↑,57.6,涨↑,✓,+2.18%,1.232,450
2024-08-28,27.24,跌↓,50.9,涨↑,✗,+1.65%,1.232,451
2024-08-29,27.69,跌↓,44.1,涨↑,✗,+2.20%,1.232,452
2024-08-30,28.3,跌↓,48.0,跌↓,✓,-3.89%,1.232,453
2024-09-02,27.2,跌↓,52.3,涨↑,✗,+1.73%,1.232,454
2024-09-03,27.67,跌↓,50.4,跌↓,✓,-1.48%,1.232,455
2024-09-04,27.26,涨↑,63.0,涨↑,✓,+0.18%,1.2343,456
2024-09-05,27.31,涨↑,60.0,跌↓,✗,-1.68%,1.2135,457
2024-09-06,26.85,涨↑,57.8,涨↑,✓,+0.26%,1.2166,458
2024-09-09,26.92,跌↓,43.5,跌↓,✓,-1.15%,1.2166,459
2024-09-10,26.61,涨↑,54.6,跌↓,✗,-0.41%,1.2116,460
2024-09-11,26.5,跌↓,45.3,跌↓,✓,-0.49%,1.2116,461
2024-09-12,26.37,涨↑,61.8,跌↓,✗,-1.40%,1.1946,462
2024-09-13,26.0,涨↑,54.0,跌↓,✗,-3.31%,1.1551,463
2024-09-18,25.14,跌↓,52.7,涨↑,✗,+1.83%,1.1551,464
2024-09-19,25.6,跌↓,45.4,涨↑,✗,+1.21%,1.1551,465
2024-09-20,25.91,跌↓,33.3,跌↓,✓,-2.97%,1.1551,466
2024-09-23,25.14,跌↓,43.5,涨↑,✗,+4.57%,1.1551,467
2024-09-24,26.29,涨↑,55.6,跌↓,✗,-2.17%,1.13,468
2024-09-25,25.72,涨↑,63.5,涨↑,✓,+6.34%,1.2017,469
2024-09-26,27.35,涨↑,57.6,涨↑,✓,+4.31%,1.2535,470
2024-09-27,28.53,跌↓,51.4,涨↑,✗,+9.74%,1.2535,471
2024-09-30,31.31,涨↑,56.2,跌↓,✗,-3.07%,1.2151,472
2024-10-08,30.35,涨↑,59.7,跌↓,✗,-8.07%,1.117,473
2024-10-09,27.9,跌↓,50.6,涨↑,✗,+10.00%,1.117,474
2024-10-10,30.69,跌↓,41.8,跌↓,✓,-6.74%,1.117,475
2024-10-11,28.62,涨↑,53.6,涨↑,✓,+1.12%,1.1295,476
2024-10-14,28.94,跌↓,41.9,跌↓,✓,-0.52%,1.1295,477
2024-10-15,28.79,跌↓,44.8,跌↓,✓,-1.60%,1.1295,478
2024-10-16,28.33,跌↓,47.9,跌↓,✓,-1.80%,1.1295,479
2024-09-10,26.61,涨↑,53.3,跌↓,✗,-0.41%,1.1248,460
2024-09-11,26.5,跌↓,46.0,跌↓,✓,-0.49%,1.1248,461
2024-09-12,26.37,涨↑,61.6,跌↓,✗,-1.40%,1.109,462
2024-09-13,26.0,涨↑,57.7,跌↓,✗,-3.31%,1.0723,463
2024-09-18,25.14,涨↑,55.3,涨↑,✓,+1.83%,1.092,464
2024-09-19,25.6,跌↓,42.3,涨↑,✗,+1.21%,1.092,465
2024-09-20,25.91,跌↓,33.5,跌↓,✓,-2.97%,1.092,466
2024-09-23,25.14,跌↓,43.5,涨↑,✗,+4.57%,1.092,467
2024-09-24,26.29,涨↑,55.1,跌↓,✗,-2.17%,1.0683,468
2024-09-25,25.72,涨↑,64.2,涨↑,✓,+6.34%,1.136,469
2024-09-26,27.35,涨↑,57.5,涨↑,✓,+4.31%,1.185,470
2024-09-27,28.53,跌↓,51.9,涨↑,✗,+9.74%,1.185,471
2024-09-30,31.31,涨↑,57.4,跌↓,✗,-3.07%,1.1487,472
2024-10-08,30.35,涨↑,61.1,跌↓,✗,-8.07%,1.0559,473
2024-10-09,27.9,跌↓,49.1,涨↑,✗,+10.00%,1.0559,474
2024-10-10,30.69,跌↓,39.3,跌↓,✓,-6.74%,1.0559,475
2024-10-11,28.62,跌↓,52.8,涨↑,✗,+1.12%,1.0559,476
2024-10-14,28.94,跌↓,39.8,跌↓,✓,-0.52%,1.0559,477
2024-10-15,28.79,跌↓,44.2,跌↓,✓,-1.60%,1.0559,478
2024-10-16,28.33,跌↓,45.6,跌↓,✓,-1.80%,1.0559,479
2024-10-17,27.82,跌↓,52.6,涨↑,✗,+2.37%,1.0559,480
2024-10-18,28.48,跌↓,43.3,涨↑,✗,+0.42%,1.0559,481
2024-10-21,28.6,跌↓,50.5,涨↑,✗,+1.57%,1.0559,482
2024-10-22,29.05,跌↓,44.1,跌↓,✓,-0.72%,1.0559,483
2024-10-23,28.84,涨↑,56.3,跌↓,✗,-1.66%,1.0384,484
2024-10-24,28.36,跌↓,41.8,涨↑,✗,+1.41%,1.0384,485
2024-10-25,28.76,跌↓,36.7,涨↑,✗,+1.32%,1.0384,486
2024-10-28,29.14,跌↓,37.9,涨↑,✗,+3.67%,1.0384,487
2024-10-29,30.21,跌↓,42.4,涨↑,✗,+7.08%,1.0384,488
2024-10-30,32.35,跌↓,37.2,跌↓,✓,-3.00%,1.0384,489
2024-09-26,27.35,涨↑,54.2,涨↑,✓,+4.31%,1.0832,470
2024-09-27,28.53,跌↓,51.9,涨↑,✗,+9.74%,1.0832,471
2024-09-30,31.31,跌↓,50.8,跌↓,✓,-3.07%,1.0832,472
2024-10-08,30.35,涨↑,60.0,跌↓,✗,-8.07%,0.9957,473
2024-10-09,27.9,涨↑,52.2,涨↑,✓,+10.00%,1.0953,474
2024-10-10,30.69,跌↓,40.3,跌↓,✓,-6.74%,1.0953,475
2024-10-11,28.62,跌↓,51.9,涨↑,✗,+1.12%,1.0953,476
2024-10-14,28.94,跌↓,42.1,跌↓,✓,-0.52%,1.0953,477
2024-10-15,28.79,跌↓,43.7,跌↓,✓,-1.60%,1.0953,478
2024-10-16,28.33,跌↓,46.9,跌↓,✓,-1.80%,1.0953,479
2024-10-17,27.82,涨↑,53.4,涨↑,✓,+2.37%,1.1213,480
2024-10-18,28.48,跌↓,44.2,涨↑,✗,+0.42%,1.1213,481
2024-10-21,28.6,跌↓,48.7,涨↑,✗,+1.57%,1.1213,482
2024-10-22,29.05,跌↓,46.6,跌↓,✓,-0.72%,1.1213,483
2024-10-23,28.84,涨↑,60.5,跌↓,✗,-1.66%,1.1026,484
2024-10-24,28.36,跌↓,50.0,涨↑,✗,+1.41%,1.1026,485
2024-10-25,28.76,跌↓,43.9,涨↑,✗,+1.32%,1.1026,486
2024-10-28,29.14,跌↓,42.6,涨↑,✗,+3.67%,1.1026,487
2024-10-29,30.21,跌↓,50.4,涨↑,✗,+7.08%,1.1026,488
2024-10-30,32.35,跌↓,40.5,跌↓,✓,-3.00%,1.1026,489
2024-10-31,31.38,涨↑,55.9,跌↓,✗,-4.72%,1.0506,490
2024-11-01,29.9,涨↑,55.6,涨↑,✓,+2.34%,1.0752,491
2024-11-04,30.6,跌↓,45.6,涨↑,✗,+0.13%,1.0752,492
2024-11-05,30.64,涨↑,57.0,涨↑,✓,+0.20%,1.0773,493
