date,close,predict,prob_up,real,correct,ret,equity
2024-05-14,1701.98,涨↑,56.1,跌↓,✗,-0.12%,1.0377
2024-05-15,1700.0,涨↑,56.6,涨↑,✓,+0.26%,1.0404
2024-05-16,1704.5,跌↓,49.3,涨↑,✗,+0.62%,1.0404
2024-05-17,1715.0,跌↓,47.1,跌↓,✓,-0.35%,1.0404
2024-05-20,1709.0,跌↓,50.5,跌↓,✓,-0.23%,1.0404
2024-05-21,1705.0,跌↓,51.2,跌↓,✓,-0.43%,1.0404
2024-05-22,1697.71,跌↓,52.0,跌↓,✓,-0.34%,1.0404
2024-05-23,1692.01,涨↑,57.3,跌↓,✗,-0.88%,1.0312
2024-05-24,1677.08,涨↑,59.6,跌↓,✗,-0.42%,1.027
2024-05-27,1670.12,涨↑,64.3,跌↓,✗,-0.33%,1.0236
2024-05-28,1664.64,涨↑,65.2,涨↑,✓,+0.56%,1.0294
2024-05-29,1674.0,涨↑,60.5,跌↓,✗,-1.49%,1.014
2024-05-30,1649.0,涨↑,54.0,跌↓,✗,-0.03%,1.0136
2024-05-31,1648.45,涨↑,64.9,跌↓,✗,-0.55%,1.0081
2024-06-03,1639.39,涨↑,58.4,涨↑,✓,+0.84%,1.0166
2024-06-04,1653.2,涨↑,57.9,跌↓,✗,-0.56%,1.0109
2024-06-05,1644.0,涨↑,64.0,跌↓,✗,-0.25%,1.0083
2024-06-06,1639.81,涨↑,56.5,跌↓,✗,-1.26%,0.9956
2024-06-07,1619.18,涨↑,58.5,跌↓,✗,-3.10%,0.9648
2024-06-11,1569.0,涨↑,65.0,涨↑,✓,+0.17%,0.9664
2024-06-12,1571.68,涨↑,64.1,跌↓,✗,-1.06%,0.9562
2024-06-13,1555.01,涨↑,58.3,跌↓,✗,-0.00%,0.9562
2024-06-14,1555.0,涨↑,62.9,跌↓,✗,-0.87%,0.9479
2024-05-17,1715.0,跌↓,48.9,跌↓,✓,-0.35%,0.9479
2024-05-20,1709.0,涨↑,53.9,跌↓,✗,-0.23%,0.9457
2024-05-21,1705.0,跌↓,52.8,跌↓,✓,-0.43%,0.9457
2024-05-22,1697.71,跌↓,52.8,跌↓,✓,-0.34%,0.9457
2024-05-23,1692.01,涨↑,56.1,跌↓,✗,-0.88%,0.9373
2024-05-24,1677.08,涨↑,62.1,跌↓,✗,-0.42%,0.9334
2024-05-27,1670.12,涨↑,66.7,跌↓,✗,-0.33%,0.9304
2024-05-28,1664.64,涨↑,67.1,涨↑,✓,+0.56%,0.9356
2024-05-29,1674.0,涨↑,63.4,跌↓,✗,-1.49%,0.9216
2024-05-30,1649.0,涨↑,56.5,跌↓,✗,-0.03%,0.9213
2024-05-31,1648.45,涨↑,66.8,跌↓,✗,-0.55%,0.9163
2024-06-03,1639.39,涨↑,62.3,涨↑,✓,+0.84%,0.924
2024-06-04,1653.2,涨↑,61.0,跌↓,✗,-0.56%,0.9188
2024-06-05,1644.0,涨↑,66.3,跌↓,✗,-0.25%,0.9165
2024-06-06,1639.81,涨↑,61.2,跌↓,✗,-1.26%,0.905
2024-06-07,1619.18,涨↑,59.9,跌↓,✗,-3.10%,0.8769
2024-06-11,1569.0,涨↑,62.9,涨↑,✓,+0.17%,0.8784
2024-06-12,1571.68,涨↑,65.2,跌↓,✗,-1.06%,0.8691
2024-06-13,1555.01,涨↑,58.6,跌↓,✗,-0.00%,0.8691
2024-06-14,1555.0,涨↑,61.4,跌↓,✗,-0.87%,0.8615
2024-06-17,1541.5,涨↑,64.6,跌↓,✗,-1.30%,0.8504
2024-06-18,1521.5,涨↑,67.0,跌↓,✗,-1.35%,0.8389
2024-06-19,1501.0,涨↑,55.0,跌↓,✗,-0.06%,0.8384
2024-06-20,1500.1,涨↑,64.1,跌↓,✗,-1.94%,0.8221
2024-06-21,1471.0,涨↑,59.2,涨↑,✓,+0.38%,0.8252
2024-06-24,1476.55,涨↑,68.2,涨↑,✓,+0.68%,0.8309
2024-06-25,1486.65,涨↑,68.4,涨↑,✓,+0.17%,0.8323
2024-06-26,1489.22,涨↑,64.6,涨↑,✓,+0.09%,0.833
2024-06-27,1490.49,涨↑,56.3,跌↓,✗,-1.55%,0.8201
2024-06-28,1467.39,涨↑,70.2,跌↓,✗,-1.84%,0.805
2024-05-31,1648.45,涨↑,59.4,跌↓,✗,-0.55%,0.8006
2024-06-03,1639.39,跌↓,50.5,涨↑,✗,+0.84%,0.8006
2024-06-04,1653.2,涨↑,57.6,跌↓,✗,-0.56%,0.7961
2024-06-05,1644.0,涨↑,61.9,跌↓,✗,-0.25%,0.7941
2024-06-06,1639.81,跌↓,52.6,跌↓,✓,-1.26%,0.7941
2024-06-07,1619.18,跌↓,48.8,跌↓,✓,-3.10%,0.7941
2024-06-11,1569.0,跌↓,54.5,涨↑,✗,+0.17%,0.7941
2024-06-12,1571.68,涨↑,58.9,跌↓,✗,-1.06%,0.7857
2024-06-13,1555.01,跌↓,49.1,跌↓,✓,-0.00%,0.7857
2024-06-14,1555.0,涨↑,57.7,跌↓,✗,-0.87%,0.7789
2024-06-17,1541.5,涨↑,62.7,跌↓,✗,-1.30%,0.7688
2024-06-18,1521.5,涨↑,64.9,跌↓,✗,-1.35%,0.7584
2024-06-19,1501.0,跌↓,51.9,跌↓,✓,-0.06%,0.7584
2024-06-20,1500.1,涨↑,65.5,跌↓,✗,-1.94%,0.7437
2024-06-21,1471.0,跌↓,54.4,涨↑,✗,+0.38%,0.7437
2024-06-24,1476.55,涨↑,69.4,涨↑,✓,+0.68%,0.7488
2024-06-25,1486.65,涨↑,68.2,涨↑,✓,+0.17%,0.7501
2024-06-26,1489.22,涨↑,64.3,涨↑,✓,+0.09%,0.7507
2024-06-27,1490.49,跌↓,54.4,跌↓,✓,-1.55%,0.7507
2024-06-28,1467.39,涨↑,66.3,跌↓,✗,-1.84%,0.7369
2024-07-01,1440.38,涨↑,67.2,涨↑,✓,+3.49%,0.7626
2024-07-02,1490.7,涨↑,68.8,涨↑,✓,+0.62%,0.7674
2024-07-03,1500.0,涨↑,67.5,跌↓,✗,-0.95%,0.7601
2024-07-04,1485.74,涨↑,64.8,跌↓,✗,-2.20%,0.7434
2024-07-05,1453.0,涨↑,59.1,跌↓,✗,-2.27%,0.7265
2024-07-08,1420.0,涨↑,68.9,涨↑,✓,+1.27%,0.7357
2024-07-09,1438.03,涨↑,68.0,跌↓,✗,-0.03%,0.7355
2024-07-10,1437.59,涨↑,67.0,涨↑,✓,+1.70%,0.748
2024-07-11,1462.09,跌↓,46.8,涨↑,✗,+1.14%,0.748
2024-07-12,1478.82,涨↑,56.5,跌↓,✗,-0.27%,0.746
2024-06-17,1541.5,涨↑,56.1,跌↓,✗,-1.30%,0.7363
2024-06-18,1521.5,涨↑,56.9,跌↓,✗,-1.35%,0.7264
2024-06-19,1501.0,跌↓,48.7,跌↓,✓,-0.06%,0.7264
2024-06-20,1500.1,涨↑,58.4,跌↓,✗,-1.94%,0.7123
2024-06-21,1471.0,跌↓,50.5,涨↑,✗,+0.38%,0.7123
2024-06-24,1476.55,涨↑,62.6,涨↑,✓,+0.68%,0.7172
2024-06-25,1486.65,涨↑,62.8,涨↑,✓,+0.17%,0.7184
2024-06-26,1489.22,涨↑,57.8,涨↑,✓,+0.09%,0.7191
2024-06-27,1490.49,跌↓,49.8,跌↓,✓,-1.55%,0.7191
2024-06-28,1467.39,涨↑,60.5,跌↓,✗,-1.84%,0.7058
2024-07-01,1440.38,涨↑,64.0,涨↑,✓,+3.49%,0.7305
2024-07-02,1490.7,涨↑,67.1,涨↑,✓,+0.62%,0.735
2024-07-03,1500.0,涨↑,68.6,跌↓,✗,-0.95%,0.728
2024-07-04,1485.74,涨↑,67.0,跌↓,✗,-2.20%,0.712
2024-07-05,1453.0,涨↑,61.3,跌↓,✗,-2.27%,0.6958
2024-07-08,1420.0,涨↑,67.7,涨↑,✓,+1.27%,0.7047
2024-07-09,1438.03,涨↑,64.2,跌↓,✗,-0.03%,0.7045
2024-07-10,1437.59,涨↑,63.9,涨↑,✓,+1.70%,0.7165
2024-07-11,1462.09,跌↓,48.2,涨↑,✗,+1.14%,0.7165
2024-07-12,1478.82,涨↑,60.7,跌↓,✗,-0.27%,0.7146
2024-07-15,1474.9,涨↑,59.1,涨↑,✓,+0.07%,0.7151
2024-07-16,1476.0,跌↓,52.3,涨↑,✗,+1.72%,0.7151
2024-07-17,1501.4,跌↓,51.9,跌↓,✓,-0.26%,0.7151
2024-07-18,1497.51,涨↑,64.0,涨↑,✓,+1.88%,0.7285
2024-07-19,1525.62,跌↓,54.2,跌↓,✓,-1.74%,0.7285
2024-07-22,1499.0,跌↓,47.6,跌↓,✓,-2.94%,0.7285
2024-07-23,1455.0,跌↓,53.5,跌↓,✓,-1.03%,0.7285
2024-07-24,1440.02,涨↑,56.0,跌↓,✗,-0.66%,0.7237
2024-07-25,1430.49,涨↑,58.6,跌↓,✗,-0.58%,0.7195
2024-07-26,1422.19,涨↑,59.1,跌↓,✗,-1.70%,0.7073
2024-07-01,1440.38,涨↑,61.8,涨↑,✓,+3.49%,0.732
2024-07-02,1490.7,涨↑,69.3,涨↑,✓,+0.62%,0.7365
2024-07-03,1500.0,涨↑,65.1,跌↓,✗,-0.95%,0.7295
2024-07-04,1485.74,涨↑,64.4,跌↓,✗,-2.20%,0.7135
2024-07-05,1453.0,涨↑,59.7,跌↓,✗,-2.27%,0.6973
2024-07-08,1420.0,涨↑,67.9,涨↑,✓,+1.27%,0.7061
2024-07-09,1438.03,涨↑,67.0,跌↓,✗,-0.03%,0.7059
2024-07-10,1437.59,涨↑,64.3,涨↑,✓,+1.70%,0.7179
2024-07-11,1462.09,跌↓,48.5,涨↑,✗,+1.14%,0.7179
2024-07-12,1478.82,跌↓,54.8,跌↓,✓,-0.27%,0.7179
2024-07-15,1474.9,涨↑,56.8,涨↑,✓,+0.07%,0.7185
2024-07-16,1476.0,跌↓,48.6,涨↑,✗,+1.72%,0.7185
2024-07-17,1501.4,跌↓,46.9,跌↓,✓,-0.26%,0.7185
2024-07-18,1497.51,涨↑,60.2,涨↑,✓,+1.88%,0.732
2024-07-19,1525.62,跌↓,51.7,跌↓,✓,-1.74%,0.732
2024-07-22,1499.0,跌↓,44.4,跌↓,✓,-2.94%,0.732
2024-07-23,1455.0,跌↓,52.4,跌↓,✓,-1.03%,0.732
2024-07-24,1440.02,跌↓,55.0,跌↓,✓,-0.66%,0.732
2024-07-25,1430.49,跌↓,55.6,跌↓,✓,-0.58%,0.732
2024-07-26,1422.19,涨↑,61.3,跌↓,✗,-1.70%,0.7195
2024-07-29,1398.02,涨↑,62.2,跌↓,✗,-1.29%,0.7102
2024-07-30,1379.99,涨↑,60.3,涨↑,✓,+2.99%,0.7315
2024-07-31,1421.28,涨↑,59.8,跌↓,✗,-2.47%,0.7134
2024-08-01,1386.16,跌↓,53.1,跌↓,✓,-0.05%,0.7134
2024-08-02,1385.45,跌↓,46.4,涨↑,✗,+1.77%,0.7134
2024-08-05,1410.01,涨↑,59.9,跌↓,✗,-0.38%,0.7107
2024-08-06,1404.7,涨↑,67.5,涨↑,✓,+0.77%,0.7162
2024-08-07,1415.5,涨↑,65.8,涨↑,✓,+1.07%,0.7239
2024-08-08,1430.69,涨↑,59.4,涨↑,✓,+0.43%,0.727
2024-08-09,1436.8,涨↑,64.7,跌↓,✗,-0.05%,0.7266
2024-07-15,1474.9,跌↓,53.3,涨↑,✗,+0.07%,0.7266
2024-07-16,1476.0,跌↓,44.2,涨↑,✗,+1.72%,0.7266
2024-07-17,1501.4,跌↓,49.4,跌↓,✓,-0.26%,0.7266
2024-07-18,1497.51,涨↑,58.6,涨↑,✓,+1.88%,0.7402
2024-07-19,1525.62,跌↓,53.3,跌↓,✓,-1.74%,0.7402
2024-07-22,1499.0,跌↓,50.6,跌↓,✓,-2.94%,0.7402
2024-07-23,1455.0,跌↓,48.4,跌↓,✓,-1.03%,0.7402
2024-07-24,1440.02,跌↓,49.6,跌↓,✓,-0.66%,0.7402
2024-07-25,1430.49,跌↓,53.4,跌↓,✓,-0.58%,0.7402
2024-07-26,1422.19,涨↑,57.9,跌↓,✗,-1.70%,0.7277
2024-07-29,1398.02,涨↑,59.6,跌↓,✗,-1.29%,0.7183
2024-07-30,1379.99,涨↑,61.1,涨↑,✓,+2.99%,0.7398
2024-07-31,1421.28,涨↑,58.1,跌↓,✗,-2.47%,0.7215
2024-08-01,1386.16,跌↓,52.7,跌↓,✓,-0.05%,0.7215
2024-08-02,1385.45,跌↓,46.2,涨↑,✗,+1.77%,0.7215
2024-08-05,1410.01,涨↑,59.2,跌↓,✗,-0.38%,0.7188
2024-08-06,1404.7,涨↑,66.6,涨↑,✓,+0.77%,0.7243
2024-08-07,1415.5,涨↑,62.2,涨↑,✓,+1.07%,0.7321
2024-08-08,1430.69,跌↓,55.3,涨↑,✗,+0.43%,0.7321
2024-08-09,1436.8,涨↑,61.9,跌↓,✗,-0.05%,0.7317
2024-08-12,1436.1,跌↓,55.5,跌↓,✓,-0.91%,0.7317
2024-08-13,1423.01,跌↓,46.4,跌↓,✓,-0.68%,0.7317
2024-08-14,1413.3,跌↓,47.3,涨↑,✗,+0.96%,0.7317
2024-08-15,1426.89,涨↑,60.5,涨↑,✓,+0.30%,0.7339
2024-08-16,1431.2,跌↓,42.5,跌↓,✓,-0.40%,0.7339
2024-08-19,1425.44,跌↓,52.1,跌↓,✓,-0.19%,0.7339
2024-08-20,1422.72,跌↓,41.7,跌↓,✓,-0.36%,0.7339
2024-08-21,1417.58,跌↓,49.7,跌↓,✓,-0.53%,0.7339
2024-08-22,1410.05,跌↓,42.0,涨↑,✗,+0.35%,0.7339
2024-08-23,1414.99,跌↓,42.9,跌↓,✓,-0.21%,0.7339
2024-07-29,1398.02,跌↓,55.1,跌↓,✓,-1.29%,0.7339
2024-07-30,1379.99,跌↓,56.0,涨↑,✗,+2.99%,0.7339
2024-07-31,1421.28,跌↓,54.8,跌↓,✓,-2.47%,0.7339
2024-08-01,1386.16,跌↓,50.0,跌↓,✓,-0.05%,0.7339
2024-08-02,1385.45,跌↓,45.9,涨↑,✗,+1.77%,0.7339
2024-08-05,1410.01,涨↑,58.8,跌↓,✗,-0.38%,0.7312
2024-08-06,1404.7,涨↑,67.4,涨↑,✓,+0.77%,0.7368
2024-08-07,1415.5,涨↑,63.0,涨↑,✓,+1.07%,0.7447
2024-08-08,1430.69,涨↑,57.1,涨↑,✓,+0.43%,0.7479
2024-08-09,1436.8,涨↑,61.2,跌↓,✗,-0.05%,0.7475
2024-08-12,1436.1,涨↑,57.1,跌↓,✗,-0.91%,0.7407
2024-08-13,1423.01,跌↓,49.3,跌↓,✓,-0.68%,0.7407
2024-08-14,1413.3,跌↓,46.8,涨↑,✗,+0.96%,0.7407
2024-08-15,1426.89,涨↑,58.4,涨↑,✓,+0.30%,0.7429
2024-08-16,1431.2,跌↓,45.4,跌↓,✓,-0.40%,0.7429
2024-08-19,1425.44,跌↓,53.2,跌↓,✓,-0.19%,0.7429
2024-08-20,1422.72,跌↓,40.3,跌↓,✓,-0.36%,0.7429
2024-08-21,1417.58,跌↓,50.6,跌↓,✓,-0.53%,0.7429
2024-08-22,1410.05,跌↓,43.4,涨↑,✗,+0.35%,0.7429
2024-08-23,1414.99,跌↓,42.9,跌↓,✓,-0.21%,0.7429
2024-08-26,1412.0,跌↓,41.7,跌↓,✓,-0.56%,0.7429
2024-08-27,1404.07,跌↓,35.2,跌↓,✓,-1.07%,0.7429
2024-08-28,1389.0,跌↓,37.7,涨↑,✗,+1.75%,0.7429
2024-08-29,1413.3,跌↓,47.0,涨↑,✗,+2.11%,0.7429
2024-08-30,1443.19,跌↓,45.1,跌↓,✓,-3.34%,0.7429
2024-09-02,1395.0,跌↓,49.1,涨↑,✗,+1.08%,0.7429
2024-09-03,1410.0,跌↓,48.7,跌↓,✓,-0.71%,0.7429
2024-09-04,1400.0,跌↓,50.5,涨↑,✗,+0.35%,0.7429
2024-09-05,1404.88,跌↓,51.2,跌↓,✓,-0.49%,0.7429
2024-09-06,1398.0,跌↓,44.2,跌↓,✓,-1.65%,0.7429
2024-08-12,1436.1,跌↓,54.4,跌↓,✓,-0.91%,0.7429
2024-08-13,1423.01,跌↓,43.6,跌↓,✓,-0.68%,0.7429
2024-08-14,1413.3,跌↓,39.8,涨↑,✗,+0.96%,0.7429
2024-08-15,1426.89,跌↓,51.4,涨↑,✗,+0.30%,0.7429
2024-08-16,1431.2,跌↓,36.6,跌↓,✓,-0.40%,0.7429
2024-08-19,1425.44,跌↓,50.7,跌↓,✓,-0.19%,0.7429
2024-08-20,1422.72,跌↓,37.8,跌↓,✓,-0.36%,0.7429
2024-08-21,1417.58,跌↓,47.2,跌↓,✓,-0.53%,0.7429
2024-08-22,1410.05,跌↓,40.5,涨↑,✗,+0.35%,0.7429
2024-08-23,1414.99,跌↓,39.2,跌↓,✓,-0.21%,0.7429
2024-08-26,1412.0,跌↓,39.6,跌↓,✓,-0.56%,0.7429
2024-08-27,1404.07,跌↓,34.4,跌↓,✓,-1.07%,0.7429
2024-08-28,1389.0,跌↓,37.6,涨↑,✗,+1.75%,0.7429
2024-08-29,1413.3,跌↓,46.3,涨↑,✗,+2.11%,0.7429
2024-08-30,1443.19,跌↓,44.3,跌↓,✓,-3.34%,0.7429
2024-09-02,1395.0,跌↓,47.5,涨↑,✗,+1.08%,0.7429
2024-09-03,1410.0,跌↓,51.0,跌↓,✓,-0.71%,0.7429
2024-09-04,1400.0,跌↓,49.6,涨↑,✗,+0.35%,0.7429
2024-09-05,1404.88,跌↓,51.8,跌↓,✓,-0.49%,0.7429
2024-09-06,1398.0,跌↓,42.2,跌↓,✓,-1.65%,0.7429
2024-09-09,1375.0,跌↓,55.2,涨↑,✗,+0.22%,0.7429
2024-09-10,1378.0,跌↓,56.9,涨↑,✗,+0.15%,0.7429
2024-09-11,1380.0,跌↓,55.0,跌↓,✓,-3.26%,0.7429
2024-09-12,1335.06,跌↓,47.1,跌↓,✓,-2.32%,0.7429
2024-09-13,1304.13,涨↑,57.8,跌↓,✗,-2.85%,0.7217
2024-09-18,1266.9,跌↓,56.5,跌↓,✓,-0.47%,0.7217
2024-09-19,1261.0,涨↑,60.4,涨↑,✓,+0.23%,0.7234
2024-09-20,1263.92,跌↓,53.9,跌↓,✓,-0.19%,0.7234
2024-09-23,1261.54,跌↓,54.2,涨↑,✗,+8.80%,0.7234
2024-09-24,1372.6,跌↓,56.4,涨↑,✗,+1.92%,0.7234
2024-08-26,1412.0,跌↓,37.1,跌↓,✓,-0.56%,0.7234
2024-08-27,1404.07,跌↓,34.8,跌↓,✓,-1.07%,0.7234
2024-08-28,1389.0,跌↓,38.8,涨↑,✗,+1.75%,0.7234
2024-08-29,1413.3,跌↓,46.3,涨↑,✗,+2.11%,0.7234
2024-08-30,1443.19,跌↓,43.3,跌↓,✓,-3.34%,0.7234
2024-09-02,1395.0,跌↓,45.2,涨↑,✗,+1.08%,0.7234
2024-09-03,1410.0,跌↓,47.2,跌↓,✓,-0.71%,0.7234
2024-09-04,1400.0,跌↓,49.2,涨↑,✗,+0.35%,0.7234
2024-09-05,1404.88,跌↓,53.3,跌↓,✓,-0.49%,0.7234
2024-09-06,1398.0,跌↓,44.4,跌↓,✓,-1.65%,0.7234
2024-09-09,1375.0,跌↓,54.0,涨↑,✗,+0.22%,0.7234
2024-09-10,1378.0,跌↓,55.1,涨↑,✗,+0.15%,0.7234
2024-09-11,1380.0,跌↓,50.3,跌↓,✓,-3.26%,0.7234
2024-09-12,1335.06,跌↓,46.2,跌↓,✓,-2.32%,0.7234
2024-09-13,1304.13,跌↓,56.0,跌↓,✓,-2.85%,0.7234
2024-09-18,1266.9,跌↓,56.9,跌↓,✓,-0.47%,0.7234
2024-09-19,1261.0,涨↑,60.3,涨↑,✓,+0.23%,0.7251
2024-09-20,1263.92,跌↓,51.2,跌↓,✓,-0.19%,0.7251
2024-09-23,1261.54,跌↓,51.3,涨↑,✗,+8.80%,0.7251
2024-09-24,1372.6,涨↑,58.5,涨↑,✓,+1.92%,0.739
2024-09-25,1399.0,涨↑,62.7,涨↑,✓,+9.29%,0.8077
2024-09-26,1529.0,跌↓,52.0,涨↑,✗,+6.55%,0.8077
2024-09-27,1629.2,跌↓,44.1,涨↑,✗,+7.29%,0.8077
2024-09-30,1748.0,跌↓,45.2,跌↓,✓,-1.43%,0.8077
2024-10-08,1723.0,跌↓,49.5,跌↓,✓,-7.42%,0.8077
2024-10-09,1595.15,跌↓,52.0,涨↑,✗,+2.81%,0.8077
2024-10-10,1640.0,跌↓,49.3,跌↓,✓,-2.13%,0.8077
2024-10-11,1604.99,跌↓,48.3,跌↓,✓,-0.19%,0.8077
2024-10-14,1601.99,跌↓,48.9,跌↓,✓,-2.98%,0.8077
2024-10-15,1554.25,跌↓,47.4,跌↓,✓,-2.04%,0.8077
2024-09-09,1375.0,跌↓,58.6,涨↑,✗,+0.22%,0.8077
2024-09-10,1378.0,涨↑,59.2,涨↑,✓,+0.15%,0.8089
2024-09-11,1380.0,跌↓,55.1,跌↓,✓,-3.26%,0.8089
2024-09-12,1335.06,跌↓,51.8,跌↓,✓,-2.32%,0.8089
2024-09-13,1304.13,涨↑,60.9,跌↓,✗,-2.85%,0.7858
2024-09-18,1266.9,涨↑,59.2,跌↓,✗,-0.47%,0.7821
2024-09-19,1261.0,涨↑,62.7,涨↑,✓,+0.23%,0.7839
2024-09-20,1263.92,跌↓,50.9,跌↓,✓,-0.19%,0.7839
2024-09-23,1261.54,跌↓,53.7,涨↑,✗,+8.80%,0.7839
2024-09-24,1372.6,涨↑,59.0,涨↑,✓,+1.92%,0.799
2024-09-25,1399.0,涨↑,60.5,涨↑,✓,+9.29%,0.8732
2024-09-26,1529.0,跌↓,49.8,涨↑,✗,+6.55%,0.8732
2024-09-27,1629.2,跌↓,46.7,涨↑,✗,+7.29%,0.8732
2024-09-30,1748.0,跌↓,47.6,跌↓,✓,-1.43%,0.8732
2024-10-08,1723.0,跌↓,51.9,跌↓,✓,-7.42%,0.8732
2024-10-09,1595.15,跌↓,50.1,涨↑,✗,+2.81%,0.8732
2024-10-10,1640.0,跌↓,49.2,跌↓,✓,-2.13%,0.8732
2024-10-11,1604.99,跌↓,49.0,跌↓,✓,-0.19%,0.8732
2024-10-14,1601.99,跌↓,45.9,跌↓,✓,-2.98%,0.8732
