date,close,predict,prob_up,real,correct,ret,equity,idx
2024-05-07,38.5,跌↓,34.1,涨↑,✗,+8.03%,1.0412,372
2024-05-08,41.59,跌↓,54.1,跌↓,✓,-1.88%,1.0412,373
2024-05-09,40.81,涨↑,56.2,涨↑,✓,+1.74%,1.0593,374
2024-05-10,41.52,跌↓,49.6,涨↑,✗,+5.47%,1.0593,375
2024-05-13,43.79,跌↓,47.1,跌↓,✓,-0.43%,1.0593,376
2024-05-14,43.6,跌↓,50.0,跌↓,✓,-1.38%,1.0593,377
2024-05-15,43.0,跌↓,54.4,跌↓,✓,-0.42%,1.0593,378
2024-05-16,42.82,跌↓,52.8,涨↑,✗,+0.07%,1.0593,379
2024-05-17,42.85,跌↓,45.1,涨↑,✗,+4.99%,1.0593,380
2024-05-20,44.99,跌↓,49.9,跌↓,✓,-1.02%,1.0593,381
2024-05-21,44.53,跌↓,51.3,跌↓,✓,-3.05%,1.0593,382
2024-05-22,43.17,涨↑,56.9,跌↓,✗,-2.48%,1.0331,383
2024-05-23,42.1,涨↑,56.1,跌↓,✗,-0.76%,1.0252,384
2024-05-24,41.78,涨↑,55.1,涨↑,✓,+0.65%,1.0318,385
2024-05-27,42.05,跌↓,37.6,跌↓,✓,-0.83%,1.0318,386
2024-05-28,41.7,跌↓,50.5,涨↑,✗,+3.19%,1.0318,387
2024-05-29,43.03,跌↓,44.5,跌↓,✓,-2.09%,1.0318,388
2024-05-30,42.13,跌↓,50.8,跌↓,✓,-3.70%,1.0318,389
2024-04-30,36.23,跌↓,47.5,涨↑,✗,+5.74%,1.0318,370
2024-05-06,38.31,跌↓,38.6,涨↑,✗,+0.50%,1.0318,371
2024-05-07,38.5,跌↓,38.7,涨↑,✗,+8.03%,1.0318,372
2024-05-08,41.59,跌↓,53.4,跌↓,✓,-1.88%,1.0318,373
2024-05-09,40.81,涨↑,57.4,涨↑,✓,+1.74%,1.0498,374
2024-05-10,41.52,跌↓,52.1,涨↑,✗,+5.47%,1.0498,375
2024-05-13,43.79,跌↓,49.8,跌↓,✓,-0.43%,1.0498,376
2024-05-14,43.6,跌↓,46.9,跌↓,✓,-1.38%,1.0498,377
2024-05-15,43.0,涨↑,55.5,跌↓,✗,-0.42%,1.0454,378
2024-05-16,42.82,跌↓,52.7,涨↑,✗,+0.07%,1.0454,379
2024-05-17,42.85,跌↓,48.7,涨↑,✗,+4.99%,1.0454,380
2024-05-20,44.99,涨↑,56.0,跌↓,✗,-1.02%,1.0347,381
2024-05-21,44.53,跌↓,53.1,跌↓,✓,-3.05%,1.0347,382
2024-05-22,43.17,涨↑,61.0,跌↓,✗,-2.48%,1.0091,383
2024-05-23,42.1,涨↑,55.7,跌↓,✗,-0.76%,1.0014,384
2024-05-24,41.78,涨↑,55.9,涨↑,✓,+0.65%,1.0079,385
2024-05-27,42.05,跌↓,40.1,跌↓,✓,-0.83%,1.0079,386
2024-05-28,41.7,跌↓,53.2,涨↑,✗,+3.19%,1.0079,387
2024-05-29,43.03,跌↓,47.8,跌↓,✓,-2.09%,1.0079,388
2024-05-30,42.13,跌↓,51.7,跌↓,✓,-3.70%,1.0079,389
2024-05-31,40.57,涨↑,58.1,涨↑,✓,+4.63%,1.0546,390
2024-06-03,42.45,跌↓,39.1,跌↓,✓,-1.63%,1.0546,391
2024-06-04,41.76,跌↓,42.3,跌↓,✓,-1.70%,1.0546,392
2024-06-05,41.05,跌↓,50.1,跌↓,✓,-4.19%,1.0546,393
2024-06-06,39.33,跌↓,48.9,跌↓,✓,-0.13%,1.0546,394
2024-06-07,39.28,跌↓,48.6,涨↑,✗,+0.81%,1.0546,395
2024-06-11,39.6,跌↓,39.1,涨↑,✗,+0.15%,1.0546,396
2024-06-12,39.66,跌↓,45.7,跌↓,✓,-3.23%,1.0546,397
2024-06-13,38.38,跌↓,53.2,涨↑,✗,+0.10%,1.0546,398
2024-06-14,38.42,跌↓,43.1,跌↓,✓,-0.13%,1.0546,399
2024-05-17,42.85,涨↑,52.2,涨↑,✓,+4.99%,1.1072,380
2024-05-20,44.99,涨↑,57.0,跌↓,✗,-1.02%,1.0959,381
2024-05-21,44.53,跌↓,50.0,跌↓,✓,-3.05%,1.0959,382
2024-05-22,43.17,涨↑,63.4,跌↓,✗,-2.48%,1.0687,383
2024-05-23,42.1,涨↑,56.6,跌↓,✗,-0.76%,1.0606,384
2024-05-24,41.78,涨↑,58.9,涨↑,✓,+0.65%,1.0675,385
2024-05-27,42.05,跌↓,43.6,跌↓,✓,-0.83%,1.0675,386
2024-05-28,41.7,涨↑,54.0,涨↑,✓,+3.19%,1.1015,387
2024-05-29,43.03,跌↓,48.6,跌↓,✓,-2.09%,1.1015,388
2024-05-30,42.13,涨↑,55.9,跌↓,✗,-3.70%,1.0607,389
2024-05-31,40.57,涨↑,60.2,涨↑,✓,+4.63%,1.1099,390
2024-06-03,42.45,跌↓,38.8,跌↓,✓,-1.63%,1.1099,391
2024-06-04,41.76,跌↓,46.2,跌↓,✓,-1.70%,1.1099,392
2024-06-05,41.05,涨↑,52.1,跌↓,✗,-4.19%,1.0634,393
2024-06-06,39.33,涨↑,52.8,跌↓,✗,-0.13%,1.062,394
2024-06-07,39.28,涨↑,56.1,涨↑,✓,+0.81%,1.0707,395
2024-06-11,39.6,跌↓,39.6,涨↑,✗,+0.15%,1.0707,396
2024-06-12,39.66,跌↓,50.0,跌↓,✓,-3.23%,1.0707,397
2024-06-13,38.38,涨↑,54.8,涨↑,✓,+0.10%,1.0718,398
2024-06-14,38.42,跌↓,50.4,跌↓,✓,-0.13%,1.0718,399
2024-06-17,38.37,涨↑,58.2,涨↑,✓,+0.05%,1.0724,400
2024-06-18,38.39,涨↑,53.3,跌↓,✗,-2.21%,1.0486,401
2024-06-19,37.54,涨↑,58.1,跌↓,✗,-0.53%,1.043,402
2024-06-20,37.34,涨↑,62.6,涨↑,✓,+0.91%,1.0525,403
2024-06-21,37.68,跌↓,46.4,跌↓,✓,-7.17%,1.0525,404
2024-06-24,34.98,涨↑,61.8,涨↑,✓,+0.51%,1.0579,405
2024-06-25,35.16,涨↑,52.5,跌↓,✗,-2.73%,1.0291,406
2024-06-26,34.2,涨↑,62.7,涨↑,✓,+0.99%,1.0393,407
2024-06-27,34.54,涨↑,53.9,涨↑,✓,+1.77%,1.0576,408
2024-06-28,35.15,涨↑,60.8,涨↑,✓,+6.66%,1.128,409
2024-05-31,40.57,涨↑,55.6,涨↑,✓,+4.63%,1.1803,390
2024-06-03,42.45,跌↓,36.7,跌↓,✓,-1.63%,1.1803,391
2024-06-04,41.76,跌↓,42.2,跌↓,✓,-1.70%,1.1803,392
2024-06-05,41.05,跌↓,52.7,跌↓,✓,-4.19%,1.1803,393
2024-06-06,39.33,跌↓,48.4,跌↓,✓,-0.13%,1.1803,394
2024-06-07,39.28,涨↑,54.1,涨↑,✓,+0.81%,1.1899,395
2024-06-11,39.6,跌↓,37.5,涨↑,✗,+0.15%,1.1899,396
2024-06-12,39.66,跌↓,46.2,跌↓,✓,-3.23%,1.1899,397
2024-06-13,38.38,跌↓,48.8,涨↑,✗,+0.10%,1.1899,398
2024-06-14,38.42,跌↓,46.9,跌↓,✓,-0.13%,1.1899,399
2024-06-17,38.37,涨↑,54.7,涨↑,✓,+0.05%,1.1906,400
2024-06-18,38.39,跌↓,50.8,跌↓,✓,-2.21%,1.1906,401
2024-06-19,37.54,涨↑,56.0,跌↓,✗,-0.53%,1.1842,402
2024-06-20,37.34,涨↑,61.6,涨↑,✓,+0.91%,1.195,403
2024-06-21,37.68,跌↓,47.8,跌↓,✓,-7.17%,1.195,404
2024-06-24,34.98,涨↑,59.7,涨↑,✓,+0.51%,1.2011,405
2024-06-25,35.16,跌↓,49.9,跌↓,✓,-2.73%,1.2011,406
2024-06-26,34.2,涨↑,60.7,涨↑,✓,+0.99%,1.2131,407
2024-06-27,34.54,涨↑,54.4,涨↑,✓,+1.77%,1.2345,408
2024-06-28,35.15,涨↑,59.5,涨↑,✓,+6.66%,1.3167,409
2024-07-01,37.49,跌↓,52.8,跌↓,✓,-4.21%,1.3167,410
2024-07-02,35.91,涨↑,58.3,跌↓,✗,-5.57%,1.2434,411
2024-07-03,33.91,涨↑,54.2,跌↓,✗,-1.68%,1.2225,412
2024-07-04,33.34,涨↑,64.0,涨↑,✓,+1.95%,1.2463,413
2024-07-05,33.99,跌↓,48.7,涨↑,✗,+0.74%,1.2463,414
2024-07-08,34.24,涨↑,56.3,跌↓,✗,-5.72%,1.175,415
2024-07-09,32.28,跌↓,52.7,涨↑,✗,+2.73%,1.175,416
2024-07-10,33.16,涨↑,57.7,涨↑,✓,+0.39%,1.1796,417
2024-07-11,33.29,跌↓,52.6,跌↓,✓,-0.24%,1.1796,418
2024-07-12,33.21,涨↑,67.2,涨↑,✓,+2.80%,1.2126,419
2024-06-17,38.37,跌↓,52.9,涨↑,✗,+0.05%,1.2126,400
2024-06-18,38.39,跌↓,49.4,跌↓,✓,-2.21%,1.2126,401
2024-06-19,37.54,涨↑,57.2,跌↓,✗,-0.53%,1.2061,402
2024-06-20,37.34,涨↑,62.3,涨↑,✓,+0.91%,1.2171,403
2024-06-21,37.68,跌↓,49.0,跌↓,✓,-7.17%,1.2171,404
2024-06-24,34.98,涨↑,58.8,涨↑,✓,+0.51%,1.2234,405
2024-06-25,35.16,跌↓,52.7,跌↓,✓,-2.73%,1.2234,406
2024-06-26,34.2,涨↑,61.9,涨↑,✓,+0.99%,1.2355,407
2024-06-27,34.54,涨↑,54.7,涨↑,✓,+1.77%,1.2574,408
2024-06-28,35.15,涨↑,58.0,涨↑,✓,+6.66%,1.3411,409
2024-07-01,37.49,跌↓,51.5,跌↓,✓,-4.21%,1.3411,410
2024-07-02,35.91,涨↑,56.0,跌↓,✗,-5.57%,1.2664,411
2024-07-03,33.91,涨↑,53.5,跌↓,✗,-1.68%,1.2451,412
2024-07-04,33.34,涨↑,65.9,涨↑,✓,+1.95%,1.2694,413
2024-07-05,33.99,涨↑,54.0,涨↑,✓,+0.74%,1.2787,414
2024-07-08,34.24,涨↑,56.7,跌↓,✗,-5.72%,1.2055,415
2024-07-09,32.28,跌↓,49.4,涨↑,✗,+2.73%,1.2055,416
2024-07-10,33.16,跌↓,53.2,涨↑,✗,+0.39%,1.2055,417
2024-07-11,33.29,跌↓,47.0,跌↓,✓,-0.24%,1.2055,418
2024-07-12,33.21,涨↑,63.9,涨↑,✓,+2.80%,1.2393,419
2024-07-15,34.14,涨↑,58.9,涨↑,✓,+0.70%,1.248,420
2024-07-16,34.38,跌↓,48.9,跌↓,✓,-0.93%,1.248,421
2024-07-17,34.06,涨↑,56.3,涨↑,✓,+4.26%,1.3011,422
2024-07-18,35.51,跌↓,50.5,跌↓,✓,-0.84%,1.3011,423
2024-07-19,35.21,涨↑,59.7,涨↑,✓,+0.62%,1.3092,424
2024-07-22,35.43,跌↓,41.2,跌↓,✓,-3.33%,1.3092,425
2024-07-23,34.25,涨↑,57.9,跌↓,✗,-3.59%,1.2622,426
2024-07-24,33.02,涨↑,59.8,跌↓,✗,-1.51%,1.2431,427
2024-07-25,32.52,涨↑,62.6,跌↓,✗,-1.23%,1.2278,428
2024-07-26,32.12,涨↑,58.1,跌↓,✗,-1.06%,1.2148,429
2024-07-01,37.49,涨↑,55.3,跌↓,✗,-4.21%,1.1636,410
2024-07-02,35.91,涨↑,56.6,跌↓,✗,-5.57%,1.0988,411
2024-07-03,33.91,涨↑,54.7,跌↓,✗,-1.68%,1.0803,412
2024-07-04,33.34,涨↑,66.3,涨↑,✓,+1.95%,1.1014,413
2024-07-05,33.99,跌↓,50.9,涨↑,✗,+0.74%,1.1014,414
2024-07-08,34.24,涨↑,53.8,跌↓,✗,-5.72%,1.0384,415
2024-07-09,32.28,跌↓,49.4,涨↑,✗,+2.73%,1.0384,416
2024-07-10,33.16,涨↑,55.9,涨↑,✓,+0.39%,1.0424,417
2024-07-11,33.29,跌↓,46.0,跌↓,✓,-0.24%,1.0424,418
2024-07-12,33.21,涨↑,62.9,涨↑,✓,+2.80%,1.0716,419
2024-07-15,34.14,涨↑,53.9,涨↑,✓,+0.70%,1.0791,420
2024-07-16,34.38,跌↓,49.9,跌↓,✓,-0.93%,1.0791,421
2024-07-17,34.06,涨↑,57.9,涨↑,✓,+4.26%,1.1251,422
2024-07-18,35.51,跌↓,51.7,跌↓,✓,-0.84%,1.1251,423
2024-07-19,35.21,涨↑,61.1,涨↑,✓,+0.62%,1.1321,424
2024-07-22,35.43,跌↓,40.1,跌↓,✓,-3.33%,1.1321,425
2024-07-23,34.25,涨↑,56.8,跌↓,✗,-3.59%,1.0915,426
2024-07-24,33.02,涨↑,62.9,跌↓,✗,-1.51%,1.0749,427
2024-07-25,32.52,涨↑,62.7,跌↓,✗,-1.23%,1.0617,428
2024-07-26,32.12,涨↑,60.6,跌↓,✗,-1.06%,1.0505,429
2024-07-29,31.78,涨↑,60.7,涨↑,✓,+2.36%,1.0753,430
2024-07-30,32.53,跌↓,39.0,涨↑,✗,+4.89%,1.0753,431
2024-07-31,34.12,涨↑,55.3,跌↓,✗,-0.82%,1.0664,432
2024-08-01,33.84,涨↑,59.2,涨↑,✓,+2.84%,1.0967,433
2024-08-02,34.8,涨↑,55.2,涨↑,✓,+0.11%,1.098,434
2024-08-05,34.84,涨↑,59.4,涨↑,✓,+2.90%,1.1298,435
2024-08-06,35.85,跌↓,42.1,跌↓,✓,-7.78%,1.1298,436
2024-08-07,33.06,涨↑,56.8,涨↑,✓,+0.64%,1.137,437
2024-08-08,33.27,涨↑,54.7,跌↓,✗,-2.61%,1.1072,438
2024-08-09,32.4,涨↑,63.7,涨↑,✓,+1.30%,1.1216,439
2024-07-15,34.14,涨↑,54.2,涨↑,✓,+0.70%,1.1295,420
2024-07-16,34.38,跌↓,43.5,跌↓,✓,-0.93%,1.1295,421
2024-07-17,34.06,涨↑,61.9,涨↑,✓,+4.26%,1.1776,422
2024-07-18,35.51,跌↓,51.7,跌↓,✓,-0.84%,1.1776,423
2024-07-19,35.21,涨↑,58.8,涨↑,✓,+0.62%,1.1849,424
2024-07-22,35.43,跌↓,48.2,跌↓,✓,-3.33%,1.1849,425
2024-07-23,34.25,涨↑,60.2,跌↓,✗,-3.59%,1.1424,426
2024-07-24,33.02,涨↑,60.4,跌↓,✗,-1.51%,1.1251,427
2024-07-25,32.52,涨↑,60.9,跌↓,✗,-1.23%,1.1112,428
2024-07-26,32.12,涨↑,58.8,跌↓,✗,-1.06%,1.0995,429
2024-07-29,31.78,涨↑,58.5,涨↑,✓,+2.36%,1.1254,430
2024-07-30,32.53,跌↓,36.0,涨↑,✗,+4.89%,1.1254,431
2024-07-31,34.12,跌↓,50.5,跌↓,✓,-0.82%,1.1254,432
2024-08-01,33.84,跌↓,50.3,涨↑,✗,+2.84%,1.1254,433
2024-08-02,34.8,涨↑,53.8,涨↑,✓,+0.11%,1.1267,434
2024-08-05,34.84,涨↑,58.1,涨↑,✓,+2.90%,1.1594,435
2024-08-06,35.85,跌↓,41.3,跌↓,✓,-7.78%,1.1594,436
2024-08-07,33.06,涨↑,56.6,涨↑,✓,+0.64%,1.1667,437
2024-08-08,33.27,跌↓,51.0,跌↓,✓,-2.61%,1.1667,438
2024-08-09,32.4,涨↑,61.8,涨↑,✓,+1.30%,1.1818,439
2024-08-12,32.82,涨↑,54.5,涨↑,✓,+0.79%,1.1912,440
2024-08-13,33.08,跌↓,35.0,跌↓,✓,-3.48%,1.1912,441
2024-08-14,31.93,跌↓,50.4,跌↓,✓,-0.97%,1.1912,442
2024-08-15,31.62,跌↓,50.5,跌↓,✓,-6.36%,1.1912,443
2024-08-16,29.61,涨↑,60.7,跌↓,✗,-5.30%,1.1281,444
2024-08-19,28.04,涨↑,65.2,跌↓,✗,-1.71%,1.1087,445
2024-08-20,27.56,涨↑,68.8,跌↓,✗,-1.71%,1.0898,446
2024-08-21,27.09,涨↑,62.8,涨↑,✓,+0.70%,1.0975,447
2024-08-22,27.28,涨↑,61.3,跌↓,✗,-0.51%,1.0918,448
2024-08-23,27.14,涨↑,63.3,涨↑,✓,+1.44%,1.1075,449
2024-07-29,31.78,跌↓,49.8,涨↑,✗,+2.36%,1.1075,430
2024-07-30,32.53,跌↓,35.6,涨↑,✗,+4.89%,1.1075,431
2024-07-31,34.12,跌↓,44.7,跌↓,✓,-0.82%,1.1075,432
2024-08-01,33.84,跌↓,43.2,涨↑,✗,+2.84%,1.1075,433
2024-08-02,34.8,跌↓,42.7,涨↑,✗,+0.11%,1.1075,434
2024-08-05,34.84,跌↓,49.2,涨↑,✗,+2.90%,1.1075,435
2024-08-06,35.85,跌↓,36.7,跌↓,✓,-7.78%,1.1075,436
2024-08-07,33.06,跌↓,51.0,涨↑,✗,+0.64%,1.1075,437
2024-08-08,33.27,跌↓,42.4,跌↓,✓,-2.61%,1.1075,438
2024-08-09,32.4,跌↓,54.4,涨↑,✗,+1.30%,1.1075,439
2024-08-12,32.82,跌↓,47.5,涨↑,✗,+0.79%,1.1075,440
2024-08-13,33.08,跌↓,34.1,跌↓,✓,-3.48%,1.1075,441
2024-08-14,31.93,跌↓,46.3,跌↓,✓,-0.97%,1.1075,442
2024-08-15,31.62,跌↓,49.4,跌↓,✓,-6.36%,1.1075,443
2024-08-16,29.61,涨↑,59.6,跌↓,✗,-5.30%,1.0488,444
2024-08-19,28.04,涨↑,64.7,跌↓,✗,-1.71%,1.0309,445
2024-08-20,27.56,涨↑,66.3,跌↓,✗,-1.71%,1.0133,446
2024-08-21,27.09,涨↑,60.2,涨↑,✓,+0.70%,1.0204,447
2024-08-22,27.28,涨↑,58.4,跌↓,✗,-0.51%,1.0151,448
2024-08-23,27.14,涨↑,63.9,涨↑,✓,+1.44%,1.0297,449
2024-08-26,27.53,跌↓,52.8,跌↓,✓,-3.16%,1.0297,450
2024-08-27,26.66,涨↑,63.6,涨↑,✓,+2.18%,1.0521,451
2024-08-28,27.24,涨↑,56.5,涨↑,✓,+1.65%,1.0695,452
2024-08-29,27.69,跌↓,50.8,涨↑,✗,+2.20%,1.0695,453
2024-08-30,28.3,涨↑,58.0,跌↓,✗,-3.89%,1.0279,454
2024-09-02,27.2,涨↑,60.5,涨↑,✓,+1.73%,1.0457,455
2024-09-03,27.67,跌↓,53.7,跌↓,✓,-1.48%,1.0457,456
2024-09-04,27.26,涨↑,61.7,涨↑,✓,+0.18%,1.0476,457
2024-09-05,27.31,涨↑,59.6,跌↓,✗,-1.68%,1.03,458
2024-09-06,26.85,涨↑,59.7,涨↑,✓,+0.26%,1.0327,459
2024-08-12,32.82,涨↑,54.1,涨↑,✓,+0.79%,1.0408,440
2024-08-13,33.08,跌↓,38.1,跌↓,✓,-3.48%,1.0408,441
2024-08-14,31.93,涨↑,55.0,跌↓,✗,-0.97%,1.0307,442
2024-08-15,31.62,跌↓,53.0,跌↓,✓,-6.36%,1.0307,443
2024-08-16,29.61,涨↑,62.5,跌↓,✗,-5.30%,0.9761,444
2024-08-19,28.04,涨↑,65.6,跌↓,✗,-1.71%,0.9594,445
2024-08-20,27.56,涨↑,66.9,跌↓,✗,-1.71%,0.943,446
2024-08-21,27.09,涨↑,62.5,涨↑,✓,+0.70%,0.9496,447
2024-08-22,27.28,涨↑,59.5,跌↓,✗,-0.51%,0.9448,448
2024-08-23,27.14,涨↑,64.8,涨↑,✓,+1.44%,0.9583,449
2024-08-26,27.53,跌↓,50.3,跌↓,✓,-3.16%,0.9583,450
2024-08-27,26.66,涨↑,65.0,涨↑,✓,+2.18%,0.9792,451
2024-08-28,27.24,涨↑,56.4,涨↑,✓,+1.65%,0.9954,452
2024-08-29,27.69,跌↓,50.7,涨↑,✗,+2.20%,0.9954,453
2024-08-30,28.3,涨↑,56.4,跌↓,✗,-3.89%,0.9567,454
2024-09-02,27.2,涨↑,60.0,涨↑,✓,+1.73%,0.9732,455
2024-09-03,27.67,跌↓,51.9,跌↓,✓,-1.48%,0.9732,456
2024-09-04,27.26,涨↑,62.7,涨↑,✓,+0.18%,0.975,457
2024-09-05,27.31,涨↑,58.4,跌↓,✗,-1.68%,0.9586,458
2024-09-06,26.85,涨↑,61.6,涨↑,✓,+0.26%,0.9611,459
2024-09-09,26.92,跌↓,44.6,跌↓,✓,-1.15%,0.9611,460
2024-09-10,26.61,跌↓,53.6,跌↓,✓,-0.41%,0.9611,461
2024-09-11,26.5,跌↓,47.5,跌↓,✓,-0.49%,0.9611,462
2024-09-12,26.37,涨↑,61.7,跌↓,✗,-1.40%,0.9476,463
2024-09-13,26.0,涨↑,58.5,跌↓,✗,-3.31%,0.9162,464
2024-09-18,25.14,跌↓,53.9,涨↑,✗,+1.83%,0.9162,465
2024-09-19,25.6,跌↓,47.8,涨↑,✗,+1.21%,0.9162,466
2024-09-20,25.91,跌↓,37.7,跌↓,✓,-2.97%,0.9162,467
2024-09-23,25.14,跌↓,50.2,涨↑,✗,+4.57%,0.9162,468
2024-09-24,26.29,涨↑,55.0,跌↓,✗,-2.17%,0.8964,469
2024-08-26,27.53,跌↓,46.3,跌↓,✓,-3.16%,0.8964,450
2024-08-27,26.66,涨↑,62.9,涨↑,✓,+2.18%,0.9159,451
2024-08-28,27.24,跌↓,52.9,涨↑,✗,+1.65%,0.9159,452
2024-08-29,27.69,跌↓,47.2,涨↑,✗,+2.20%,0.9159,453
2024-08-30,28.3,跌↓,50.3,跌↓,✓,-3.89%,0.9159,454
2024-09-02,27.2,涨↑,55.2,涨↑,✓,+1.73%,0.9317,455
2024-09-03,27.67,涨↑,55.2,跌↓,✗,-1.48%,0.9179,456
2024-09-04,27.26,涨↑,61.6,涨↑,✓,+0.18%,0.9196,457
2024-09-05,27.31,涨↑,62.2,跌↓,✗,-1.68%,0.9041,458
2024-09-06,26.85,涨↑,57.0,涨↑,✓,+0.26%,0.9064,459
2024-09-09,26.92,跌↓,43.2,跌↓,✓,-1.15%,0.9064,460
2024-09-10,26.61,涨↑,56.0,跌↓,✗,-0.41%,0.9027,461
2024-09-11,26.5,跌↓,47.9,跌↓,✓,-0.49%,0.9027,462
2024-09-12,26.37,涨↑,62.2,跌↓,✗,-1.40%,0.89,463
2024-09-13,26.0,涨↑,56.1,跌↓,✗,-3.31%,0.8606,464
2024-09-18,25.14,跌↓,52.5,涨↑,✗,+1.83%,0.8606,465
2024-09-19,25.6,跌↓,44.9,涨↑,✗,+1.21%,0.8606,466
2024-09-20,25.91,跌↓,35.1,跌↓,✓,-2.97%,0.8606,467
2024-09-23,25.14,跌↓,43.3,涨↑,✗,+4.57%,0.8606,468
2024-09-24,26.29,涨↑,55.4,跌↓,✗,-2.17%,0.8419,469
2024-09-25,25.72,涨↑,62.8,涨↑,✓,+6.34%,0.8953,470
2024-09-26,27.35,涨↑,59.4,涨↑,✓,+4.31%,0.9339,471
2024-09-27,28.53,涨↑,54.3,涨↑,✓,+9.74%,1.0249,472
2024-09-30,31.31,涨↑,58.2,跌↓,✗,-3.07%,0.9935,473
2024-10-08,30.35,涨↑,59.4,跌↓,✗,-8.07%,0.9133,474
2024-10-09,27.9,跌↓,50.3,涨↑,✗,+10.00%,0.9133,475
2024-10-10,30.69,涨↑,55.4,跌↓,✗,-6.74%,0.8517,476
2024-10-11,28.62,涨↑,56.0,涨↑,✓,+1.12%,0.8612,477
2024-10-14,28.94,跌↓,41.2,跌↓,✓,-0.52%,0.8612,478
2024-10-15,28.79,跌↓,46.7,跌↓,✓,-1.60%,0.8612,479
2024-09-09,26.92,跌↓,46.6,跌↓,✓,-1.15%,0.8612,460
2024-09-10,26.61,涨↑,58.1,跌↓,✗,-0.41%,0.8577,461
2024-09-11,26.5,跌↓,46.9,跌↓,✓,-0.49%,0.8577,462
2024-09-12,26.37,涨↑,61.6,跌↓,✗,-1.40%,0.8456,463
2024-09-13,26.0,涨↑,57.7,跌↓,✗,-3.31%,0.8177,464
2024-09-18,25.14,涨↑,56.6,涨↑,✓,+1.83%,0.8326,465
2024-09-19,25.6,跌↓,41.4,涨↑,✗,+1.21%,0.8326,466
2024-09-20,25.91,跌↓,33.1,跌↓,✓,-2.97%,0.8326,467
2024-09-23,25.14,跌↓,43.4,涨↑,✗,+4.57%,0.8326,468
2024-09-24,26.29,涨↑,53.6,跌↓,✗,-2.17%,0.8146,469
2024-09-25,25.72,涨↑,61.5,涨↑,✓,+6.34%,0.8662,470
2024-09-26,27.35,涨↑,58.0,涨↑,✓,+4.31%,0.9036,471
2024-09-27,28.53,跌↓,52.3,涨↑,✗,+9.74%,0.9036,472
2024-09-30,31.31,涨↑,54.0,跌↓,✗,-3.07%,0.8758,473
2024-10-08,30.35,涨↑,56.9,跌↓,✗,-8.07%,0.8051,474
2024-10-09,27.9,跌↓,46.6,涨↑,✗,+10.00%,0.8051,475
2024-10-10,30.69,涨↑,54.6,跌↓,✗,-6.74%,0.7508,476
2024-10-11,28.62,涨↑,53.2,涨↑,✓,+1.12%,0.7592,477
2024-10-14,28.94,跌↓,40.4,跌↓,✓,-0.52%,0.7592,478
2024-10-15,28.79,跌↓,46.0,跌↓,✓,-1.60%,0.7592,479
2024-10-16,28.33,跌↓,48.8,跌↓,✓,-1.80%,0.7592,480
2024-10-17,27.82,涨↑,53.7,涨↑,✓,+2.37%,0.7772,481
2024-10-18,28.48,跌↓,42.0,涨↑,✗,+0.42%,0.7772,482
2024-10-21,28.6,跌↓,48.6,涨↑,✗,+1.57%,0.7772,483
2024-10-22,29.05,跌↓,40.4,跌↓,✓,-0.72%,0.7772,484
2024-10-23,28.84,涨↑,53.7,跌↓,✗,-1.66%,0.7643,485
2024-10-24,28.36,跌↓,40.5,涨↑,✗,+1.41%,0.7643,486
2024-10-25,28.76,跌↓,37.1,涨↑,✗,+1.32%,0.7643,487
2024-10-28,29.14,跌↓,38.2,涨↑,✗,+3.67%,0.7643,488
2024-10-29,30.21,跌↓,43.9,涨↑,✗,+7.08%,0.7643,489
2024-09-25,25.72,涨↑,67.4,涨↑,✓,+6.34%,0.8127,470
2024-09-26,27.35,跌↓,52.2,涨↑,✗,+4.31%,0.8127,471
2024-09-27,28.53,跌↓,47.8,涨↑,✗,+9.74%,0.8127,472
2024-09-30,31.31,跌↓,49.6,跌↓,✓,-3.07%,0.8127,473
2024-10-08,30.35,涨↑,59.0,跌↓,✗,-8.07%,0.7471,474
2024-10-09,27.9,跌↓,50.8,涨↑,✗,+10.00%,0.7471,475
2024-10-10,30.69,涨↑,54.2,跌↓,✗,-6.74%,0.6967,476
2024-10-11,28.62,涨↑,53.6,涨↑,✓,+1.12%,0.7045,477
2024-10-14,28.94,跌↓,40.9,跌↓,✓,-0.52%,0.7045,478
2024-10-15,28.79,跌↓,46.3,跌↓,✓,-1.60%,0.7045,479
2024-10-16,28.33,跌↓,46.0,跌↓,✓,-1.80%,0.7045,480
2024-10-17,27.82,跌↓,51.5,涨↑,✗,+2.37%,0.7045,481
2024-10-18,28.48,跌↓,43.0,涨↑,✗,+0.42%,0.7045,482
2024-10-21,28.6,跌↓,44.8,涨↑,✗,+1.57%,0.7045,483
2024-10-22,29.05,跌↓,41.0,跌↓,✓,-0.72%,0.7045,484
2024-10-23,28.84,涨↑,58.5,跌↓,✗,-1.66%,0.6928,485
2024-10-24,28.36,跌↓,46.0,涨↑,✗,+1.41%,0.6928,486
2024-10-25,28.76,跌↓,42.8,涨↑,✗,+1.32%,0.6928,487
2024-10-28,29.14,跌↓,42.1,涨↑,✗,+3.67%,0.6928,488
2024-10-29,30.21,跌↓,46.5,涨↑,✗,+7.08%,0.6928,489
2024-10-30,32.35,跌↓,37.5,跌↓,✓,-3.00%,0.6928,490
2024-10-31,31.38,跌↓,51.5,跌↓,✓,-4.72%,0.6928,491
2024-11-01,29.9,跌↓,50.3,涨↑,✗,+2.34%,0.6928,492
