date,close,predict,prob_up,real,correct,ret,equity,idx
2023-12-19,30.16,跌↓,33.6,涨↑,✗,+0.63%,1.0,284
2023-12-20,30.35,跌↓,34.9,跌↓,✓,-3.82%,1.0,285
2023-12-21,29.19,跌↓,34.2,跌↓,✓,-1.16%,1.0,286
2023-12-22,28.85,跌↓,40.5,涨↑,✗,+1.32%,1.0,287
2023-12-25,29.23,跌↓,34.5,涨↑,✗,+1.61%,1.0,288
2023-12-26,29.7,跌↓,38.1,涨↑,✗,+7.74%,1.0,289
2023-11-29,25.85,跌↓,45.2,涨↑,✗,+2.48%,1.0,270
2023-11-30,26.49,跌↓,41.2,跌↓,✓,-1.25%,1.0,271
2023-12-01,26.16,跌↓,52.2,涨↑,✗,+4.70%,1.0,272
2023-12-04,27.39,跌↓,47.2,跌↓,✓,-0.40%,1.0,273
2023-12-05,27.28,跌↓,47.9,涨↑,✗,+6.01%,1.0,274
2023-12-06,28.92,跌↓,39.2,涨↑,✗,+3.15%,1.0,275
2023-12-07,29.83,跌↓,42.3,跌↓,✓,-3.35%,1.0,276
2023-12-08,28.83,跌↓,38.0,涨↑,✗,+2.29%,1.0,277
2023-12-11,29.49,跌↓,46.9,跌↓,✓,-2.20%,1.0,278
2023-12-12,28.84,跌↓,41.2,跌↓,✓,-0.87%,1.0,279
2023-12-13,28.59,跌↓,54.3,涨↑,✗,+2.13%,1.0,280
2023-12-14,29.2,跌↓,35.8,涨↑,✗,+0.24%,1.0,281
2023-12-15,29.27,跌↓,43.2,涨↑,✗,+3.18%,1.0,282
2023-12-18,30.2,跌↓,40.0,跌↓,✓,-0.13%,1.0,283
2023-12-19,30.16,跌↓,35.7,涨↑,✗,+0.63%,1.0,284
2023-12-20,30.35,跌↓,37.3,跌↓,✓,-3.82%,1.0,285
2023-12-21,29.19,跌↓,35.0,跌↓,✓,-1.16%,1.0,286
2023-12-22,28.85,跌↓,41.1,涨↑,✗,+1.32%,1.0,287
2023-12-25,29.23,跌↓,32.8,涨↑,✗,+1.61%,1.0,288
2023-12-26,29.7,跌↓,43.6,涨↑,✗,+7.74%,1.0,289
2023-12-27,32.0,跌↓,52.7,跌↓,✓,-2.91%,1.0,290
2023-12-28,31.07,跌↓,42.5,跌↓,✓,-1.09%,1.0,291
2023-12-29,30.73,跌↓,43.3,跌↓,✓,-1.07%,1.0,292
2024-01-02,30.4,跌↓,36.2,涨↑,✗,+4.77%,1.0,293
2024-01-03,31.85,跌↓,40.7,跌↓,✓,-2.48%,1.0,294
2024-01-04,31.06,跌↓,41.4,跌↓,✓,-1.32%,1.0,295
2024-01-05,30.65,跌↓,46.3,跌↓,✓,-3.65%,1.0,296
2024-01-08,29.53,跌↓,36.6,涨↑,✗,+2.24%,1.0,297
2024-01-09,30.19,跌↓,36.0,跌↓,✓,-3.35%,1.0,298
2024-01-10,29.18,跌↓,38.6,涨↑,✗,+7.61%,1.0,299
2023-12-13,28.59,涨↑,59.1,涨↑,✓,+2.13%,1.0213,280
2023-12-14,29.2,跌↓,46.1,涨↑,✗,+0.24%,1.0213,281
2023-12-15,29.27,跌↓,52.2,涨↑,✗,+3.18%,1.0213,282
2023-12-18,30.2,跌↓,49.2,跌↓,✓,-0.13%,1.0213,283
2023-12-19,30.16,跌↓,38.5,涨↑,✗,+0.63%,1.0213,284
2023-12-20,30.35,跌↓,41.7,跌↓,✓,-3.82%,1.0213,285
2023-12-21,29.19,跌↓,41.0,跌↓,✓,-1.16%,1.0213,286
2023-12-22,28.85,跌↓,47.8,涨↑,✗,+1.32%,1.0213,287
2023-12-25,29.23,跌↓,37.8,涨↑,✗,+1.61%,1.0213,288
2023-12-26,29.7,跌↓,49.3,涨↑,✗,+7.74%,1.0213,289
2023-12-27,32.0,跌↓,54.1,跌↓,✓,-2.91%,1.0213,290
2023-12-28,31.07,跌↓,49.3,跌↓,✓,-1.09%,1.0213,291
2023-12-29,30.73,跌↓,44.0,跌↓,✓,-1.07%,1.0213,292
2024-01-02,30.4,跌↓,36.2,涨↑,✗,+4.77%,1.0213,293
2024-01-03,31.85,跌↓,45.5,跌↓,✓,-2.48%,1.0213,294
2024-01-04,31.06,跌↓,46.9,跌↓,✓,-1.32%,1.0213,295
2024-01-05,30.65,跌↓,54.3,跌↓,✓,-3.65%,1.0213,296
2024-01-08,29.53,跌↓,42.1,涨↑,✗,+2.24%,1.0213,297
2024-01-09,30.19,跌↓,39.4,跌↓,✓,-3.35%,1.0213,298
2024-01-10,29.18,跌↓,45.4,涨↑,✗,+7.61%,1.0213,299
2024-01-11,31.4,跌↓,43.6,跌↓,✓,-0.99%,1.0213,300
2024-01-12,31.09,涨↑,56.4,跌↓,✗,-1.16%,1.0095,301
2024-01-15,30.73,跌↓,47.0,涨↑,✗,+2.15%,1.0095,302
2024-01-16,31.39,跌↓,52.4,跌↓,✓,-2.04%,1.0095,303
2024-01-17,30.75,跌↓,50.7,涨↑,✗,+0.20%,1.0095,304
2024-01-18,30.81,跌↓,43.6,跌↓,✓,-1.30%,1.0095,305
2024-01-19,30.41,跌↓,41.1,跌↓,✓,-9.24%,1.0095,306
2024-01-22,27.6,跌↓,42.5,跌↓,✓,-0.25%,1.0095,307
2024-01-23,27.53,跌↓,51.5,涨↑,✗,+1.74%,1.0095,308
2024-01-24,28.01,跌↓,44.1,跌↓,✓,-1.86%,1.0095,309
2023-12-27,32.0,涨↑,58.6,跌↓,✗,-2.91%,0.9802,290
2023-12-28,31.07,跌↓,51.6,跌↓,✓,-1.09%,0.9802,291
2023-12-29,30.73,跌↓,42.3,跌↓,✓,-1.07%,0.9802,292
2024-01-02,30.4,跌↓,37.6,涨↑,✗,+4.77%,0.9802,293
2024-01-03,31.85,跌↓,47.1,跌↓,✓,-2.48%,0.9802,294
2024-01-04,31.06,跌↓,53.3,跌↓,✓,-1.32%,0.9802,295
2024-01-05,30.65,涨↑,57.9,跌↓,✗,-3.65%,0.9444,296
2024-01-08,29.53,跌↓,47.8,涨↑,✗,+2.24%,0.9444,297
2024-01-09,30.19,跌↓,48.4,跌↓,✓,-3.35%,0.9444,298
2024-01-10,29.18,跌↓,49.0,涨↑,✗,+7.61%,0.9444,299
2024-01-11,31.4,跌↓,49.3,跌↓,✓,-0.99%,0.9444,300
2024-01-12,31.09,涨↑,59.3,跌↓,✗,-1.16%,0.9334,301
2024-01-15,30.73,跌↓,53.6,涨↑,✗,+2.15%,0.9334,302
2024-01-16,31.39,涨↑,59.6,跌↓,✗,-2.04%,0.9144,303
2024-01-17,30.75,涨↑,54.5,涨↑,✓,+0.20%,0.9162,304
2024-01-18,30.81,跌↓,51.4,跌↓,✓,-1.30%,0.9162,305
2024-01-19,30.41,跌↓,52.2,跌↓,✓,-9.24%,0.9162,306
2024-01-22,27.6,跌↓,46.7,跌↓,✓,-0.25%,0.9162,307
2024-01-23,27.53,涨↑,55.1,涨↑,✓,+1.74%,0.9321,308
2024-01-24,28.01,跌↓,50.0,跌↓,✓,-1.86%,0.9321,309
2024-01-25,27.49,跌↓,43.7,涨↑,✗,+2.80%,0.9321,310
2024-01-26,28.26,跌↓,45.1,跌↓,✓,-1.56%,0.9321,311
2024-01-29,27.82,跌↓,39.5,跌↓,✓,-2.91%,0.9321,312
2024-01-30,27.01,跌↓,52.6,涨↑,✗,+0.78%,0.9321,313
2024-01-31,27.22,涨↑,54.1,跌↓,✗,-0.73%,0.9253,314
2024-02-01,27.02,跌↓,47.5,涨↑,✗,+5.48%,0.9253,315
2024-02-02,28.5,跌↓,42.1,跌↓,✓,-2.28%,0.9253,316
2024-02-05,27.85,涨↑,54.3,跌↓,✗,-0.83%,0.9177,317
2024-02-06,27.62,涨↑,57.8,跌↓,✗,-1.30%,0.9057,318
2024-02-07,27.26,跌↓,39.7,涨↑,✗,+0.51%,0.9057,319
2024-01-11,31.4,跌↓,42.4,跌↓,✓,-0.99%,0.9057,300
2024-01-12,31.09,涨↑,57.5,跌↓,✗,-1.16%,0.8952,301
2024-01-15,30.73,跌↓,52.0,涨↑,✗,+2.15%,0.8952,302
2024-01-16,31.39,跌↓,54.0,跌↓,✓,-2.04%,0.8952,303
2024-01-17,30.75,跌↓,53.9,涨↑,✗,+0.20%,0.8952,304
2024-01-18,30.81,跌↓,46.2,跌↓,✓,-1.30%,0.8952,305
2024-01-19,30.41,跌↓,52.9,跌↓,✓,-9.24%,0.8952,306
2024-01-22,27.6,跌↓,49.8,跌↓,✓,-0.25%,0.8952,307
2024-01-23,27.53,跌↓,53.1,涨↑,✗,+1.74%,0.8952,308
2024-01-24,28.01,涨↑,55.7,跌↓,✗,-1.86%,0.8786,309
2024-01-25,27.49,跌↓,46.5,涨↑,✗,+2.80%,0.8786,310
2024-01-26,28.26,跌↓,48.5,跌↓,✓,-1.56%,0.8786,311
2024-01-29,27.82,跌↓,45.1,跌↓,✓,-2.91%,0.8786,312
2024-01-30,27.01,跌↓,52.3,涨↑,✗,+0.78%,0.8786,313
2024-01-31,27.22,涨↑,57.9,跌↓,✗,-0.73%,0.8721,314
2024-02-01,27.02,跌↓,50.9,涨↑,✗,+5.48%,0.8721,315
2024-02-02,28.5,跌↓,46.1,跌↓,✓,-2.28%,0.8721,316
2024-02-05,27.85,跌↓,54.2,跌↓,✓,-0.83%,0.8721,317
2024-02-06,27.62,涨↑,60.2,跌↓,✗,-1.30%,0.8608,318
2024-02-07,27.26,跌↓,46.6,涨↑,✗,+0.51%,0.8608,319
2024-02-08,27.4,跌↓,45.2,跌↓,✓,-2.85%,0.8608,320
2024-02-19,26.62,跌↓,33.9,涨↑,✗,+5.71%,0.8608,321
2024-02-20,28.14,跌↓,35.7,跌↓,✓,-0.50%,0.8608,322
2024-02-21,28.0,跌↓,38.9,涨↑,✗,+2.18%,0.8608,323
2024-02-22,28.61,跌↓,38.1,跌↓,✓,-1.01%,0.8608,324
2024-02-23,28.32,跌↓,31.0,涨↑,✗,+4.06%,0.8608,325
2024-02-26,29.47,跌↓,41.6,涨↑,✗,+4.04%,0.8608,326
2024-02-27,30.66,跌↓,48.8,跌↓,✓,-5.41%,0.8608,327
2024-02-28,29.0,跌↓,48.4,涨↑,✗,+0.69%,0.8608,328
2024-02-29,29.2,跌↓,47.6,跌↓,✓,-1.95%,0.8608,329
2024-01-25,27.49,跌↓,41.6,涨↑,✗,+2.80%,0.8608,310
2024-01-26,28.26,跌↓,44.4,跌↓,✓,-1.56%,0.8608,311
2024-01-29,27.82,跌↓,43.5,跌↓,✓,-2.91%,0.8608,312
2024-01-30,27.01,跌↓,52.6,涨↑,✗,+0.78%,0.8608,313
2024-01-31,27.22,涨↑,55.3,跌↓,✗,-0.73%,0.8544,314
2024-02-01,27.02,跌↓,47.1,涨↑,✗,+5.48%,0.8544,315
2024-02-02,28.5,跌↓,40.5,跌↓,✓,-2.28%,0.8544,316
2024-02-05,27.85,跌↓,49.0,跌↓,✓,-0.83%,0.8544,317
2024-02-06,27.62,涨↑,57.2,跌↓,✗,-1.30%,0.8433,318
2024-02-07,27.26,跌↓,40.9,涨↑,✗,+0.51%,0.8433,319
2024-02-08,27.4,跌↓,45.7,跌↓,✓,-2.85%,0.8433,320
2024-02-19,26.62,跌↓,33.7,涨↑,✗,+5.71%,0.8433,321
2024-02-20,28.14,跌↓,39.2,跌↓,✓,-0.50%,0.8433,322
2024-02-21,28.0,跌↓,41.4,涨↑,✗,+2.18%,0.8433,323
2024-02-22,28.61,跌↓,40.7,跌↓,✓,-1.01%,0.8433,324
2024-02-23,28.32,跌↓,29.8,涨↑,✗,+4.06%,0.8433,325
2024-02-26,29.47,跌↓,40.6,涨↑,✗,+4.04%,0.8433,326
2024-02-27,30.66,跌↓,46.5,跌↓,✓,-5.41%,0.8433,327
2024-02-28,29.0,跌↓,47.6,涨↑,✗,+0.69%,0.8433,328
2024-02-29,29.2,跌↓,48.0,跌↓,✓,-1.95%,0.8433,329
2024-03-01,28.63,跌↓,41.8,跌↓,✓,-3.07%,0.8433,330
2024-03-04,27.75,跌↓,34.5,涨↑,✗,+2.45%,0.8433,331
2024-03-05,28.43,跌↓,41.4,跌↓,✓,-3.38%,0.8433,332
2024-03-06,27.47,跌↓,36.9,跌↓,✓,+0.00%,0.8433,333
2024-03-07,27.47,跌↓,43.7,跌↓,✓,-2.07%,0.8433,334
2024-03-08,26.9,跌↓,34.1,涨↑,✗,+0.37%,0.8433,335
2024-03-11,27.0,跌↓,35.5,涨↑,✗,+1.00%,0.8433,336
2024-03-12,27.27,跌↓,33.5,跌↓,✓,-5.79%,0.8433,337
2024-03-13,25.69,跌↓,44.0,跌↓,✓,-2.22%,0.8433,338
2024-03-14,25.12,跌↓,49.5,涨↑,✗,+2.47%,0.8433,339
2024-02-08,27.4,跌↓,51.7,跌↓,✓,-2.85%,0.8433,320
2024-02-19,26.62,跌↓,37.3,涨↑,✗,+5.71%,0.8433,321
2024-02-20,28.14,跌↓,34.5,跌↓,✓,-0.50%,0.8433,322
2024-02-21,28.0,跌↓,39.8,涨↑,✗,+2.18%,0.8433,323
2024-02-22,28.61,跌↓,34.7,跌↓,✓,-1.01%,0.8433,324
2024-02-23,28.32,跌↓,28.0,涨↑,✗,+4.06%,0.8433,325
2024-02-26,29.47,跌↓,30.1,涨↑,✗,+4.04%,0.8433,326
2024-02-27,30.66,跌↓,37.4,跌↓,✓,-5.41%,0.8433,327
2024-02-28,29.0,跌↓,39.8,涨↑,✗,+0.69%,0.8433,328
2024-02-29,29.2,跌↓,42.3,跌↓,✓,-1.95%,0.8433,329
2024-03-01,28.63,跌↓,42.2,跌↓,✓,-3.07%,0.8433,330
2024-03-04,27.75,跌↓,35.9,涨↑,✗,+2.45%,0.8433,331
2024-03-05,28.43,跌↓,37.3,跌↓,✓,-3.38%,0.8433,332
2024-03-06,27.47,跌↓,33.7,跌↓,✓,+0.00%,0.8433,333
2024-03-07,27.47,跌↓,36.3,跌↓,✓,-2.07%,0.8433,334
2024-03-08,26.9,跌↓,32.3,涨↑,✗,+0.37%,0.8433,335
2024-03-11,27.0,跌↓,34.0,涨↑,✗,+1.00%,0.8433,336
2024-03-12,27.27,跌↓,30.4,跌↓,✓,-5.79%,0.8433,337
2024-03-13,25.69,跌↓,39.8,跌↓,✓,-2.22%,0.8433,338
2024-03-14,25.12,跌↓,43.6,涨↑,✗,+2.47%,0.8433,339
2024-03-15,25.74,跌↓,46.1,涨↑,✗,+3.69%,0.8433,340
2024-03-18,26.69,跌↓,38.0,涨↑,✗,+10.00%,0.8433,341
2024-03-19,29.36,跌↓,44.7,涨↑,✗,+3.81%,0.8433,342
2024-03-20,30.48,跌↓,41.2,涨↑,✗,+10.01%,0.8433,343
2024-03-21,33.53,跌↓,37.8,涨↑,✗,+3.04%,0.8433,344
2024-03-22,34.55,跌↓,31.5,跌↓,✓,-5.27%,0.8433,345
2024-03-25,32.73,跌↓,47.3,涨↑,✗,+1.44%,0.8433,346
2024-03-26,33.2,跌↓,39.5,涨↑,✗,+0.57%,0.8433,347
2024-03-27,33.39,跌↓,53.9,跌↓,✓,-0.81%,0.8433,348
2024-03-28,33.12,涨↑,63.7,涨↑,✓,+9.99%,0.9276,349
2024-03-01,28.63,跌↓,52.3,跌↓,✓,-3.07%,0.9276,330
2024-03-04,27.75,跌↓,44.9,涨↑,✗,+2.45%,0.9276,331
2024-03-05,28.43,跌↓,45.4,跌↓,✓,-3.38%,0.9276,332
2024-03-06,27.47,跌↓,45.8,跌↓,✓,+0.00%,0.9276,333
2024-03-07,27.47,跌↓,48.0,跌↓,✓,-2.07%,0.9276,334
2024-03-08,26.9,跌↓,43.3,涨↑,✗,+0.37%,0.9276,335
2024-03-11,27.0,跌↓,41.0,涨↑,✗,+1.00%,0.9276,336
2024-03-12,27.27,跌↓,37.0,跌↓,✓,-5.79%,0.9276,337
2024-03-13,25.69,跌↓,52.7,跌↓,✓,-2.22%,0.9276,338
2024-03-14,25.12,跌↓,55.1,涨↑,✗,+2.47%,0.9276,339
2024-03-15,25.74,跌↓,51.3,涨↑,✗,+3.69%,0.9276,340
2024-03-18,26.69,跌↓,42.1,涨↑,✗,+10.00%,0.9276,341
2024-03-19,29.36,跌↓,52.9,涨↑,✗,+3.81%,0.9276,342
2024-03-20,30.48,跌↓,42.3,涨↑,✗,+10.01%,0.9276,343
2024-03-21,33.53,跌↓,45.1,涨↑,✗,+3.04%,0.9276,344
2024-03-22,34.55,跌↓,37.8,跌↓,✓,-5.27%,0.9276,345
2024-03-25,32.73,跌↓,53.9,涨↑,✗,+1.44%,0.9276,346
2024-03-26,33.2,跌↓,44.3,涨↑,✗,+0.57%,0.9276,347
2024-03-27,33.39,涨↑,59.3,跌↓,✗,-0.81%,0.9201,348
2024-03-28,33.12,涨↑,63.1,涨↑,✓,+9.99%,1.012,349
2024-03-29,36.43,跌↓,55.5,涨↑,✗,+7.11%,1.012,350
2024-04-01,39.02,跌↓,55.4,跌↓,✓,-2.92%,1.012,351
2024-04-02,37.88,涨↑,57.1,涨↑,✓,+0.42%,1.0163,352
2024-04-03,38.04,跌↓,55.6,跌↓,✓,-1.66%,1.0163,353
2024-04-08,37.41,涨↑,65.5,涨↑,✓,+1.87%,1.0353,354
2024-04-09,38.11,跌↓,51.1,跌↓,✓,-1.18%,1.0353,355
2024-04-10,37.66,涨↑,59.6,跌↓,✗,-3.98%,0.9941,356
2024-04-11,36.16,涨↑,67.4,跌↓,✗,-0.28%,0.9913,357
2024-04-12,36.06,涨↑,69.0,跌↓,✗,-1.69%,0.9746,358
2024-04-15,35.45,涨↑,56.5,涨↑,✓,+2.09%,0.9949,359
2024-03-15,25.74,跌↓,54.4,涨↑,✗,+3.69%,0.9949,340
2024-03-18,26.69,跌↓,42.8,涨↑,✗,+10.00%,0.9949,341
2024-03-19,29.36,跌↓,52.5,涨↑,✗,+3.81%,0.9949,342
2024-03-20,30.48,跌↓,41.2,涨↑,✗,+10.01%,0.9949,343
2024-03-21,33.53,跌↓,47.7,涨↑,✗,+3.04%,0.9949,344
2024-03-22,34.55,跌↓,41.0,跌↓,✓,-5.27%,0.9949,345
2024-03-25,32.73,跌↓,54.4,涨↑,✗,+1.44%,0.9949,346
2024-03-26,33.2,跌↓,45.3,涨↑,✗,+0.57%,0.9949,347
2024-03-27,33.39,涨↑,59.8,跌↓,✗,-0.81%,0.9869,348
2024-03-28,33.12,涨↑,61.1,涨↑,✓,+9.99%,1.0855,349
2024-03-29,36.43,跌↓,51.1,涨↑,✗,+7.11%,1.0855,350
2024-04-01,39.02,跌↓,55.0,跌↓,✓,-2.92%,1.0855,351
2024-04-02,37.88,涨↑,57.0,涨↑,✓,+0.42%,1.0901,352
2024-04-03,38.04,涨↑,56.2,跌↓,✗,-1.66%,1.072,353
2024-04-08,37.41,涨↑,64.7,涨↑,✓,+1.87%,1.0921,354
2024-04-09,38.11,跌↓,49.0,跌↓,✓,-1.18%,1.0921,355
2024-04-10,37.66,涨↑,57.5,跌↓,✗,-3.98%,1.0486,356
2024-04-11,36.16,涨↑,67.0,跌↓,✗,-0.28%,1.0457,357
2024-04-12,36.06,涨↑,68.9,跌↓,✗,-1.69%,1.028,358
2024-04-15,35.45,跌↓,53.4,涨↑,✗,+2.09%,1.028,359
2024-04-16,36.19,涨↑,58.9,跌↓,✗,-0.55%,1.0223,360
2024-04-17,35.99,跌↓,42.5,涨↑,✗,+2.11%,1.0223,361
2024-04-18,36.75,跌↓,44.2,涨↑,✗,+0.79%,1.0223,362
2024-04-19,37.04,跌↓,43.6,涨↑,✗,+7.69%,1.0223,363
2024-04-22,39.89,跌↓,40.6,跌↓,✓,-2.23%,1.0223,364
2024-04-23,39.0,跌↓,47.1,跌↓,✓,-2.77%,1.0223,365
2024-04-24,37.92,跌↓,36.2,跌↓,✓,-2.27%,1.0223,366
2024-04-25,37.06,跌↓,48.2,跌↓,✓,-2.64%,1.0223,367
2024-04-26,36.08,跌↓,55.1,涨↑,✗,+0.17%,1.0223,368
2024-04-29,36.14,跌↓,42.1,涨↑,✗,+0.25%,1.0223,369
2024-03-29,36.43,涨↑,58.5,涨↑,✓,+7.11%,1.095,350
2024-04-01,39.02,涨↑,63.2,跌↓,✗,-2.92%,1.063,351
2024-04-02,37.88,涨↑,63.0,涨↑,✓,+0.42%,1.0675,352
2024-04-03,38.04,涨↑,62.5,跌↓,✗,-1.66%,1.0498,353
2024-04-08,37.41,涨↑,67.1,涨↑,✓,+1.87%,1.0695,354
2024-04-09,38.11,涨↑,57.0,跌↓,✗,-1.18%,1.0568,355
2024-04-10,37.66,涨↑,57.6,跌↓,✗,-3.98%,1.0147,356
2024-04-11,36.16,涨↑,67.4,跌↓,✗,-0.28%,1.0119,357
2024-04-12,36.06,涨↑,66.7,跌↓,✗,-1.69%,0.9948,358
2024-04-15,35.45,涨↑,58.5,涨↑,✓,+2.09%,1.0156,359
2024-04-16,36.19,涨↑,56.4,跌↓,✗,-0.55%,1.01,360
2024-04-17,35.99,跌↓,51.2,涨↑,✗,+2.11%,1.01,361
2024-04-18,36.75,涨↑,55.7,涨↑,✓,+0.79%,1.0179,362
2024-04-19,37.04,跌↓,49.8,涨↑,✗,+7.69%,1.0179,363
2024-04-22,39.89,跌↓,48.0,跌↓,✓,-2.23%,1.0179,364
2024-04-23,39.0,涨↑,53.2,跌↓,✗,-2.77%,0.9898,365
2024-04-24,37.92,跌↓,42.1,跌↓,✓,-2.27%,0.9898,366
2024-04-25,37.06,跌↓,51.8,跌↓,✓,-2.64%,0.9898,367
2024-04-26,36.08,涨↑,60.6,涨↑,✓,+0.17%,0.9914,368
2024-04-29,36.14,跌↓,42.9,涨↑,✗,+0.25%,0.9914,369
2024-04-30,36.23,跌↓,47.4,涨↑,✗,+5.74%,0.9914,370
2024-05-06,38.31,跌↓,36.8,涨↑,✗,+0.50%,0.9914,371
2024-05-07,38.5,跌↓,33.0,涨↑,✗,+8.03%,0.9914,372
2024-05-08,41.59,涨↑,59.1,跌↓,✗,-1.88%,0.9728,373
2024-05-09,40.81,涨↑,55.2,涨↑,✓,+1.74%,0.9897,374
2024-05-10,41.52,涨↑,54.6,涨↑,✓,+5.47%,1.0438,375
2024-05-13,43.79,跌↓,50.4,跌↓,✓,-0.43%,1.0438,376
2024-05-14,43.6,跌↓,52.1,跌↓,✓,-1.38%,1.0438,377
2024-05-15,43.0,涨↑,58.3,跌↓,✗,-0.42%,1.0395,378
2024-05-16,42.82,跌↓,51.9,涨↑,✗,+0.07%,1.0395,379
2024-04-16,36.19,跌↓,45.1,跌↓,✓,-0.55%,1.0395,360
2024-04-17,35.99,跌↓,45.1,涨↑,✗,+2.11%,1.0395,361
2024-04-18,36.75,跌↓,51.4,涨↑,✗,+0.79%,1.0395,362
2024-04-19,37.04,跌↓,42.3,涨↑,✗,+7.69%,1.0395,363
2024-04-22,39.89,跌↓,48.8,跌↓,✓,-2.23%,1.0395,364
2024-04-23,39.0,跌↓,50.8,跌↓,✓,-2.77%,1.0395,365
2024-04-24,37.92,跌↓,36.3,跌↓,✓,-2.27%,1.0395,366
2024-04-25,37.06,跌↓,44.6,跌↓,✓,-2.64%,1.0395,367
2024-04-26,36.08,涨↑,56.6,涨↑,✓,+0.17%,1.0412,368
2024-04-29,36.14,跌↓,40.1,涨↑,✗,+0.25%,1.0412,369
2024-04-30,36.23,跌↓,40.3,涨↑,✗,+5.74%,1.0412,370
2024-05-06,38.31,跌↓,35.3,涨↑,✗,+0.50%,1.0412,371
