代码,ROE,净利增长,毛利率,EPS
603083,1.2,-56.4053,,0.1162
603115,0.76,20.1751,,0.0639
601168,4.6,16.5807,,0.4987
603061,1.19,-53.3085,,0.2482
600539,-1.11,,,
603222,0.94,-57.4809,,0.0345
603637,0.87,-57.2839,,0.0345
603227,2.71,-46.4295,,0.1227
603507,2.57,35.4781,,0.4786
603259,3.49,-10.383,,0.6678
603701,0.93,16.2017,,0.0328
603863,-3.53,,,
603876,0.46,-80.2065,,0.0343
603132,2.47,96.486,,0.0826
603936,0.58,24.8486,,0.0411
603966,1.59,7.0307,,0.0707
605056,0.56,-39.9887,,0.0193
605016,3.43,20.466,,0.2154
603995,2.33,39.4346,,0.4521
605222,1.83,-44.8458,,0.2038
605178,-2.29,,,
605167,2.38,14.2319,,0.0869
605366,0.35,71.9499,,0.0116
688001,-0.88,-228.1927,,
688017,0.99,-15.4531,,0.123
688046,1.38,-5.0589,,0.0719
688025,1.34,-16.0954,,0.268
688072,0.23,-85.1087,,0.0413
688090,0.12,-84.279,,0.0257
688010,-1.18,,,
688127,1.75,514.6429,,0.073
688167,-0.69,-206.6127,,
688156,0.63,-23.4046,,0.0404
605162,1.98,151.7895,,0.0625
688215,0.34,-49.5626,,0.0656
688192,-32.19,,,
688180,-4.12,,,
688262,-1.96,,,
688234,0.88,,,0.1073
688205,1.05,5.3584,,0.2284
688307,1.3,,,0.1273
688272,1.47,,,0.0969
688317,0.7,346.4713,,0.1382
688282,-1.33,-261.7964,,
688343,-3.21,,,
688388,-0.67,-231.1921,,
688336,1.83,190.1955,,0.1439
688383,2.05,-53.2741,,0.2657
688362,-1.49,,,
688455,-2.83,,,
688428,-2.03,,,
688488,-1.22,-2898.794,,
688593,-0.73,-158.5447,,
688535,1.23,207.2999,,0.1583
688620,-0.32,-226.8779,,
688545,2.77,,,0.1683
688596,0.81,134.0931,,0.1235
688607,0.14,,,0.0135
688630,1.95,18.6587,,0.3025
000551,2.6,48.2896,,0.2378
688668,1.04,-45.1117,,0.184
688710,,,,
688700,1.77,-38.7181,,0.1349
000550,4.45,53.4089,,0.277
000630,3.32,90.0962,,0.1083
688819,3.15,-14.8276,,0.5222
688676,2.76,7.1499,,0.2186
000338,3.14,48.9607,,0.3833
000628,1.62,13.5761,,0.0843
001313,-2.15,,,
000659,-3.04,,,
000688,0.11,-82.1494,,0.0013
000729,0.74,43.9354,,0.0459
000800,0.69,174.0036,,0.0365
000807,4.32,29.7444,,0.3878
000949,1.13,254.4528,,0.0421
000830,3.25,76.1475,,0.2963
002008,6.25,544.6896,,0.9488
002371,4.4,81.8076,,2.1095
002196,-0.59,-200.8002,,
001368,2.19,1.9365,,0.2773
002272,-1.09,,,
002203,2.2,-14.3084,,0.1463
002348,-2.62,,,
002409,3.49,43.876,,0.5261
002415,2.44,14.0564,,0.2381
002635,1.8,54.0501,,0.1554
002437,2.89,154.9607,,0.0246
002643,1.38,-29.9442,,0.1435
002534,6.27,681.1385,,0.3626
002723,0.16,-7.4245,,0.0129
002624,-0.34,-83.6039,,0.0197
002662,2.61,82.4187,,0.0734
002692,1.45,200.2231,,0.023
002674,1.42,36.5315,,0.1526
002738,2.07,-77.0046,,0.3445
002823,1.88,6885.7762,,0.0969
002831,1.94,25.3833,,0.2411
002825,1.58,11.6043,,0.0683
002730,1.41,14.1523,,0.0674
002849,2.08,201.5932,,0.1283
002956,3.01,14.588,,0.2016
002838,1.16,7.6195,,0.0873
002976,0.27,-94.0311,,0.014
002993,2.5,34.9194,,0.45
003027,0.5,-65.8822,,0.0777
300184,0.97,5.1139,,0.0305
003038,1.34,56.7222,,0.2301
003022,0.72,-65.0753,,0.0392
300179,2.26,-28.3684,,0.0482
300065,0.14,-55.8401,,0.003
300206,1.92,-72.4121,,0.0668
300258,1.24,2.65,,0.0974
300398,1.54,-12.6221,,0.1258
300409,0.24,,,0.0409
300394,7.99,203.7578,,0.7086
300475,0.53,-87.8154,,0.0231
300450,4.54,0.6581,,0.3509
300478,-4.62,,,
300499,0.4,,,0.0192
300109,3.3,1.3505,,0.3748
300457,2.5,87.2369,,0.4437
300599,-0.79,-214.7835,,
300236,0.85,-42.361,,0.1044
300480,1.03,-30.3641,,0.0434
300592,3.68,-4.1597,,0.2834
300602,0.63,,,0.0295
300633,3.08,-27.6467,,0.2326
300613,1.4,-54.6773,,0.1047
300666,1.42,-21.2584,,0.1536
300634,3.17,32.2341,,0.1803
300679,3.52,270.5128,,0.3927
300697,3.35,-24.0138,,0.1115
300470,3.15,2.9077,,0.3988
300812,-1.52,,,
300684,1.56,43.1177,,0.0989
300700,0.01,-100.698,,0.0006
300790,2.12,384.6923,,0.1391
300855,4.73,8.7493,,0.2297
300814,0.97,-22.0899,,0.0646
300821,0.93,,,0.0381
300936,0.76,5.2629,,0.0984
300988,1.65,-16.2498,,0.1048
600232,0.83,35.3413,,0.03
600111,0.24,-86.9275,,0.0342
600206,0.01,-139.7175,,0.001
600259,-9.08,-17448.2152,,
600292,0.61,21.1216,,0.0506
600353,1.43,34.1629,,0.0298
600398,4.55,11.5402,,0.1845
600366,-0.01,-111.6797,,
600668,0.05,-91.0063,,0.0047
600746,0.49,,,0.0219
600741,2.14,-15.0273,,0.4545
600713,2.41,7.2667,,0.1503
600629,1.58,-11.681,,0.0911
600769,4.25,15.7893,,0.0107
600801,0.61,3.2765,,0.1404
600867,2.89,-14.3665,,0.1077
600817,1.28,-3.0809,,0.0678
600988,3.15,162.9563,,0.1427
601886,2.51,15.3381,,0.1868
300990,0.29,-81.8805,,0.0305
601000,2.64,4.5862,,0.0975
600498,0.31,11.266,,0.0344
601083,1.51,-56.149,,0.0993
603012,1.65,-52.6914,,0.0636
603042,-0.43,,,
603010,1.14,-25.6967,,0.0725
603091,5.62,,,0.82
603125,2.09,0.3358,,0.2412
603112,3.7,43.5646,,0.2319
603127,-3.41,-245.6308,,
603048,1.33,167.2509,,0.1171
601677,2.22,2.3291,,0.2915
603126,1.25,-47.7277,,0.0435
603135,0.49,-69.2019,,0.0339
603239,4.61,71.0335,,0.1919
603289,1.76,-26.0849,,0.0844
603186,-0.06,,,
603488,0.78,-49.0381,,0.0276
603375,-0.14,-113.903,,
603308,2.0,15.372,,0.1251
603296,2.84,4.8203,,0.8206
603328,2.69,36.7467,,0.1049
603345,3.36,18.986,,1.5038
603585,-0.13,-127.6872,,0.01
603698,0.39,-61.3342,,0.0239
605055,-0.41,,,
603909,2.19,248.5769,,0.1136
605258,1.12,74.1485,,0.1496
605198,2.07,-13.8189,,0.1529
605100,1.58,-17.4906,,0.1768
603588,2.04,-10.7311,,0.1366
605566,0.75,-23.5704,,0.0882
603950,1.87,-29.5995,,0.1434
605298,-0.22,-475.7036,,
605589,1.35,7.2961,,0.1793
688020,-0.97,,,
688143,0.56,,,0.0519
688006,3.27,-17.7433,,0.2865
688062,-8.55,,,
688045,0.02,,,0.0041
688237,1.36,-19.8227,,0.1923
688097,-0.51,-132.417,,
688372,-0.01,-101.1195,,
688170,-0.56,-251.5698,,
688273,2.65,14.3556,,0.3795
688268,2.41,12.1335,,0.3759
688265,-0.75,,,
688131,0.66,-64.1051,,0.11
688302,-3.56,,,
688379,0.83,-6.2499,,0.086
688758,2.37,,,0.0669
688400,-0.17,-203.001,,
000070,0.74,807.6334,,0.0224
000426,3.42,1506.9299,,0.1224
688720,0.74,112.2839,,0.0852
688003,-2.04,,,
000078,1.4,-37.2596,,0.0251
688618,1.76,35.5464,,0.2058
688525,7.75,,,0.365
688543,1.48,212.7086,,0.2388
688355,1.53,63.8825,,0.1328
000626,-0.18,-73.4267,,0.0125
688479,1.65,-11.8123,,0.2218
688603,1.65,58.087,,0.3086
000408,3.89,-42.7449,,0.3335
000978,-0.97,,,
000810,1.64,-8.433,,0.089
000935,0.12,-96.1083,,0.0108
000831,-6.32,-1684.0001,,
000795,2.52,76.6879,,0.0582
000975,4.17,76.3128,,0.2018
001400,,-4.6539,,0.7024
002064,2.67,8.2001,,0.1375
001338,2.38,134.2678,,0.1637
001316,1.73,-21.0221,,0.2421
002083,2.31,285.3722,,0.1025
002012,0.39,-77.7055,,0.0235
002201,0.82,6.6854,,0.0136
002156,0.7,967.7378,,0.0763
002429,2.72,13.3088,,0.1003
002124,21.4,,,0.2714
002179,3.49,-23.8654,,0.3746
002158,3.82,25.4872,,0.2745
002299,-0.6,-182.4834,,
002416,2.74,6.7791,,0.1757
002338,1.37,-26.5311,,0.097
002250,0.04,-57.9028,,0.0263
002271,1.23,-9.5523,,0.1356
002236,1.59,18.9215,,0.1779
002107,1.19,-60.5816,,0.0152
002134,2.16,90.3535,,0.0543
002414,0.12,-86.7969,,0.002
002439,-0.95,,,
002515,0.91,13.0124,,0.0193
002448,2.59,13.1674,,0.1648
002532,2.9,43.002,,0.1555
002582,0.31,6.615,,0.0267
002458,2.54,-66.6097,,0.0993
002540,2.11,17.341,,0.0977
002579,-1.98,,,
002559,2.33,-13.6364,,0.0659
002589,0.28,-38.0622,,0.0123
002583,1.88,,,0.0553
002639,0.36,65.8048,,0.0104
002600,2.47,-28.8424,,0.0656
002631,-1.2,,,
002678,-0.54,-168.1241,,
002725,0.23,,,0.0087
002806,0.31,,,0.0151
002763,4.53,-8.3826,,0.2655
002802,0.57,-63.8489,,0.0208
002708,1.39,,,0.0357
002815,1.65,-18.7251,,0.1162
002899,1.12,313.7996,,0.1157
002819,-0.95,,,
002979,3.96,52.1677,,0.1772
002906,2.32,82.4436,,0.2734
003002,1.07,1.4063,,0.0605
002917,0.95,1247.9704,,0.0528
002972,2.08,2.5059,,0.1075
300058,1.07,-45.2861,,0.0323
300056,5.46,,,0.0351
300012,2.1,-11.455,,0.0779
300174,2.44,47.3053,,0.2134
300145,3.61,110.0652,,0.0489
300154,1.78,-5.4281,,0.0685
300252,-1.04,-228.2701,,
300073,0.84,-75.3137,,0.2099
300227,0.39,20.814,,0.0101
002998,2.04,15.8018,,0.1087
300267,0.06,-101.3967,,0.0014
300352,0.19,27.2741,,0.0015
300251,4.68,249.267,,0.1449
300421,1.23,-8.4388,,0.0524
300436,-2.92,,,
300456,-0.23,-483.9037,,
300429,0.68,,,0.0256
300440,-1.26,,,
300416,1.65,-12.4416,,0.0888
300487,4.69,26.2706,,0.3387
300568,1.08,-43.5024,,0.0788
300553,0.4,-103.1297,,0.04
300596,2.54,24.9777,,0.4541
300532,5.62,6.1982,,0.316
300604,0.14,,,0.0058
300618,0.59,103.0587,,0.1283
300522,2.08,50.5401,,0.0527
300628,6.54,34.4514,,0.4499
300681,0.46,,,0.0335
300706,-0.43,,,
300709,-1.33,,,
300746,0.21,-65.5713,,0.0163
300722,1.36,-39.3569,,0.0344
300748,1.43,-42.8558,,0.076
300752,1.83,,,0.0885
300759,1.82,-38.3345,,0.1208
300761,1.03,,,0.095
300747,1.94,41.2116,,0.1142
300727,2.16,28.4637,,0.1555
300635,0.11,-83.5657,,0.0147
300765,1.79,-83.5313,,0.0256
300836,3.08,318.0137,,0.2536
300806,0.85,-7.7463,,0.0411
300811,3.61,8.8824,,0.3593
300807,-3.82,,,
300882,3.61,16.8818,,0.2136
300976,0.96,2088.9822,,0.3064
300953,2.02,232.5635,,0.5104
300858,1.06,-7.6557,,0.0703
300951,2.6,-16.322,,0.4864
600071,-5.4,,,
600106,0.08,-88.1554,,0.0029
300998,-0.45,-224.9017,,
600094,-0.32,-142.2621,,
600114,3.11,662.4389,,0.1437
600282,2.08,28.6846,,0.09
600226,1.9,32.0827,,0.0178
600255,0.62,,,0.0067
600063,0.59,-65.0395,,0.0206
300913,1.61,11.9093,,0.0682
600230,0.5,-67.7353,,0.0562
600490,0.46,93.8577,,0.0091
600338,-0.77,-381.963,,
600320,1.07,27.3455,,0.039
600562,2.04,3.203,,0.0932
600392,-2.59,-354.4482,,
600552,0.34,-40.4966,,0.0258
600596,0.87,0.4993,,0.0861
600584,0.52,21.6856,,0.0748
600595,0.32,-84.1621,,0.0097
600655,0.49,-52.912,,0.0375
600810,0.39,1601.884,,0.0525
600897,2.84,63.2794,,0.3095
600379,2.24,44.8075,,0.0499
600724,2.29,-1.2506,,0.0462
600711,2.06,87.9372,,0.1105
600872,4.94,64.1075,,0.3332
600808,-1.13,,,
600894,-0.08,-184.5003,,
601068,1.46,149.9707,,0.0389
600973,0.54,-69.4744,,0.0094
600986,0.5,-34.223,,0.0171
601069,0.73,,,0.0348
600664,3.61,35.9455,,0.0755
601108,1.3,-7.6578,,0.0982
601388,0.68,-61.263,,0.013
601138,2.88,34.2392,,0.2111
601137,3.6,38.5102,,0.3358
603009,1.01,202.2835,,0.0465
601588,-1.37,-563.5257,,
603067,2.97,-13.5836,,0.1688
603082,2.69,29.8144,,0.2541
603088,6.82,41.3773,,0.1226
601811,1.53,3.6384,,0.1719
603123,-4.04,-676.3823,,
603150,2.42,20.506,,0.4111
603075,2.79,37.835,,0.142
603121,3.0,-4.232,,0.1045
603159,1.12,23.6768,,0.0405
603193,1.81,,,0.0877
603279,5.49,6.6977,,0.3963
603258,2.0,-1.3199,,0.1854
603317,3.92,39.4989,,0.1673
603288,6.36,11.857,,0.3467
603266,2.27,14.568,,0.1656
603271,4.79,,,0.45
603303,2.1,14.9073,,0.1601
603386,-1.07,-227.5363,,
603409,5.9,,,0.3818
603519,2.15,-86.9766,,0.1186
603538,0.67,-65.8776,,0.0739
603458,-0.88,-233.7469,,
603803,1.15,,,0.0467
603819,1.02,246.2585,,0.0422
603599,2.32,-58.7145,,0.2423
603626,-2.6,,,
603867,3.43,4.3808,,0.4767
603886,-0.51,,,
603893,2.16,,,0.1618
603890,0.53,,,0.0121
603901,1.5,-46.9361,,0.0811
603938,0.43,-92.2464,,0.0199
603933,1.39,5.7818,,0.0853
603960,1.02,-14.3635,,0.0422
603989,0.97,-65.6485,,0.0772
603766,3.03,40.1252,,0.1238
605018,1.63,10970.0312,,0.0952
603988,-2.81,-615.4123,,
605118,2.3,14.7175,,0.0847
605128,2.59,195.7934,,0.4046
605358,-0.8,-612.2006,,
603993,3.34,754.3152,,0.108
605060,2.28,-7.618,,0.2148
605277,2.88,33.2666,,0.1504
605365,1.93,100.3711,,0.1365
688019,4.69,37.9333,,1.0607
605338,1.77,0.7807,,0.1611
688022,0.68,,,0.0484
605588,0.98,-37.4578,,0.1421
688038,0.68,,,0.0323
688073,1.27,-29.3902,,0.2869
688037,0.66,-76.3183,,0.1133
688093,2.16,37.3214,,0.1571
688117,1.84,17.2253,,0.1469
688157,0.94,537.5801,,0.1027
688188,3.7,47.2409,,1.3997
688136,0.77,,,0.0577
688137,-0.12,-123.6114,,
688177,-10.88,,,
688202,-1.53,-136.9757,,
688179,1.62,-0.8355,,0.0863
688168,-2.93,,,
688209,0.22,,,0.0094
688211,-1.16,-231.8932,,
688199,-0.17,,,
688208,3.82,81.4015,,0.2549
688267,1.32,1610.1922,,0.199
688238,-2.09,,,
688213,0.37,,,0.0351
688256,-4.14,,,
688299,0.38,-66.9723,,0.0283
688332,1.44,11.0165,,0.4572
688330,1.0,-33.0199,,0.2604
688369,-2.28,,,
688392,0.06,-96.7166,,0.0086
688381,0.55,60.8321,,0.0637
688502,0.36,-69.362,,0.0811
688518,0.93,-68.6523,,0.0814
688559,1.73,20.6648,,0.1848
688519,0.42,,,0.0419
688582,-0.08,,,
688573,-3.17,,,
688515,-3.05,,,
688600,-4.2,-2357.2515,,
688665,2.01,-47.8222,,0.29
688617,6.83,39.5566,,2.0619
688595,-4.13,,,
688475,2.32,37.383,,0.2227
000652,0.13,,,0.0051
000683,4.02,9.5515,,0.2286
688718,0.38,-58.3112,,0.0167
688683,0.82,0.4533,,0.0486
000708,3.4,-5.5681,,0.2814
000931,0.75,-9.0463,,0.0162
000039,0.17,-54.3555,,0.0404
002074,0.28,-65.3684,,0.0203
002099,0.59,-23.3008,,0.0198
000970,-1.52,-187.9014,,
001231,1.6,-10.8767,,0.1417
002363,0.68,3.3283,,0.0317
002193,-2.5,,,
002396,0.18,-83.708,,0.041
002943,2.24,65.7166,,0.1839
002476,0.74,,,0.0107
002420,10.29,379.6097,,0.1379
002783,1.68,-3.363,,0.0943
002522,0.74,-83.577,,0.0033
002748,-0.75,-182.0387,,
300004,0.66,,,0.0228
300292,2.49,62.8581,,0.0252
300092,3.03,5.0109,,0.1738
300358,-0.43,-115.3945,,
300347,1.11,-45.0015,,0.3583
300410,-2.64,,,
300538,0.32,-33.7555,,0.0216
300560,1.0,-36.9565,,0.0427
300373,2.14,0.7889,,0.329
300649,1.48,-24.0076,,0.0604
300710,0.94,,,0.0659
300725,1.72,-14.3199,,0.2478
300745,-0.03,-101.8731,,
300740,1.89,-21.923,,0.1095
300955,-0.29,-153.5166,,
300885,1.78,146.9406,,0.0603
600459,2.9,24.6157,,0.2681
300977,0.22,-58.1365,,0.0201
600527,0.3,-17.2788,,0.0038
300610,1.95,47.7216,,0.1006
600583,1.88,6.7746,,0.109
600960,-0.98,-8724.1332,,
603270,1.33,-19.7114,,0.1289
603020,1.09,-5.2052,,0.1261
600984,-4.75,,,
600980,1.49,-13.9545,,0.1036
603162,2.42,17.1747,,0.1463
603286,0.66,111.901,,0.0615
603348,1.9,2344.2493,,0.235
603324,1.18,3.1307,,0.155
603703,0.44,-24.2595,,0.0098
605168,1.64,-65.9111,,0.3292
603380,2.25,36.0171,,0.1984
603682,1.16,-45.3724,,0.0215
605399,1.16,-36.9974,,0.0817
688222,1.01,,,0.0347
688197,-5.51,,,
688077,0.75,,,0.0658
688357,1.76,-47.7442,,0.3794
688291,0.74,-44.2892,,0.0663
688371,0.27,,,0.0157
688410,2.0,-54.7494,,0.1557
688558,1.65,-25.4044,,0.2034
688378,5.08,0.2188,,0.6391
688633,1.83,30.1705,,0.2717
603600,1.96,-14.9315,,0.133
688612,3.27,34.6192,,0.2743
688252,1.68,206.0166,,0.0795
688638,-1.66,,,
000823,0.37,41.8393,,0.0366
002552,5.12,,,0.1894
300767,-0.48,-278.5025,,
300322,-0.8,,,
300131,1.08,-2.2191,,0.0147
002837,2.42,115.947,,0.1083
300919,1.87,42.9936,,0.7807
603090,2.76,2.9707,,0.1637
600183,2.72,66.4002,,0.1712
603026,0.71,,,0.0313
605255,1.14,10.437,,0.0726
603929,7.57,251.5131,,0.5454
688239,3.2,10.4277,,0.3784
688008,2.19,1032.8609,,0.1957
688279,2.08,26.8726,,0.5474
688498,0.5,-11.0626,,0.1233
