date,close,predict,prob_up,real,correct,ret,equity
2024-07-12,1478.82,涨↑,65.2,跌↓,✗,-0.27%,0.7351
2024-06-17,1541.5,涨↑,61.1,跌↓,✗,-1.30%,0.7255
2024-06-18,1521.5,涨↑,59.5,跌↓,✗,-1.35%,0.7158
2024-06-19,1501.0,涨↑,53.0,跌↓,✗,-0.06%,0.7153
2024-06-20,1500.1,涨↑,61.0,跌↓,✗,-1.94%,0.7015
2024-06-21,1471.0,涨↑,54.6,涨↑,✓,+0.38%,0.7041
2024-06-24,1476.55,涨↑,68.4,涨↑,✓,+0.68%,0.7089
2024-06-25,1486.65,涨↑,67.7,涨↑,✓,+0.17%,0.7102
2024-06-26,1489.22,涨↑,59.7,涨↑,✓,+0.09%,0.7108
2024-06-27,1490.49,涨↑,57.0,跌↓,✗,-1.55%,0.6997
2024-06-28,1467.39,涨↑,70.1,跌↓,✗,-1.84%,0.6869
2024-07-01,1440.38,涨↑,70.1,涨↑,✓,+3.49%,0.7109
2024-07-02,1490.7,涨↑,75.2,涨↑,✓,+0.62%,0.7153
2024-07-03,1500.0,涨↑,77.3,跌↓,✗,-0.95%,0.7085
2024-07-04,1485.74,涨↑,75.1,跌↓,✗,-2.20%,0.6929
2024-07-05,1453.0,涨↑,68.2,跌↓,✗,-2.27%,0.6771
2024-07-08,1420.0,涨↑,74.2,涨↑,✓,+1.27%,0.6857
2024-07-09,1438.03,涨↑,71.9,跌↓,✗,-0.03%,0.6855
2024-07-10,1437.59,涨↑,73.2,涨↑,✓,+1.70%,0.6972
2024-07-11,1462.09,涨↑,55.1,涨↑,✓,+1.14%,0.7052
2024-07-12,1478.82,涨↑,66.1,跌↓,✗,-0.27%,0.7033
2024-07-15,1474.9,涨↑,65.9,涨↑,✓,+0.07%,0.7038
2024-07-16,1476.0,涨↑,56.3,涨↑,✓,+1.72%,0.716
2024-07-17,1501.4,涨↑,58.7,跌↓,✗,-0.26%,0.7141
2024-07-18,1497.51,涨↑,66.8,涨↑,✓,+1.88%,0.7275
2024-07-19,1525.62,涨↑,56.6,跌↓,✗,-1.74%,0.7148
2024-07-22,1499.0,跌↓,43.8,跌↓,✓,-2.94%,0.7148
2024-07-23,1455.0,涨↑,54.7,跌↓,✗,-1.03%,0.7075
2024-07-24,1440.02,涨↑,62.2,跌↓,✗,-0.66%,0.7028
2024-07-25,1430.49,涨↑,67.4,跌↓,✗,-0.58%,0.6987
2024-07-26,1422.19,涨↑,68.6,跌↓,✗,-1.70%,0.6868
2024-07-01,1440.38,涨↑,64.2,涨↑,✓,+3.49%,0.7108
2024-07-02,1490.7,涨↑,79.4,涨↑,✓,+0.62%,0.7152
2024-07-03,1500.0,涨↑,75.8,跌↓,✗,-0.95%,0.7085
2024-07-04,1485.74,涨↑,74.3,跌↓,✗,-2.20%,0.6928
2024-07-05,1453.0,涨↑,65.7,跌↓,✗,-2.27%,0.6771
2024-07-08,1420.0,涨↑,71.1,涨↑,✓,+1.27%,0.6857
2024-07-09,1438.03,涨↑,74.7,跌↓,✗,-0.03%,0.6855
2024-07-10,1437.59,涨↑,72.7,涨↑,✓,+1.70%,0.6972
2024-07-11,1462.09,涨↑,59.2,涨↑,✓,+1.14%,0.7052
2024-07-12,1478.82,涨↑,65.2,跌↓,✗,-0.27%,0.7033
2024-07-15,1474.9,涨↑,65.4,涨↑,✓,+0.07%,0.7038
2024-07-16,1476.0,涨↑,55.4,涨↑,✓,+1.72%,0.7159
2024-07-17,1501.4,跌↓,48.5,跌↓,✓,-0.26%,0.7159
2024-07-18,1497.51,涨↑,58.4,涨↑,✓,+1.88%,0.7294
2024-07-19,1525.62,跌↓,48.0,跌↓,✓,-1.74%,0.7294
2024-07-22,1499.0,跌↓,40.6,跌↓,✓,-2.94%,0.7294
2024-07-23,1455.0,涨↑,55.6,跌↓,✗,-1.03%,0.7218
2024-07-24,1440.02,涨↑,61.3,跌↓,✗,-0.66%,0.7171
2024-07-25,1430.49,涨↑,67.4,跌↓,✗,-0.58%,0.7129
2024-07-26,1422.19,涨↑,68.7,跌↓,✗,-1.70%,0.7008
2024-07-29,1398.02,涨↑,69.6,跌↓,✗,-1.29%,0.6918
2024-07-30,1379.99,涨↑,63.4,涨↑,✓,+2.99%,0.7125
2024-07-31,1421.28,涨↑,67.8,跌↓,✗,-2.47%,0.6948
2024-08-01,1386.16,涨↑,62.4,跌↓,✗,-0.05%,0.6945
2024-08-02,1385.45,涨↑,52.3,涨↑,✓,+1.77%,0.7068
2024-08-05,1410.01,涨↑,67.7,跌↓,✗,-0.38%,0.7041
2024-08-06,1404.7,涨↑,77.1,涨↑,✓,+0.77%,0.7096
2024-08-07,1415.5,涨↑,74.7,涨↑,✓,+1.07%,0.7172
2024-08-08,1430.69,涨↑,69.4,涨↑,✓,+0.43%,0.7202
2024-08-09,1436.8,涨↑,71.5,跌↓,✗,-0.05%,0.7199
2024-07-15,1474.9,涨↑,60.4,涨↑,✓,+0.07%,0.7204
2024-07-16,1476.0,跌↓,46.3,涨↑,✗,+1.72%,0.7204
2024-07-17,1501.4,跌↓,45.5,跌↓,✓,-0.26%,0.7204
2024-07-18,1497.51,涨↑,59.3,涨↑,✓,+1.88%,0.7339
2024-07-19,1525.62,涨↑,50.7,跌↓,✗,-1.74%,0.7211
2024-07-22,1499.0,跌↓,45.1,跌↓,✓,-2.94%,0.7211
2024-07-23,1455.0,跌↓,49.3,跌↓,✓,-1.03%,0.7211
2024-07-24,1440.02,涨↑,54.2,跌↓,✗,-0.66%,0.7164
2024-07-25,1430.49,涨↑,63.6,跌↓,✗,-0.58%,0.7122
2024-07-26,1422.19,涨↑,67.7,跌↓,✗,-1.70%,0.7001
2024-07-29,1398.02,涨↑,71.3,跌↓,✗,-1.29%,0.6911
2024-07-30,1379.99,涨↑,65.7,涨↑,✓,+2.99%,0.7118
2024-07-31,1421.28,涨↑,66.6,跌↓,✗,-2.47%,0.6942
2024-08-01,1386.16,涨↑,60.3,跌↓,✗,-0.05%,0.6938
2024-08-02,1385.45,跌↓,49.9,涨↑,✗,+1.77%,0.6938
2024-08-05,1410.01,涨↑,64.1,跌↓,✗,-0.38%,0.6912
2024-08-06,1404.7,涨↑,73.6,涨↑,✓,+0.77%,0.6965
2024-08-07,1415.5,涨↑,69.2,涨↑,✓,+1.07%,0.704
2024-08-08,1430.69,涨↑,63.5,涨↑,✓,+0.43%,0.707
2024-08-09,1436.8,涨↑,64.5,跌↓,✗,-0.05%,0.7066
2024-08-12,1436.1,涨↑,61.1,跌↓,✗,-0.91%,0.7002
2024-08-13,1423.01,跌↓,49.9,跌↓,✓,-0.68%,0.7002
2024-08-14,1413.3,涨↑,50.4,涨↑,✓,+0.96%,0.7069
2024-08-15,1426.89,涨↑,64.2,涨↑,✓,+0.30%,0.7091
2024-08-16,1431.2,跌↓,44.9,跌↓,✓,-0.40%,0.7091
2024-08-19,1425.44,涨↑,50.6,跌↓,✗,-0.19%,0.7077
2024-08-20,1422.72,跌↓,40.1,跌↓,✓,-0.36%,0.7077
2024-08-21,1417.58,涨↑,50.5,跌↓,✗,-0.53%,0.704
2024-08-22,1410.05,跌↓,41.5,涨↑,✗,+0.35%,0.704
2024-08-23,1414.99,跌↓,42.6,跌↓,✓,-0.21%,0.704
2024-07-29,1398.02,涨↑,61.1,跌↓,✗,-1.29%,0.6949
2024-07-30,1379.99,涨↑,54.9,涨↑,✓,+2.99%,0.7157
2024-07-31,1421.28,涨↑,60.1,跌↓,✗,-2.47%,0.698
2024-08-01,1386.16,涨↑,57.1,跌↓,✗,-0.05%,0.6976
2024-08-02,1385.45,涨↑,50.2,涨↑,✓,+1.77%,0.71
2024-08-05,1410.01,涨↑,63.6,跌↓,✗,-0.38%,0.7073
2024-08-06,1404.7,涨↑,75.1,涨↑,✓,+0.77%,0.7128
2024-08-07,1415.5,涨↑,66.6,涨↑,✓,+1.07%,0.7204
2024-08-08,1430.69,涨↑,63.7,涨↑,✓,+0.43%,0.7235
2024-08-09,1436.8,涨↑,65.1,跌↓,✗,-0.05%,0.7231
2024-08-12,1436.1,涨↑,67.0,跌↓,✗,-0.91%,0.7165
2024-08-13,1423.01,涨↑,52.7,跌↓,✗,-0.68%,0.7117
2024-08-14,1413.3,跌↓,47.3,涨↑,✗,+0.96%,0.7117
2024-08-15,1426.89,涨↑,61.1,涨↑,✓,+0.30%,0.7138
2024-08-16,1431.2,跌↓,42.1,跌↓,✓,-0.40%,0.7138
2024-08-19,1425.44,涨↑,53.9,跌↓,✗,-0.19%,0.7124
2024-08-20,1422.72,跌↓,39.1,跌↓,✓,-0.36%,0.7124
2024-08-21,1417.58,涨↑,53.0,跌↓,✗,-0.53%,0.7087
2024-08-22,1410.05,跌↓,40.0,涨↑,✗,+0.35%,0.7087
2024-08-23,1414.99,跌↓,42.4,跌↓,✓,-0.21%,0.7087
2024-08-26,1412.0,跌↓,37.9,跌↓,✓,-0.56%,0.7087
2024-08-27,1404.07,跌↓,31.9,跌↓,✓,-1.07%,0.7087
2024-08-28,1389.0,跌↓,38.2,涨↑,✗,+1.75%,0.7087
2024-08-29,1413.3,跌↓,46.8,涨↑,✗,+2.11%,0.7087
2024-08-30,1443.19,跌↓,46.4,跌↓,✓,-3.34%,0.7087
2024-09-02,1395.0,涨↑,52.4,涨↑,✓,+1.08%,0.7163
2024-09-03,1410.0,跌↓,49.7,跌↓,✓,-0.71%,0.7163
2024-09-04,1400.0,涨↑,50.0,涨↑,✓,+0.35%,0.7188
2024-09-05,1404.88,跌↓,49.8,跌↓,✓,-0.49%,0.7188
2024-09-06,1398.0,跌↓,42.1,跌↓,✓,-1.65%,0.7188
2024-08-12,1436.1,涨↑,63.1,跌↓,✗,-0.91%,0.7122
2024-08-13,1423.01,跌↓,46.8,跌↓,✓,-0.68%,0.7122
2024-08-14,1413.3,跌↓,39.0,涨↑,✗,+0.96%,0.7122
2024-08-15,1426.89,跌↓,49.9,涨↑,✗,+0.30%,0.7122
2024-08-16,1431.2,跌↓,39.1,跌↓,✓,-0.40%,0.7122
2024-08-19,1425.44,跌↓,45.7,跌↓,✓,-0.19%,0.7122
2024-08-20,1422.72,跌↓,36.4,跌↓,✓,-0.36%,0.7122
2024-08-21,1417.58,跌↓,45.3,跌↓,✓,-0.53%,0.7122
2024-08-22,1410.05,跌↓,36.2,涨↑,✗,+0.35%,0.7122
2024-08-23,1414.99,跌↓,37.5,跌↓,✓,-0.21%,0.7122
2024-08-26,1412.0,跌↓,35.7,跌↓,✓,-0.56%,0.7122
2024-08-27,1404.07,跌↓,29.0,跌↓,✓,-1.07%,0.7122
2024-08-28,1389.0,跌↓,40.5,涨↑,✗,+1.75%,0.7122
2024-08-29,1413.3,跌↓,46.8,涨↑,✗,+2.11%,0.7122
2024-08-30,1443.19,跌↓,42.4,跌↓,✓,-3.34%,0.7122
2024-09-02,1395.0,跌↓,46.1,涨↑,✗,+1.08%,0.7122
2024-09-03,1410.0,涨↑,51.4,跌↓,✗,-0.71%,0.7072
2024-09-04,1400.0,跌↓,46.6,涨↑,✗,+0.35%,0.7072
2024-09-05,1404.88,涨↑,50.1,跌↓,✗,-0.49%,0.7037
2024-09-06,1398.0,跌↓,41.4,跌↓,✓,-1.65%,0.7037
2024-09-09,1375.0,涨↑,53.3,涨↑,✓,+0.22%,0.7052
2024-09-10,1378.0,涨↑,53.3,涨↑,✓,+0.15%,0.7063
2024-09-11,1380.0,跌↓,48.5,跌↓,✓,-3.26%,0.7063
2024-09-12,1335.06,跌↓,46.8,跌↓,✓,-2.32%,0.7063
2024-09-13,1304.13,涨↑,61.8,跌↓,✗,-2.85%,0.6861
2024-09-18,1266.9,涨↑,62.3,跌↓,✗,-0.47%,0.6829
2024-09-19,1261.0,涨↑,61.7,涨↑,✓,+0.23%,0.6845
2024-09-20,1263.92,涨↑,55.1,跌↓,✗,-0.19%,0.6832
2024-09-23,1261.54,涨↑,54.9,涨↑,✓,+8.80%,0.7433
2024-09-24,1372.6,涨↑,63.7,涨↑,✓,+1.92%,0.7576
2024-08-26,1412.0,跌↓,33.6,跌↓,✓,-0.56%,0.7576
2024-08-27,1404.07,跌↓,31.4,跌↓,✓,-1.07%,0.7576
2024-08-28,1389.0,跌↓,40.1,涨↑,✗,+1.75%,0.7576
2024-08-29,1413.3,跌↓,46.5,涨↑,✗,+2.11%,0.7576
2024-08-30,1443.19,跌↓,40.4,跌↓,✓,-3.34%,0.7576
2024-09-02,1395.0,跌↓,45.0,涨↑,✗,+1.08%,0.7576
2024-09-03,1410.0,跌↓,47.8,跌↓,✓,-0.71%,0.7576
2024-09-04,1400.0,跌↓,46.3,涨↑,✗,+0.35%,0.7576
2024-09-05,1404.88,涨↑,50.7,跌↓,✗,-0.49%,0.7539
2024-09-06,1398.0,跌↓,46.3,跌↓,✓,-1.65%,0.7539
2024-09-09,1375.0,涨↑,55.5,涨↑,✓,+0.22%,0.7556
2024-09-10,1378.0,涨↑,50.5,涨↑,✓,+0.15%,0.7567
2024-09-11,1380.0,跌↓,45.2,跌↓,✓,-3.26%,0.7567
2024-09-12,1335.06,跌↓,46.8,跌↓,✓,-2.32%,0.7567
2024-09-13,1304.13,涨↑,59.6,跌↓,✗,-2.85%,0.7351
2024-09-18,1266.9,涨↑,62.7,跌↓,✗,-0.47%,0.7317
2024-09-19,1261.0,涨↑,62.2,涨↑,✓,+0.23%,0.7333
2024-09-20,1263.92,涨↑,53.2,跌↓,✗,-0.19%,0.732
2024-09-23,1261.54,涨↑,53.3,涨↑,✓,+8.80%,0.7964
2024-09-24,1372.6,涨↑,64.0,涨↑,✓,+1.92%,0.8117
2024-09-25,1399.0,涨↑,62.2,涨↑,✓,+9.29%,0.8871
2024-09-26,1529.0,涨↑,52.4,涨↑,✓,+6.55%,0.9453
2024-09-27,1629.2,跌↓,38.3,涨↑,✗,+7.29%,0.9453
2024-09-30,1748.0,跌↓,38.9,跌↓,✓,-1.43%,0.9453
2024-10-08,1723.0,跌↓,40.8,跌↓,✓,-7.42%,0.9453
2024-10-09,1595.15,跌↓,49.9,涨↑,✗,+2.81%,0.9453
2024-10-10,1640.0,跌↓,48.1,跌↓,✓,-2.13%,0.9453
2024-10-11,1604.99,跌↓,43.9,跌↓,✓,-0.19%,0.9453
2024-10-14,1601.99,跌↓,46.7,跌↓,✓,-2.98%,0.9453
2024-10-15,1554.25,跌↓,45.6,跌↓,✓,-2.04%,0.9453
2024-09-09,1375.0,涨↑,60.4,涨↑,✓,+0.22%,0.9473
2024-09-10,1378.0,涨↑,59.1,涨↑,✓,+0.15%,0.9487
2024-09-11,1380.0,跌↓,47.9,跌↓,✓,-3.26%,0.9487
2024-09-12,1335.06,涨↑,53.2,跌↓,✗,-2.32%,0.9267
2024-09-13,1304.13,涨↑,63.3,跌↓,✗,-2.85%,0.9003
2024-09-18,1266.9,涨↑,65.1,跌↓,✗,-0.47%,0.8961
2024-09-19,1261.0,涨↑,63.9,涨↑,✓,+0.23%,0.8982
2024-09-20,1263.92,涨↑,50.9,跌↓,✗,-0.19%,0.8965
2024-09-23,1261.54,涨↑,56.3,涨↑,✓,+8.80%,0.9754
2024-09-24,1372.6,涨↑,61.0,涨↑,✓,+1.92%,0.9942
2024-09-25,1399.0,涨↑,61.4,涨↑,✓,+9.29%,1.0865
2024-09-26,1529.0,涨↑,52.3,涨↑,✓,+6.55%,1.1577
2024-09-27,1629.2,跌↓,42.5,涨↑,✗,+7.29%,1.1577
2024-09-30,1748.0,跌↓,43.1,跌↓,✓,-1.43%,1.1577
2024-10-08,1723.0,跌↓,48.7,跌↓,✓,-7.42%,1.1577
2024-10-09,1595.15,涨↑,52.2,涨↑,✓,+2.81%,1.1903
2024-10-10,1640.0,跌↓,49.0,跌↓,✓,-2.13%,1.1903
2024-10-11,1604.99,跌↓,47.4,跌↓,✓,-0.19%,1.1903
2024-10-14,1601.99,跌↓,45.2,跌↓,✓,-2.98%,1.1903
